Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000721,11.435261,[35  4] ; [43 30],[27.16071429 11.83928571] ; [50.83928571 22.16071429],1
s2,1,0.000792,11.260837,[30  9] ; [32 41],[21.58928571 17.41071429] ; [40.41071429 32.58928571],1
s7,1,0.001455,10.135365,[28 11] ; [28 42],[20.03669725 18.96330275] ; [35.96330275 34.03669725],0
p12,1,0.009739,6.681948,[ 5 34] ; [ 1 73],[ 2.07079646 36.92920354] ; [ 3.92920354 70.07079646],0
s8,1,0.012274,6.270921,[26 13] ; [31 43],[19.67256637 19.32743363] ; [37.32743363 36.67256637],0
p10,1,0.025008,5.023339,[35  4] ; [52 21],[30.29464286  8.70535714] ; [56.70535714 16.29464286],0
p1,1,0.032479,4.573055,[ 7 32] ; [ 4 70],[ 3.79646018 35.20353982] ; [ 7.20353982 66.79646018],0
p5,1,0.034434,4.47303,[ 6 33] ; [ 3 71],[ 3.10619469 35.89380531] ; [ 5.89380531 68.10619469],0
a2,1,0.056292,3.643399,[11 28] ; [10 64],[ 7.24778761 31.75221239] ; [13.75221239 60.24778761],0
n4,1,0.061754,3.489653,[34  5] ; [53 21],[30.02654867  8.97345133] ; [56.97345133 17.02654867],0
s3,1,0.073501,3.203059,[26 12] ; [37 36],[21.56756757 16.43243243] ; [41.43243243 31.56756757],0
s4,1,0.082789,3.009273,[ 9 29] ; [ 8 64],[ 5.87272727 32.12727273] ; [11.12727273 60.87272727],0
a5,1,0.089387,2.885377,[28 11] ; [41 33],[23.81415929 15.18584071] ; [45.18584071 28.81415929],0
n6,1,0.106549,2.604675,[36  3] ; [59 14],[33.08035714  5.91964286] ; [61.91964286 11.08035714],0
a4,1,0.11542,2.478398,[21 18] ; [28 45],[17.0625 21.9375] ; [31.9375 41.0625],0
p2,1,0.159611,1.97791,[31  8] ; [66  8],[33.47787611  5.52212389] ; [63.52212389 10.47787611],0
