Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,3e-06,21.567551,[39 46] ; [ 8 62],[25.77419355 59.22580645] ; [21.22580645 48.77419355],1
p8,1,1.5e-05,18.694969,[49 34] ; [17 53],[35.80392157 47.19607843] ; [30.19607843 39.80392157],1
p2,1,8.8e-05,15.373903,[72 13] ; [40 31],[61.02564103 23.97435897] ; [50.97435897 20.02564103],1
p4,1,0.000107,15.003171,[54 31] ; [23 48],[41.95512821 43.04487179] ; [35.04487179 35.95512821],1
p3,1,0.000707,11.471202,[46 39] ; [19 51],[35.64516129 49.35483871] ; [29.35483871 40.64516129],1
r3,1,0.007676,7.10764,[76  9] ; [51 19],[69.64516129 15.35483871] ; [57.35483871 12.64516129],0
v2,1,0.016381,5.761511,[43 39] ; [22 45],[35.77181208 46.22818792] ; [29.22818792 37.77181208],0
s8,1,0.017281,5.667641,[34 50] ; [16 55],[27.09677419 56.90322581] ; [22.90322581 48.09677419],0
s3,1,0.026475,4.924709,[43 41] ; [23 46],[36.23529412 47.76470588] ; [29.76470588 39.23529412],0
u2,1,0.033852,4.502154,[23 21] ; [10 25],[18.37974684 25.62025316] ; [14.62025316 20.37974684],0
v4,1,0.034673,4.461183,[78  6] ; [58 13],[73.70322581 10.29677419] ; [62.29677419  8.70322581],0
s7,1,0.040801,4.184267,[32 46] ; [17 51],[26.17808219 51.82191781] ; [22.82191781 45.17808219],0
p11,1,0.048388,3.896467,[64 21] ; [43 28],[58.30128205 26.69871795] ; [48.69871795 22.30128205],0
a7,1,0.049762,3.849459,[54 31] ; [34 37],[47.94871795 37.05128205] ; [40.05128205 30.94871795],0
r4,1,0.051117,3.804437,[70 15] ; [49 22],[64.83974359 20.16025641] ; [54.16025641 16.83974359],0
a4,1,0.067989,3.330916,[25 59] ; [12 58],[20.18181818 63.81818182] ; [16.81818182 53.18181818],0
s5,1,0.068987,3.306951,[19 65] ; [ 8 62],[14.72727273 69.27272727] ; [12.27272727 57.72727273],0
s1,1,0.095734,2.775219,[ 2 80] ; [ 6 65],[ 4.2875817 77.7124183] ; [ 3.7124183 67.2875817],0
n3,1,0.10053,2.697116,[20  3] ; [16  8],[17.61702128  5.38297872] ; [18.38297872  5.61702128],0
s2,1,0.15035,2.068692,[28 57] ; [16 55],[23.97435897 61.02564103] ; [20.02564103 50.97435897],0
d3,1,0.151089,2.061224,[25 59] ; [14 57],[21.13548387 62.86451613] ; [17.86451613 53.13548387],0
a1,1,0.158876,1.984887,[ 2 83] ; [ 5 66],[ 3.81410256 81.18589744] ; [ 3.18589744 67.81410256],0
b1,1,0.163669,1.939993,[43 42] ; [28 43],[38.68589744 46.31410256] ; [32.31410256 38.68589744],0
r1,1,0.20653,1.595587,[55 28] ; [40 31],[51.2012987 31.7987013] ; [43.7987013 27.2012987],0
p5,1,0.21718,1.522908,[11 73] ; [ 5 66],[ 8.67096774 75.32903226] ; [ 7.32903226 63.67096774],0
b4,1,0.260403,1.266611,[39 46] ; [39 32],[42.5 42.5] ; [35.5 35.5],0
d5,1,0.339041,0.914053,[40 45] ; [28 43],[37.05128205 47.94871795] ; [30.94871795 40.05128205],0
b2,1,0.341032,0.906547,[16 39] ; [15 24],[18.13829787 36.86170213] ; [12.86170213 26.13829787],0
b3,1,0.341032,0.906547,[16 39] ; [15 24],[18.13829787 36.86170213] ; [12.86170213 26.13829787],0
n2,1,0.365356,0.819398,[15  8] ; [20  6],[16.42857143  6.57142857] ; [18.57142857  7.42857143],0
a5,1,0.371131,0.799875,[48 37] ; [35 36],[45.22435897 39.77564103] ; [37.77564103 33.22435897],0
