Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,111.415167,[223 157] ; [ 50 231],[156.94402421 223.05597579] ; [116.05597579 164.94402421],1
v1,1,0.0,49.339938,[257 122] ; [112 166],[212.8630137 166.1369863] ; [156.1369863 121.8630137],1
d1,1,0.000443,12.34265,[251 139] ; [145 140],[228.8 161.2] ; [167.2 117.8],1
a3,1,0.000472,12.224535,[297  91] ; [183 102],[276.73105498 111.26894502] ; [203.26894502  81.73105498],1
r1,1,0.000563,11.895891,[333  56] ; [214  71],[315.70178042  73.29821958] ; [231.29821958  53.70178042],1
p3,1,0.002913,8.860888,[221 164] ; [130 154],[201.9955157 183.0044843] ; [149.0044843 134.9955157],0
a7,1,0.003645,8.452468,[296  91] ; [189  96],[279.30803571 107.69196429] ; [205.69196429  79.30803571],0
s4,1,0.003859,8.349179,[ 48 337] ; [ 58 221],[ 61.46084337 323.53915663] ; [ 44.53915663 234.46084337],0
d4,1,0.003914,8.323264,[333  54] ; [220  64],[318.94336811  68.05663189] ; [234.05663189  49.94336811],0
p7,1,0.00588,7.586843,[272 105] ; [171 105],[255.75957121 121.24042879] ; [187.24042879  88.75957121],0
a5,1,0.005993,7.552291,[304  85] ; [196  89],[288.57566766 100.42433234] ; [211.42433234  73.57566766],0
d3,1,0.006814,7.321351,[283 105] ; [180 105],[266.93016345 121.06983655] ; [196.06983655  88.93016345],0
d5,1,0.008552,6.914082,[325  64] ; [214  70],[311.54680535  77.45319465] ; [227.45319465  56.54680535],0
p12,1,0.00933,6.758477,[ 44 339] ; [ 16 267],[ 34.5045045 348.4954955] ; [ 25.4954955 257.5045045],0
p9,1,0.016839,5.713044,[347  35] ; [240  43],[337.19398496  44.80601504] ; [249.80601504  33.19398496],0
u1,1,0.01893,5.507969,[ 79 311] ; [ 38 247],[ 67.6 322.4] ; [ 49.4 235.6],0
r3,1,0.021936,5.250863,[381   7] ; [271  14],[375.89301634  12.10698366] ; [276.10698366   8.89301634],0
s1,1,0.03576,4.408514,[  6 375] ; [ 12 270],[ 10.3438914 370.6561086] ; [  7.6561086 274.3438914],0
d2,1,0.040863,4.181703,[193 194] ; [119 165],[179.94634873 207.05365127] ; [132.05365127 151.94634873],0
