Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.004409,8.107377,[ 5 10] ; [49 19],[9.75903614 5.24096386] ; [44.24096386 23.75903614],0
r3,1,0.133023,2.256868,[12  3] ; [63  5],[13.55421687  1.44578313] ; [61.44578313  6.55421687],0
d3,1,0.145798,2.115672,[7 7] ; [47 20],[9.33333333 4.66666667] ; [44.66666667 22.33333333],0
d2,1,0.149174,2.080675,[ 4 11] ; [32 36],[6.5060241 8.4939759] ; [29.4939759 38.5060241],0
u1,1,0.204685,1.608624,[ 1 14] ; [14 54],[ 2.71084337 12.28915663] ; [12.28915663 55.71084337],0
s1,1,0.215327,1.535242,[ 1 13] ; [ 1 66],[ 0.34567901 13.65432099] ; [ 1.65432099 65.34567901],0
v3,1,0.219081,1.510382,[ 4 11] ; [29 37],[6.11111111 8.88888889] ; [26.88888889 39.11111111],0
v1,1,0.264608,1.244488,[6 9] ; [38 30],[7.95180723 7.04819277] ; [36.04819277 31.95180723],0
p11,1,0.28758,1.130918,[10  5] ; [54 14],[11.56626506  3.43373494] ; [52.43373494 15.56626506],0
d4,1,0.2955,1.094392,[9 6] ; [50 18],[10.6626506  4.3373494] ; [48.3373494 19.6626506],0
d5,1,0.312209,1.021307,[9 6] ; [49 18],[10.6097561  4.3902439] ; [47.3902439 19.6097561],0
a4,1,0.386019,0.751446,[ 5 10] ; [31 37],[6.5060241 8.4939759] ; [29.4939759 38.5060241],0
a6,1,0.423552,0.640438,[9 6] ; [48 20],[10.30120482  4.69879518] ; [46.69879518 21.30120482],0
p7,1,0.426845,0.631393,[10  4] ; [55 13],[11.09756098  2.90243902] ; [53.90243902 14.09756098],0
s2,1,0.429202,0.624981,[ 5 10] ; [16 52],[ 3.79518072 11.20481928] ; [17.20481928 50.79518072],0
s5,1,0.563084,0.334392,[ 3 10] ; [11 56],[ 2.275 10.725] ; [11.725 55.275],0
a7,1,0.625466,0.23826,[11  4] ; [53 14],[11.70731707  3.29268293] ; [52.29268293 14.70731707],0
s8,1,0.667358,0.184708,[ 4 11] ; [22 46],[ 4.69879518 10.30120482] ; [21.30120482 46.69879518],0
n1,1,0.675706,0.175,[3 3] ; [6 9],[2.57142857 3.42857143] ; [6.42857143 8.57142857],0
s3,1,0.676725,0.173836,[ 5 10] ; [19 49],[ 4.3373494 10.6626506] ; [19.6626506 48.3373494],0
s7,1,0.687194,0.16214,[5 9] ; [27 38],[5.67088608 8.32911392] ; [26.32911392 38.67088608],0
p2,1,0.712066,0.136222,[14  1] ; [65  3],[14.27710843  0.72289157] ; [64.72289157  3.27710843],0
b2,1,0.73538,0.114229,[2 2] ; [27 19],[2.32 1.68] ; [26.68 19.32],0
b3,1,0.73538,0.114229,[2 2] ; [27 19],[2.32 1.68] ; [26.68 19.32],0
n3,1,0.746188,0.104762,[6 1] ; [12  3],[5.72727273 1.27272727] ; [12.27272727  2.72727273],0
v2,1,0.76463,0.089644,[8 7] ; [38 28],[8.51851852 6.48148148] ; [37.48148148 28.51851852],0
p8,1,0.814627,0.054972,[9 6] ; [43 25],[9.39759036 5.60240964] ; [42.60240964 25.39759036],0
p1,1,0.865855,0.028536,[ 2 13] ; [ 8 60],[ 1.80722892 13.19277108] ; [ 8.19277108 59.80722892],0
b4,1,0.896024,0.017079,[8 7] ; [35 33],[7.77108434 7.22891566] ; [35.22891566 32.77108434],0
u3,1,0.898768,0.016184,[4 5] ; [8 9],[4.15384615 4.84615385] ; [7.84615385 9.15384615],0
p5,1,0.908004,0.013353,[ 1 14] ; [ 4 64],[ 0.90361446 14.09638554] ; [ 4.09638554 63.90361446],0
p12,1,0.908004,0.013353,[ 1 14] ; [ 4 64],[ 0.90361446 14.09638554] ; [ 4.09638554 63.90361446],0
n2,1,0.925558,0.00873,[5 2] ; [11  4],[5.09090909 1.90909091] ; [10.90909091  4.09090909],0
