Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2.9e-05,17.509683,[52 31] ; [88 11],[63.84615385 19.15384615] ; [76.15384615 22.84615385],1
p4,1,0.000115,14.880349,[49 37] ; [82 17],[60.8972973 25.1027027] ; [70.1027027 28.8972973],1
p3,1,0.000356,12.749867,[40 47] ; [71 28],[51.91935484 35.08064516] ; [59.08064516 39.91935484],1
p8,1,0.002125,9.437997,[41 43] ; [71 29],[51.13043478 32.86956522] ; [60.86956522 39.13043478],0
p1,1,0.003929,8.316322,[ 5 82] ; [20 79],[11.69354839 75.30645161] ; [13.30645161 85.69354839],0
p5,1,0.004219,8.187278,[11 76] ; [30 70],[19.07486631 67.92513369] ; [21.92513369 78.07486631],0
v1,1,0.008546,6.915239,[44 42] ; [70 30],[52.70967742 33.29032258] ; [61.29032258 38.70967742],0
a1,1,0.010298,6.582615,[ 1 86] ; [10 90],[ 5.11764706 81.88235294] ; [ 5.88235294 94.11764706],0
p10,1,0.013956,6.04368,[71 15] ; [94  6],[76.29032258  9.70967742] ; [88.70967742 11.29032258],0
s6,1,0.056746,3.63001,[83  2] ; [91  9],[79.94594595  5.05405405] ; [94.05405405  5.94594595],0
n6,1,0.116171,2.468195,[72 12] ; [91  7],[75.23076923  8.76923077] ; [87.76923077 10.23076923],0
p12,1,0.117761,2.446847,[ 8 79] ; [17 83],[11.63101604 75.36898396] ; [13.36898396 86.63101604],0
n3,1,0.123512,2.372216,[18  4] ; [16 10],[15.58333333  6.41666667] ; [18.41666667  7.58333333],0
s3,1,0.125159,2.351542,[72 12] ; [76 23],[67.93442623 16.06557377] ; [80.06557377 18.93442623],0
d1,1,0.14285,2.146986,[52 35] ; [70 30],[56.75935829 30.24064171] ; [65.24064171 34.75935829],0
r4,1,0.148157,2.091125,[79  8] ; [96  4],[81.4171123  5.5828877] ; [93.5828877  6.4171123],0
p9,1,0.152083,2.051237,[76  9] ; [95  5],[78.56756757  6.43243243] ; [92.43243243  7.56756757],0
u2,1,0.159877,1.975393,[6 5] ; [15  4],[7.7 3.3] ; [13.3  5.7],0
a4,1,0.171376,1.870866,[40 47] ; [56 44],[44.6631016 42.3368984] ; [51.3368984 48.6631016],0
