Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.000164,14.200117,[30 21] ; [53  6],[38.48181818 12.51818182] ; [44.51818182 14.48181818],1
r4,1,0.000991,10.844674,[22 29] ; [45 16],[30.50892857 20.49107143] ; [36.49107143 24.50892857],1
r3,1,0.000992,10.843168,[29 22] ; [51  9],[36.75675676 14.24324324] ; [43.24324324 16.75675676],1
p11,1,0.00173,9.816061,[15 36] ; [36 25],[23.22321429 27.77678571] ; [27.77678571 33.22321429],0
a1,1,0.006463,7.416537,[ 8 43] ; [ 1 60],[ 4.09821429 46.90178571] ; [ 4.90178571 56.09821429],0
p7,1,0.007078,7.253032,[10 40] ; [25 31],[16.50943396 33.49056604] ; [18.49056604 37.50943396],0
a4,1,0.007284,7.201537,[24 27] ; [14 47],[17.30357143 33.69642857] ; [20.69642857 40.30357143],0
n1,1,0.007455,7.159964,[15 16] ; [ 1 13],[11.02222222 19.97777778] ; [4.97777778 9.02222222],0
s6,1,0.010564,6.537175,[12 38] ; [29 32],[18.46846847 31.53153153] ; [22.53153153 38.46846847],0
b5,1,0.019557,5.450993,[24 27] ; [42 19],[30.05357143 20.94642857] ; [35.94642857 25.05357143],0
d2,1,0.027456,4.861898,[25 25] ; [18 43],[19.36936937 30.63063063] ; [23.63063063 37.36936937],0
s1,1,0.030963,4.655009,[ 6 45] ; [ 1 58],[ 3.24545455 47.75454545] ; [ 3.75454545 55.24545455],0
a2,1,0.03755,4.325297,[10 41] ; [ 4 57],[ 6.375 44.625] ; [ 7.625 53.375],0
p9,1,0.042226,4.126116,[22 27] ; [38 21],[27.22222222 21.77777778] ; [32.77777778 26.22222222],0
b2,1,0.043745,4.066384,[13 19] ; [ 4 21],[ 9.54385965 22.45614035] ; [ 7.45614035 17.54385965],0
b3,1,0.043745,4.066384,[13 19] ; [ 4 21],[ 9.54385965 22.45614035] ; [ 7.45614035 17.54385965],0
p10,1,0.046639,3.958372,[18 31] ; [33 26],[23.13888889 25.86111111] ; [27.86111111 31.13888889],0
p8,1,0.060648,3.519562,[ 8 43] ; [18 40],[12.16513761 38.83486239] ; [13.83486239 44.16513761],0
s8,1,0.102814,2.661334,[ 7 44] ; [16 45],[10.47321429 40.52678571] ; [12.52678571 48.47321429],0
a5,1,0.116183,2.46804,[31 20] ; [28 33],[26.86607143 24.13392857] ; [32.13392857 28.86607143],0
p6,1,0.144124,2.133368,[ 4 46] ; [10 47],[ 6.54205607 43.45794393] ; [ 7.45794393 49.54205607],0
r2,1,0.148662,2.085926,[38 12] ; [52  8],[40.90909091  9.09090909] ; [49.09090909 10.90909091],0
s5,1,0.151369,2.0584,[ 5 43] ; [12 46],[ 7.69811321 40.30188679] ; [ 9.30188679 48.69811321],0
a6,1,0.155094,2.021417,[27 23] ; [41 20],[30.63063063 19.36936937] ; [37.36936937 23.63063063],0
v1,1,0.160472,1.969771,[17 34] ; [27 31],[20.58715596 30.41284404] ; [23.41284404 34.58715596],0
n3,1,0.166993,1.909736,[15 14] ; [11  4],[17.13636364 11.86363636] ; [8.86363636 6.13636364],0
s4,1,0.180052,1.797192,[ 6 45] ; [13 48],[ 8.65178571 42.34821429] ; [10.34821429 50.65178571],0
p3,1,0.192722,1.696687,[ 8 42] ; [16 45],[10.81081081 39.18918919] ; [13.18918919 47.81081081],0
p1,1,0.193184,1.693166,[ 6 45] ; [ 3 57],[ 4.13513514 46.86486486] ; [ 4.86486486 55.13513514],0
r1,1,0.19676,1.666264,[30 21] ; [43 18],[33.24107143 17.75892857] ; [39.75892857 21.24107143],0
a3,1,0.230444,1.438118,[35 15] ; [36 25],[31.98198198 18.01801802] ; [39.01801802 21.98198198],0
d1,1,0.24947,1.326272,[23 28] ; [21 40],[20.03571429 30.96428571] ; [23.96428571 37.03571429],0
b4,1,0.30399,1.056609,[26 25] ; [37 24],[28.6875 22.3125] ; [34.3125 26.6875],0
d3,1,0.30749,1.041427,[26 24] ; [37 23],[28.63636364 21.36363636] ; [34.36363636 25.63636364],0
b1,1,0.359981,0.837961,[27 24] ; [27 34],[24.58928571 26.41071429] ; [29.41071429 31.58928571],0
a7,1,0.372091,0.796669,[31 20] ; [42 19],[33.24107143 17.75892857] ; [39.75892857 21.24107143],0
v2,1,0.373923,0.790588,[15 32] ; [23 34],[17.17307692 29.82692308] ; [20.82692308 36.17307692],0
a8,1,0.413495,0.668731,[ 7 44] ; [ 5 52],[ 5.66666667 45.33333333] ; [ 6.33333333 50.66666667],0
d4,1,0.416465,0.660269,[34 16] ; [45 15],[35.90909091 14.09090909] ; [43.09090909 16.90909091],0
u2,1,0.433357,0.613811,[8 8] ; [15  9],[9.2 6.8] ; [13.8 10.2],0
d5,1,0.449041,0.573072,[31 19] ; [42 19],[32.88288288 17.11711712] ; [40.11711712 20.88288288],0
n5,1,0.518645,0.416586,[24 27] ; [25 36],[22.3125 28.6875] ; [26.6875 34.3125],0
u1,1,0.537273,0.380617,[ 2 49] ; [ 4 57],[ 2.73214286 48.26785714] ; [ 3.26785714 57.73214286],0
n4,1,0.546185,0.364197,[28 23] ; [30 31],[26.41071429 24.58928571] ; [31.58928571 29.41071429],0
u3,1,0.606185,0.265768,[7 9] ; [13 12],[7.80487805 8.19512195] ; [12.19512195 12.80487805],0
s3,1,0.613229,0.255499,[23 27] ; [31 30],[24.32432432 25.67567568] ; [29.67567568 31.32432432],0
v3,1,0.631329,0.230263,[12 36] ; [12 45],[10.97142857 37.02857143] ; [13.02857143 43.97142857],0
s7,1,0.675005,0.175803,[12 34] ; [17 40],[12.95145631 33.04854369] ; [16.04854369 40.95145631],0
n2,1,0.723238,0.125412,[19 12] ; [10  5],[19.54347826 11.45652174] ; [9.45652174 5.54347826],0
s2,1,0.805166,0.060844,[17 34] ; [19 42],[16.39285714 34.60714286] ; [19.60714286 41.39285714],0
p5,1,0.896338,0.016975,[ 1 49] ; [ 1 59],[ 0.90909091 49.09090909] ; [ 1.09090909 58.90909091],0
p12,1,0.905862,0.013985,[ 1 49] ; [ 1 58],[ 0.91743119 49.08256881] ; [ 1.08256881 57.91743119],0
