Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,4e-06,21.38194,[31 11] ; [ 1 15],[23.17241379 18.82758621] ; [8.82758621 7.17241379],1
d4,1,0.000137,14.546622,[38  4] ; [7 9],[32.5862069  9.4137931] ; [12.4137931  3.5862069],1
d2,1,0.003305,8.630952,[26 16] ; [ 3 13],[21. 21.] ; [8. 8.],0
v4,1,0.006085,7.524888,[41  1] ; [12  4],[38.37931034  3.62068966] ; [14.62068966  1.37931034],0
u3,1,0.007932,7.048661,[13  5] ; [2 8],[9.64285714 8.35714286] ; [5.35714286 4.64285714],0
r2,1,0.026126,4.947633,[39  2] ; [12  4],[36.68421053  4.31578947] ; [14.31578947  1.68421053],0
r4,1,0.031215,4.641098,[35  7] ; [9 7],[31.86206897 10.13793103] ; [12.13793103  3.86206897],0
a5,1,0.049956,3.84294,[30 12] ; [7 9],[26.79310345 15.20689655] ; [10.20689655  5.79310345],0
d3,1,0.054826,3.687357,[34  8] ; [9 7],[31.13793103 10.86206897] ; [11.86206897  4.13793103],0
p6,1,0.077296,3.120859,[12 27] ; [9 7],[14.89090909 24.10909091] ; [6.10909091 9.89090909],0
p10,1,0.087749,2.915196,[18 24] ; [ 3 13],[15.20689655 26.79310345] ; [ 5.79310345 10.20689655],0
r1,1,0.08914,2.889828,[33  9] ; [9 7],[30.4137931 11.5862069] ; [11.5862069  4.4137931],0
p11,1,0.094847,2.790121,[26 16] ; [ 6 10],[23.17241379 18.82758621] ; [8.82758621 7.17241379],0
n4,1,0.110801,2.542754,[28 14] ; [7 9],[25.34482759 16.65517241] ; [9.65517241 6.34482759],0
s6,1,0.176638,1.825683,[26 15] ; [7 9],[23.73684211 17.26315789] ; [9.26315789 6.73684211],0
a3,1,0.180889,1.790306,[24 18] ; [ 6 10],[21.72413793 20.27586207] ; [8.27586207 7.72413793],0
s5,1,0.185992,1.749084,[ 9 32] ; [ 1 14],[ 7.32142857 33.67857143] ; [ 2.67857143 12.32142857],0
r3,1,0.194522,1.683036,[39  3] ; [13  3],[37.65517241  4.34482759] ; [14.34482759  1.65517241],0
b5,1,0.210314,1.569264,[24 18] ; [12  4],[26.06896552 15.93103448] ; [9.93103448 6.06896552],0
v3,1,0.216859,1.525035,[11 30] ; [7 9],[12.94736842 28.05263158] ; [ 5.05263158 10.94736842],0
s7,1,0.2217,1.493333,[17 23] ; [ 4 12],[15. 25.] ; [ 6. 10.],0
n5,1,0.280309,1.165594,[25 17] ; [7 9],[23.17241379 18.82758621] ; [8.82758621 7.17241379],0
n3,1,0.3017,1.066667,[4 6] ; [4 2],[5. 5.] ; [3. 3.],0
n1,1,0.3017,1.066667,[6 4] ; [2 4],[5. 5.] ; [3. 3.],0
p7,1,0.303077,1.060606,[30 10] ; [14  2],[31.42857143  8.57142857] ; [12.57142857  3.42857143],0
b4,1,0.320205,0.98811,[27 15] ; [8 8],[25.34482759 16.65517241] ; [9.65517241 6.34482759],0
s8,1,0.327948,0.956985,[13 28] ; [ 3 13],[11.50877193 29.49122807] ; [ 4.49122807 11.50877193],0
a6,1,0.359417,0.839928,[29 13] ; [9 7],[27.51724138 14.48275862] ; [10.48275862  5.51724138],0
p4,1,0.391973,0.732814,[28 13] ; [9 7],[26.61403509 14.38596491] ; [10.38596491  5.61403509],0
p2,1,0.434663,0.610332,[33  9] ; [11  5],[31.86206897 10.13793103] ; [12.13793103  3.86206897],0
s1,1,0.470441,0.52094,[ 1 41] ; [ 1 15],[ 1.44827586 40.55172414] ; [ 0.55172414 15.44827586],0
s4,1,0.507963,0.438261,[ 8 32] ; [ 2 14],[ 7.14285714 32.85714286] ; [ 2.85714286 13.14285714],0
n2,1,0.550985,0.355556,[7 3] ; [5 1],[7.5 2.5] ; [4.5 1.5],0
u2,1,0.56917,0.324074,[11  7] ; [5 5],[10.28571429  7.71428571] ; [5.71428571 4.28571429],0
s2,1,0.677911,0.172487,[18 23] ; [8 8],[18.70175439 22.29824561] ; [7.29824561 8.70175439],0
a8,1,0.686047,0.163399,[ 3 31] ; [ 2 14],[ 3.4 30.6] ; [ 1.6 14.4],0
b1,1,0.711201,0.13708,[24 18] ; [10  6],[24.62068966 17.37931034] ; [9.37931034 6.62068966],0
v1,1,0.749195,0.102209,[15 27] ; [ 5 11],[14.48275862 27.51724138] ; [ 5.51724138 10.48275862],0
p3,1,0.859894,0.031155,[19 22] ; [7 9],[18.70175439 22.29824561] ; [7.29824561 8.70175439],0
s3,1,0.87116,0.026304,[22 20] ; [8 8],[21.72413793 20.27586207] ; [8.27586207 7.72413793],0
a7,1,0.879901,0.02283,[28 14] ; [11  5],[28.24137931 13.75862069] ; [10.75862069  5.24137931],0
p5,1,0.904533,0.014385,[ 3 39] ; [ 1 15],[ 2.89655172 39.10344828] ; [ 1.10344828 14.89655172],0
b2,1,0.942621,0.005181,[ 4 22] ; [1 6],[ 3.93939394 22.06060606] ; [1.06060606 5.93939394],0
b3,1,0.942621,0.005181,[ 4 22] ; [1 6],[ 3.93939394 22.06060606] ; [1.06060606 5.93939394],0
n6,1,0.973375,0.001114,[28 13] ; [11  5],[28.05263158 12.94736842] ; [10.94736842  5.05263158],0
v2,1,1.0,0.0,[21 21] ; [8 8],[21. 21.] ; [8. 8.],0
