Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,38.189451,[40 49] ; [139  30],[61.74806202 27.25193798] ; [117.25193798  51.74806202],1
s2,1,0.000192,13.910786,[60 31] ; [149  25],[71.76981132 19.23018868] ; [137.23018868  36.76981132],1
p9,1,0.000332,12.881077,[71 19] ; [163  11],[79.77272727 10.22727273] ; [154.22727273  19.77272727],1
s6,1,0.000468,12.237691,[67 20] ; [158  13],[75.87209302 11.12790698] ; [149.12790698  21.87209302],1
d1,1,0.001692,9.856825,[46 45] ; [122  52],[57.69056604 33.30943396] ; [110.30943396  63.69056604],0
a3,1,0.001764,9.779958,[57 34] ; [139  34],[67.56060606 23.43939394] ; [128.43939394  44.56060606],0
p5,1,0.004383,8.117792,[ 9 81] ; [ 43 131],[17.72727273 72.27272727] ; [ 34.27272727 139.72727273],0
v1,1,0.004566,8.043909,[41 47] ; [111  60],[51.64478764 36.35521236] ; [100.35521236  70.64478764],0
p10,1,0.007206,7.221011,[71 19] ; [157  16],[78.02281369 11.97718631] ; [149.97718631  23.02281369],0
p11,1,0.008664,6.890872,[70 21] ; [155  19],[77.26415094 13.73584906] ; [147.73584906  26.26415094],0
p6,1,0.01105,6.457319,[38 52] ; [101  71],[47.7480916 42.2519084] ; [91.2519084 80.7480916],0
b2,1,0.011956,6.317453,[12 38] ; [51 63],[19.20731707 30.79268293] ; [43.79268293 70.20731707],0
b3,1,0.011956,6.317453,[12 38] ; [51 63],[19.20731707 30.79268293] ; [43.79268293 70.20731707],0
u3,1,0.015649,5.841898,[14 19] ; [25 10],[18.92647059 14.07352941] ; [20.07352941 14.92647059],0
s5,1,0.032554,4.569091,[34 54] ; [86 77],[42.07171315 45.92828685] ; [77.92828685 85.07171315],0
a5,1,0.048901,3.878751,[61 30] ; [136  38],[67.6490566 23.3509434] ; [129.3509434  44.6490566],0
b5,1,0.049349,3.863441,[56 35] ; [85 89],[48.41886792 42.58113208] ; [92.58113208 81.41886792],0
v3,1,0.050169,3.835793,[34 54] ; [88 83],[41.45173745 46.54826255] ; [80.54826255 90.45173745],0
d4,1,0.059465,3.552235,[74 17] ; [155  18],[78.93560606 12.06439394] ; [150.06439394  22.93560606],0
a7,1,0.060622,3.520282,[72 19] ; [118  55],[65.49242424 25.50757576] ; [124.50757576  48.49242424],0
n5,1,0.063852,3.434385,[69 22] ; [148  26],[74.51698113 16.48301887] ; [142.48301887  31.51698113],0
u4,1,0.071652,3.244774,[ 1 90] ; [ 10 164],[ 3.77735849 87.22264151] ; [  7.22264151 166.77735849],0
b4,1,0.075338,3.162713,[60 31] ; [95 79],[53.22641509 37.77358491] ; [101.77358491  72.22641509],0
n6,1,0.076715,3.133152,[75 15] ; [157  16],[79.39163498 10.60836502] ; [152.60836502  20.39163498],0
p12,1,0.096159,2.768121,[ 8 83] ; [ 28 145],[12.40909091 78.59090909] ; [ 23.59090909 149.40909091],0
p2,1,0.105472,2.620786,[82  8] ; [167   7],[84.88636364  5.11363636] ; [164.11363636   9.88636364],0
r1,1,0.123332,2.374486,[73 18] ; [152  22],[77.26415094 13.73584906] ; [147.73584906  26.26415094],0
d3,1,0.185766,1.750884,[61 30] ; [130  44],[65.58867925 25.41132075] ; [125.41132075  48.58867925],0
p3,1,0.200662,1.637549,[55 35] ; [120  54],[59.65909091 30.34090909] ; [115.34090909  58.65909091],0
n4,1,0.205351,1.603906,[70 21] ; [145  29],[73.83018868 17.16981132] ; [141.16981132  32.83018868],0
r3,1,0.262545,1.255287,[89  1] ; [168   6],[87.61363636  2.38636364] ; [169.38636364   4.61363636],0
v2,1,0.270302,1.215216,[47 40] ; [104  66],[51.11673152 35.88326848] ; [99.88326848 70.11673152],0
u2,1,0.28117,1.161427,[16 18] ; [21 14],[18.23188406 15.76811594] ; [18.76811594 16.23188406],0
d5,1,0.316592,1.002973,[70 21] ; [142  31],[73.07575758 17.92424242] ; [138.92424242  34.07575758],0
s1,1,0.330299,0.947725,[ 2 89] ; [  8 166],[ 3.43396226 87.56603774] ; [  6.56603774 167.43396226],0
n1,1,0.335467,0.927677,[4 7] ; [16 14],[5.36585366 5.63414634] ; [14.63414634 15.36585366],0
a8,1,0.37243,0.795541,[12 74] ; [ 30 133],[14.5060241 71.4939759] ; [ 27.4939759 135.5060241],0
r4,1,0.413478,0.668778,[84  7] ; [165   9],[85.50566038  5.49433962] ; [163.49433962  10.50566038],0
u1,1,0.468661,0.52513,[14 77] ; [ 33 141],[16.13962264 74.86037736] ; [ 30.86037736 143.13962264],0
n3,1,0.475263,0.509713,[6 5] ; [20 10],[6.97560976 4.02439024] ; [19.02439024 10.97560976],0
p4,1,0.48471,0.488247,[66 25] ; [133  41],[68.33584906 22.66415094] ; [130.66415094  43.33584906],0
r2,1,0.533475,0.387768,[87  4] ; [166   5],[87.8740458  3.1259542] ; [165.1259542   5.8740458],0
a6,1,0.534086,0.386611,[57 34] ; [115  58],[59.28787879 31.71212121] ; [112.71212121  60.28787879],0
a1,1,0.543667,0.368786,[ 5 86] ; [ 13 161],[ 6.18113208 84.81886792] ; [ 11.81886792 162.18113208],0
a2,1,0.666036,0.186275,[22 69] ; [ 38 136],[20.60377358 70.39622642] ; [ 39.39622642 134.60377358],0
p7,1,0.705658,0.142652,[75 15] ; [143  25],[76.04651163 13.95348837] ; [141.95348837  26.04651163],0
p1,1,0.728832,0.120187,[10 79] ; [ 22 151],[10.87022901 78.12977099] ; [ 21.12977099 151.87022901],0
s4,1,0.74662,0.104393,[21 68] ; [ 38 136],[19.96577947 69.03422053] ; [ 39.03422053 134.96577947],0
b1,1,0.754346,0.097916,[40 51] ; [ 73 101],[38.80377358 52.19622642] ; [74.19622642 99.80377358],0
d2,1,0.798841,0.064947,[47 44] ; [87 87],[46.01509434 44.98490566] ; [87.98490566 86.01509434],0
v4,1,0.842616,0.039422,[87  3] ; [168   5],[87.26235741  2.73764259] ; [167.73764259   5.26235741],0
a4,1,0.97553,0.000941,[38 53] ; [ 73 101],[38.11698113 52.88301887] ; [ 72.88301887 101.11698113],0
