Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,1.8e-05,18.422347,[25 26] ; [15 80],[13.97260274 37.02739726] ; [26.02739726 68.97260274],1
p7,1,0.000177,14.065238,[32 19] ; [28 64],[21.3986014 29.6013986] ; [38.6013986 53.3986014],1
p8,1,0.000459,12.274627,[27 22] ; [24 70],[17.47552448 31.52447552] ; [33.52447552 60.47552448],1
s8,1,0.001443,10.149896,[21 30] ; [16 78],[13.0137931 37.9862069] ; [23.9862069 70.0137931],0
s2,1,0.002408,9.209163,[26 24] ; [25 69],[17.70833333 32.29166667] ; [33.29166667 60.70833333],0
s3,1,0.005721,7.636231,[32 18] ; [37 56],[24.12587413 25.87412587] ; [44.87412587 48.12587413],0
a2,1,0.00625,7.476701,[ 8 43] ; [ 3 92],[ 3.84246575 47.15753425] ; [ 7.15753425 87.84246575],0
p2,1,0.0094,6.745144,[40 11] ; [54 41],[32.83561644 18.16438356] ; [61.16438356 33.83561644],0
s7,1,0.010811,6.496046,[21 28] ; [20 70],[14.45323741 34.54676259] ; [26.54676259 63.45323741],0
a4,1,0.015989,5.804055,[17 34] ; [15 79],[11.25517241 39.74482759] ; [20.74482759 73.25517241],0
b5,1,0.018763,5.523437,[34 17] ; [44 51],[27.24657534 23.75342466] ; [50.75342466 44.24657534],0
d3,1,0.030258,4.694591,[26 25] ; [31 64],[19.9109589 31.0890411] ; [37.0890411 57.9109589],0
s6,1,0.03427,4.481184,[30 20] ; [39 55],[23.95833333 26.04166667] ; [45.04166667 48.95833333],0
s4,1,0.040057,4.215489,[ 4 47] ; [20 75],[ 8.38356164 42.61643836] ; [15.61643836 79.38356164],0
p10,1,0.041619,4.150619,[38 13] ; [54 40],[32.35862069 18.64137931] ; [59.64137931 34.35862069],0
d2,1,0.052236,3.768197,[17 34] ; [18 77],[12.2260274 38.7739726] ; [22.7739726 72.2260274],0
r4,1,0.058224,3.587275,[40 11] ; [60 35],[34.93150685 16.06849315] ; [65.06849315 29.93150685],0
p9,1,0.074355,3.184175,[41 10] ; [61 31],[36.37762238 14.62237762] ; [65.62237762 26.37762238],0
s1,1,0.095738,2.77514,[ 6 45] ; [ 4 88],[ 3.56643357 47.43356643] ; [ 6.43356643 85.56643357],0
n6,1,0.107356,2.592711,[40 11] ; [61 32],[35.77083333 15.22916667] ; [65.22916667 27.77083333],0
a5,1,0.139458,2.183931,[28 23] ; [40 55],[23.75342466 27.24657534] ; [44.24657534 50.75342466],0
a6,1,0.149532,2.077017,[30 21] ; [44 51],[25.84931507 25.15068493] ; [48.15068493 46.84931507],0
n2,1,0.155827,2.014261,[7 5] ; [30  8],[8.88 3.12] ; [28.12  9.88],0
d1,1,0.180333,1.794877,[ 5 46] ; [ 4 91],[ 3.14383562 47.85616438] ; [ 5.85616438 89.14383562],0
p5,1,0.185726,1.751201,[ 4 45] ; [ 3 92],[ 2.38194444 46.61805556] ; [ 4.61805556 90.38194444],0
u2,1,0.235877,1.40507,[12 10] ; [21 32],[ 9.68 12.32] ; [23.32 29.68],0
a3,1,0.236048,1.404044,[28 23] ; [41 51],[24.60839161 26.39160839] ; [44.39160839 47.60839161],0
d4,1,0.239547,1.383257,[28 23] ; [42 52],[24.62068966 26.37931034] ; [45.37931034 48.62068966],0
b2,1,0.268701,1.223365,[ 9 24] ; [21 33],[11.37931034 21.62068966] ; [18.62068966 35.37931034],0
b3,1,0.268701,1.223365,[ 9 24] ; [21 33],[11.37931034 21.62068966] ; [18.62068966 35.37931034],0
v1,1,0.274642,1.193414,[25 26] ; [36 55],[21.9084507 29.0915493] ; [39.0915493 51.9084507],0
r3,1,0.323824,0.97344,[43  8] ; [72 21],[40.72916667 10.27083333] ; [74.27083333 18.72916667],0
