Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,79.928913,[65 24] ; [ 62 224],[30.14133333 58.85866667] ; [ 96.85866667 189.14133333],1
s6,1,0.0,35.242035,[61 28] ; [ 96 194],[36.86807388 52.13192612] ; [120.13192612 169.86807388],1
s8,1,0.002034,9.518165,[23 66] ; [ 36 256],[13.78215223 75.21784777] ; [ 45.21784777 246.78215223],0
p12,1,0.017074,5.688772,[ 7 82] ; [  7 283],[ 3.28759894 85.71240106] ; [ 10.71240106 279.28759894],0
p4,1,0.017341,5.661505,[50 39] ; [120 167],[40.2393617 48.7606383] ; [129.7606383 157.2393617],0
r3,1,0.019816,5.428044,[85  4] ; [251  39],[78.90237467 10.09762533] ; [257.09762533  32.90237467],0
p10,1,0.039315,4.247187,[68 21] ; [185 101],[60.04533333 28.95466667] ; [192.95466667  93.04533333],0
p6,1,0.043431,4.07854,[27 61] ; [ 58 227],[20.0536193 67.9463807] ; [ 64.9463807 220.0536193],0
d4,1,0.047426,3.930213,[72 17] ; [205  87],[64.70603675 24.29396325] ; [212.29396325  79.70603675],0
u1,1,0.057404,3.610856,[13 76] ; [ 23 269],[ 8.40944882 80.59055118] ; [ 27.59055118 264.40944882],0
s4,1,0.074754,3.175419,[14 73] ; [ 27 263],[ 9.46153846 77.53846154] ; [ 31.53846154 258.46153846],0
p7,1,0.123759,2.369091,[52 35] ; [143 141],[45.7277628 41.2722372] ; [149.2722372 134.7277628],0
a7,1,0.176791,1.824395,[68 19] ; [206  85],[63.06349206 23.93650794] ; [210.93650794  80.06349206],0
d1,1,0.229675,1.442871,[47 42] ; [133 159],[42.04724409 46.95275591] ; [137.95275591 154.04724409],0
r4,1,0.245869,1.346626,[74 15] ; [226  66],[70.07874016 18.92125984] ; [229.92125984  62.07874016],0
p11,1,0.255956,1.290496,[68 21] ; [205  87],[63.77165354 25.22834646] ; [209.22834646  82.77165354],0
s1,1,0.258832,1.274994,[ 1 86] ; [ 10 277],[ 2.55882353 84.44117647] ; [  8.44117647 278.55882353],0
p1,1,0.264217,1.246526,[ 3 86] ; [ 19 272],[ 5.15263158 83.84736842] ; [ 16.84736842 274.15263158],0
a8,1,0.278059,1.176552,[11 73] ; [ 24 242],[ 8.4 75.6] ; [ 26.6 239.4],0
p2,1,0.279358,1.17021,[70 19] ; [210  78],[66.10079576 22.89920424] ; [213.89920424  74.10079576],0
n2,1,0.281522,1.159728,[18  6] ; [55 32],[15.78378378  8.21621622] ; [57.21621622 29.78378378],0
