Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.009949,6.643951,[4 1] ; [1 8],[1.78571429 3.21428571] ; [3.21428571 5.78571429],0
a8,1,0.071031,3.259028,[3 1] ; [2 7],[1.53846154 2.46153846] ; [3.46153846 5.53846154],0
r4,1,0.094264,2.8,[4 1] ; [3 6],[2.5 2.5] ; [4.5 4.5],0
v3,1,0.197703,1.659259,[4 1] ; [4 5],[2.85714286 2.14285714] ; [5.14285714 3.85714286],0
v2,1,0.197703,1.659259,[4 1] ; [4 5],[2.85714286 2.14285714] ; [5.14285714 3.85714286],0
b5,1,0.197703,1.659259,[4 1] ; [4 5],[2.85714286 2.14285714] ; [5.14285714 3.85714286],0
a7,1,0.197703,1.659259,[4 1] ; [4 5],[2.85714286 2.14285714] ; [5.14285714 3.85714286],0
d2,1,0.197703,1.659259,[4 1] ; [4 5],[2.85714286 2.14285714] ; [5.14285714 3.85714286],0
a2,1,0.20686,1.593266,[2 3] ; [1 8],[1.07142857 3.92857143] ; [1.92857143 7.07142857],0
r2,1,0.333998,0.933333,[3 2] ; [3 6],[2.14285714 2.85714286] ; [3.85714286 5.14285714],0
a3,1,0.360387,0.836543,[4 1] ; [5 4],[3.21428571 1.78571429] ; [5.78571429 3.21428571],0
s2,1,0.505985,0.442361,[1 3] ; [4 5],[1.53846154 2.46153846] ; [3.46153846 5.53846154],0
p9,1,0.52179,0.410354,[3 1] ; [8 1],[3.38461538 0.61538462] ; [7.61538462 1.38461538],0
p12,1,0.52179,0.410354,[1 3] ; [1 8],[0.61538462 3.38461538] ; [1.38461538 7.61538462],0
b2,1,0.55368,0.350765,[1 3] ; [3 4],[1.45454545 2.54545455] ; [2.54545455 4.45454545],0
b3,1,0.55368,0.350765,[1 3] ; [3 4],[1.45454545 2.54545455] ; [2.54545455 4.45454545],0
b1,1,0.576999,0.311111,[3 2] ; [4 5],[2.5 2.5] ; [4.5 4.5],0
p6,1,0.576999,0.311111,[3 2] ; [4 5],[2.5 2.5] ; [4.5 4.5],0
p4,1,0.576999,0.311111,[3 2] ; [4 5],[2.5 2.5] ; [4.5 4.5],0
d4,1,0.596701,0.28,[4 1] ; [6 3],[3.57142857 1.42857143] ; [6.42857143 2.57142857],0
p2,1,0.596701,0.28,[4 1] ; [6 3],[3.57142857 1.42857143] ; [6.42857143 2.57142857],0
p11,1,0.648807,0.207407,[4 1] ; [8 1],[4.28571429 0.71428571] ; [7.71428571 1.28571429],0
s6,1,0.700311,0.148148,[2 1] ; [7 2],[2.25 0.75] ; [6.75 2.25],0
a5,1,0.803017,0.062222,[3 2] ; [6 3],[3.21428571 1.78571429] ; [5.78571429 3.21428571],0
b4,1,0.803017,0.062222,[3 2] ; [6 3],[3.21428571 1.78571429] ; [5.78571429 3.21428571],0
p7,1,0.803017,0.062222,[3 2] ; [6 3],[3.21428571 1.78571429] ; [5.78571429 3.21428571],0
p8,1,0.872081,0.025926,[3 2] ; [5 4],[2.85714286 2.14285714] ; [5.14285714 3.85714286],0
v1,1,0.872081,0.025926,[2 3] ; [4 5],[2.14285714 2.85714286] ; [3.85714286 5.14285714],0
p3,1,0.872081,0.025926,[2 3] ; [4 5],[2.14285714 2.85714286] ; [3.85714286 5.14285714],0
a4,1,0.872081,0.025926,[2 3] ; [4 5],[2.14285714 2.85714286] ; [3.85714286 5.14285714],0
r1,1,0.872081,0.025926,[3 2] ; [5 4],[2.85714286 2.14285714] ; [5.14285714 3.85714286],0
s5,1,0.912637,0.012037,[1 3] ; [2 7],[0.92307692 3.07692308] ; [2.07692308 6.92307692],0
s7,1,1.0,0.0,[2 2] ; [4 4],[2. 2.] ; [4. 4.],0
