Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,73.986094,[ 48 227] ; [150 138],[ 96.71403197 178.28596803] ; [101.28596803 186.71403197],1
v1,1,0.0,60.011333,[ 82 194] ; [182 111],[128.05623902 147.94376098] ; [135.94376098 157.05623902],1
r1,1,0.0,26.755378,[177 101] ; [248  52],[204.41176471  73.58823529] ; [220.58823529  79.41176471],1
r3,1,1e-06,24.310688,[236  42] ; [289  10],[252.94627383  25.05372617] ; [272.05372617  26.94627383],1
d1,1,5e-06,21.000278,[118 161] ; [184 116],[145.52331606 133.47668394] ; [156.47668394 143.52331606],1
d4,1,5.3e-05,16.326554,[192  86] ; [250  50],[212.58823529  65.41176471] ; [229.41176471  70.58823529],1
p10,1,8.7e-05,15.405941,[175 101] ; [231  64],[196.24518389  79.75481611] ; [209.75481611  85.24518389],1
r4,1,0.000106,15.017936,[211  68] ; [264  36],[228.88601036  50.11398964] ; [246.11398964  53.88601036],1
d3,1,0.000208,13.761747,[160 116] ; [218  82],[181.125  94.875] ; [196.875 103.125],1
p9,1,0.000237,13.508716,[187  88] ; [240  55],[206.00877193  68.99122807] ; [220.99122807  74.00877193],1
d5,1,0.000239,13.493451,[193  84] ; [248  52],[211.71057192  65.28942808] ; [229.28942808  70.71057192],1
a5,1,0.000408,12.493605,[168 111] ; [222  78],[187.92746114  91.07253886] ; [202.07253886  97.92746114],1
p11,1,0.000534,11.992154,[189  90] ; [241  59],[207.20207254  71.79792746] ; [222.79792746  77.20207254],1
v4,1,0.001927,9.617786,[240  38] ; [281  18],[251.01906412  26.98093588] ; [269.98093588  29.01906412],0
p4,1,0.002641,9.040249,[121 157] ; [166 130],[139. 139.] ; [148. 148.],0
p3,1,0.002925,8.853892,[ 94 184] ; [137 161],[111.48958333 166.51041667] ; [119.51041667 178.48958333],0
a3,1,0.004641,8.0144,[167 109] ; [215  85],[183.04166667  92.95833333] ; [198.95833333 101.04166667],0
a7,1,0.005581,7.68095,[185  93] ; [230  69],[199.94800693  78.05199307] ; [215.05199307  83.94800693],0
s6,1,0.00559,7.678089,[127 151] ; [170 127],[143.59304348 134.40695652] ; [153.40695652 143.59304348],0
p6,1,0.005647,7.659776,[ 62 215] ; [ 96 197],[ 76.78245614 200.21754386] ; [ 81.21754386 211.78245614],0
n4,1,0.005928,7.572118,[188  91] ; [232  67],[202.73356401  76.26643599] ; [217.26643599  81.73356401],0
a6,1,0.007368,7.180938,[173 105] ; [218  82],[188.05882353  89.94117647] ; [202.94117647  97.05882353],0
n6,1,0.00752,7.144456,[203  75] ; [246  53],[216.32928943  61.67071057] ; [232.67071057  66.32928943],0
p12,1,0.009817,6.667743,[  4 274] ; [ 16 281],[  9.66956522 268.33043478] ; [ 10.33043478 286.66956522],0
p7,1,0.010143,6.609577,[138 136] ; [179 114],[153.18871252 120.81128748] ; [163.81128748 129.18871252],0
s8,1,0.010316,6.579445,[ 74 205] ; [109 190],[ 88.33391003 190.66608997] ; [ 94.66608997 204.33391003],0
b1,1,0.016122,5.789518,[124 155] ; [104 196],[109.86528497 169.13471503] ; [118.13471503 181.86528497],0
s7,1,0.016335,5.766487,[ 82 182] ; [117 169],[ 95.52 168.48] ; [103.48 182.52],0
r2,1,0.01755,5.640473,[239  36] ; [274  21],[247.5  27.5] ; [265.5  29.5],0
d2,1,0.018416,5.556091,[106 171] ; [144 156],[120.01733102 156.98266898] ; [129.98266898 170.01733102],0
a2,1,0.018435,5.55434,[ 45 234] ; [ 72 228],[ 56.37823834 222.62176166] ; [ 60.62176166 239.37823834],0
p2,1,0.032306,4.582191,[205  74] ; [242  57],[215.76643599  63.23356401] ; [231.23356401  67.76643599],0
p8,1,0.033868,4.501376,[113 165] ; [145 148],[125.61120841 152.38879159] ; [132.38879159 160.61120841],0
b4,1,0.03568,4.412356,[147 132] ; [184 116],[159.49740933 119.50259067] ; [171.50259067 128.49740933],0
s4,1,0.045959,3.983115,[ 43 233] ; [ 30 269],[ 35.04 240.96] ; [ 37.96 261.04],0
n3,1,0.048228,3.902009,[53 33] ; [47 14],[58.50340136 27.49659864] ; [41.49659864 19.50340136],0
u1,1,0.086817,2.932427,[ 31 248] ; [ 48 252],[ 38.06735751 240.93264249] ; [ 40.93264249 259.06735751],0
a4,1,0.088969,2.892923,[ 99 177] ; [128 171],[108.96 167.04] ; [118.04 180.96],0
s2,1,0.098575,2.728447,[ 92 186] ; [118 179],[101.53043478 176.46956522] ; [108.46956522 188.53043478],0
s1,1,0.115616,2.475729,[ 12 265] ; [  6 289],[  8.71678322 268.28321678] ; [  9.28321678 285.71678322],0
u4,1,0.161048,1.964358,[  3 276] ; [  8 292],[  5.30051813 273.69948187] ; [  5.69948187 294.30051813],0
n5,1,0.171375,1.870872,[186  91] ; [215  82],[193.51393728  83.48606272] ; [207.48606272  89.51393728],0
n1,1,0.186881,1.742037,[31 57] ; [15 45],[27.35135135 60.64864865] ; [18.64864865 41.35135135],0
n2,1,0.267535,1.229344,[56 33] ; [43 17],[59.13422819 29.86577181] ; [39.86577181 20.13422819],0
s3,1,0.291848,1.111076,[117 159] ; [138 157],[123.25744308 152.74255692] ; [131.74255692 163.25744308],0
a8,1,0.590925,0.288902,[ 31 229] ; [ 36 231],[ 33.05502846 226.94497154] ; [ 33.94497154 233.05502846],0
