Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,43.955564,[62 59] ; [145  22],[86.96875 34.03125] ; [120.03125  46.96875],1
p2,1,0.0,29.732088,[87 36] ; [161  10],[103.75510204  19.24489796] ; [144.24489796  26.75510204],1
p5,1,2e-06,22.20614,[  7 111] ; [ 48 123],[22.4567474 95.5432526] ; [ 32.5432526 138.4567474],1
b5,1,6e-06,20.4744,[92 31] ; [83 88],[73.21428571 49.78571429] ; [101.78571429  69.21428571],1
p3,1,8e-06,20.008606,[52 71] ; [117  54],[70.70408163 52.29591837] ; [98.29591837 72.70408163],1
p4,1,1.3e-05,19.028263,[66 57] ; [133  38],[83.25510204 39.74489796] ; [115.74489796  55.25510204],1
p6,1,5.3e-05,16.328288,[43 80] ; [99 69],[60.02061856 62.97938144] ; [81.97938144 86.02061856],1
p11,1,0.00049,12.154702,[87 36] ; [149  22],[98.73469388 24.26530612] ; [137.26530612  33.73469388],1
d2,1,0.00498,7.88672,[80 43] ; [83 88],[68.19387755 54.80612245] ; [94.80612245 76.19387755],0
a2,1,0.0106,6.531097,[44 79] ; [ 38 133],[34.30612245 88.69387755] ; [ 47.69387755 123.30612245],0
u1,1,0.026728,4.908295,[40 83] ; [ 36 135],[31.79591837 91.20408163] ; [ 44.20408163 126.79591837],0
p1,1,0.028403,4.803464,[  8 115] ; [ 25 145],[ 13.85324232 109.14675768] ; [ 19.14675768 150.85324232],0
d5,1,0.029936,4.712967,[110  13] ; [136  34],[103.26962457  19.73037543] ; [142.73037543  27.26962457],0
n5,1,0.056993,3.622784,[96 26] ; [148  22],[101.94520548  20.05479452] ; [142.05479452  27.94520548],0
a6,1,0.065594,3.389984,[90 33] ; [107  63],[82.6996587 40.3003413] ; [114.3003413  55.6996587],0
v1,1,0.087194,2.925435,[66 50] ; [113  56],[72.85614035 43.14385965] ; [106.14385965  62.85614035],0
s5,1,0.087837,2.913576,[50 67] ; [86 76],[57.03225806 59.96774194] ; [78.96774194 83.03225806],0
p12,1,0.090074,2.873053,[ 10 113] ; [ 25 146],[ 14.64285714 108.35714286] ; [ 20.35714286 150.64285714],0
n2,1,0.098734,2.725878,[23 11] ; [28  5],[25.88059701  8.11940299] ; [25.11940299  7.88059701],0
n6,1,0.12757,2.321832,[106  16] ; [156  13],[109.8419244  12.1580756] ; [152.1580756  16.8419244],0
p9,1,0.137003,2.211299,[110  13] ; [161  10],[113.37755102   9.62244898] ; [157.62244898  13.37755102],0
r1,1,0.218162,1.516419,[99 23] ; [147  23],[102.78082192  19.21917808] ; [143.21917808  26.78082192],0
v4,1,0.218591,1.513598,[119   4] ; [167   2],[120.47260274   2.52739726] ; [165.52739726   3.47260274],0
a4,1,0.221043,1.497585,[65 58] ; [78 93],[59.82653061 63.17346939] ; [83.17346939 87.82653061],0
s3,1,0.304999,1.052207,[93 28] ; [139  31],[96.46735395 24.53264605] ; [135.53264605  34.46735395],0
v3,1,0.382846,0.761543,[53 61] ; [87 81],[56.59574468 57.40425532] ; [83.40425532 84.59574468],0
r4,1,0.397566,0.715675,[111  12] ; [159  12],[112.95918367  10.04081633] ; [157.04081633  13.95918367],0
n4,1,0.414558,0.665691,[99 22] ; [146  25],[101.5239726  19.4760274] ; [143.4760274  27.5239726],0
d4,1,0.423642,0.640191,[103  20] ; [148  22],[105.36860068  17.63139932] ; [145.63139932  24.36860068],0
d3,1,0.432469,0.616184,[84 39] ; [124  47],[87.02040816 35.97959184] ; [120.97959184  50.02040816],0
a3,1,0.440823,0.594138,[100  23] ; [144  26],[102.43003413  20.56996587] ; [141.56996587  28.43003413],0
a1,1,0.450356,0.569757,[  6 117] ; [ 12 159],[  7.53061224 115.46938776] ; [ 10.46938776 160.53061224],0
u3,1,0.526106,0.401907,[18  5] ; [19  8],[17.02  5.98] ; [19.98  7.02],0
s4,1,0.543558,0.368985,[23 99] ; [ 37 133],[25.06849315 96.93150685] ; [ 34.93150685 135.06849315],0
b1,1,0.593792,0.284461,[52 71] ; [ 67 104],[49.78571429 73.21428571] ; [ 69.21428571 101.78571429],0
r2,1,0.595781,0.281407,[116   5] ; [163   5],[116.81314879   4.18685121] ; [162.18685121   5.81314879],0
a8,1,0.645717,0.211343,[18 90] ; [ 30 129],[19.41573034 88.58426966] ; [ 28.58426966 130.41573034],0
b3,1,0.675933,0.17474,[42 55] ; [54 63],[43.51401869 53.48598131] ; [52.48598131 64.51401869],0
b2,1,0.675933,0.17474,[42 55] ; [54 63],[43.51401869 53.48598131] ; [52.48598131 64.51401869],0
a5,1,0.706976,0.141316,[100  23] ; [136  35],[98.73469388 24.26530612] ; [137.26530612  33.73469388],0
s1,1,0.724024,0.124669,[  6 115] ; [  7 164],[  5.3869863 115.6130137] ; [  7.6130137 163.3869863],0
p10,1,0.768821,0.086388,[107  15] ; [151  19],[107.79452055  14.20547945] ; [150.20547945  19.79452055],0
s6,1,0.796757,0.06633,[107  15] ; [149  19],[107.69655172  14.30344828] ; [148.30344828  19.69655172],0
n1,1,0.80519,0.060829,[18 15] ; [17 16],[17.5 15.5] ; [17.5 15.5],0
d1,1,0.852876,0.034392,[80 43] ; [113  58],[80.74489796 42.25510204] ; [112.25510204  58.74489796],0
u2,1,0.868681,0.027335,[15  7] ; [19  8],[15.26530612  6.73469388] ; [18.73469388  8.26530612],0
b4,1,0.878633,0.023318,[68 55] ; [93 78],[67.35714286 55.64285714] ; [93.64285714 77.35714286],0
u4,1,0.882316,0.021914,[  6 117] ; [  9 162],[  6.2755102 116.7244898] ; [  8.7244898 162.2755102],0
a7,1,0.934028,0.006852,[84 39] ; [116  55],[83.67346939 39.32653061] ; [116.32653061  54.67346939],0
n3,1,0.936473,0.006353,[24 10] ; [23 10],[23.85074627 10.14925373] ; [23.14925373  9.85074627],0
v2,1,0.943832,0.004964,[73 45] ; [104  63],[73.28421053 44.71578947] ; [103.71578947  63.28421053],0
s2,1,0.946624,0.004482,[96 26] ; [134  37],[95.76791809 26.23208191] ; [134.23208191  36.76791809],0
r3,1,0.990271,0.000149,[118   5] ; [164   7],[117.97959184   5.02040816] ; [164.02040816   6.97959184],0
