Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,112.463154,[476  19] ; [12 15],[462.75862069  32.24137931] ; [25.24137931  1.75862069],1
v4,1,0.0,67.179444,[484   8] ; [19  8],[476.83236994  15.16763006] ; [26.16763006  0.83236994],1
r1,1,0.0,29.017343,[417  75] ; [12 15],[406.68208092  85.31791908] ; [22.31791908  4.68208092],1
s3,1,0.00072,11.437804,[275 208] ; [ 6 20],[266.64636542 216.35363458] ; [14.35363458 11.64636542],1
d1,1,0.001124,10.611944,[319 176] ; [ 9 18],[311.03448276 183.96551724] ; [16.96551724 10.03448276],0
r3,1,0.002457,9.172636,[484  10] ; [23  3],[481.65  12.35] ; [25.35  0.65],0
n4,1,0.002565,9.093732,[395  99] ; [15 12],[388.75239923 105.24760077] ; [21.24760077  5.75239923],0
s2,1,0.004255,8.171762,[253 235] ; [ 6 20],[245.89883268 242.10116732] ; [13.10116732 12.89883268],0
p3,1,0.006035,7.539777,[261 231] ; [ 7 20],[254.05780347 237.94219653] ; [13.94219653 13.05780347],0
d2,1,0.023492,5.131778,[238 255] ; [ 7 20],[232.27884615 260.72115385] ; [12.72115385 14.27884615],0
n6,1,0.031137,4.645372,[433  58] ; [20  7],[429.38803089  61.61196911] ; [23.61196911  3.38803089],0
d4,1,0.03137,4.632618,[423  71] ; [19  8],[419.0940499  74.9059501] ; [22.9059501  4.0940499],0
a6,1,0.040997,4.176143,[392 101] ; [17 10],[387.76346154 105.23653846] ; [21.23653846  5.76346154],0
a2,1,0.047084,3.942378,[142 353] ; [ 3 24],[137.5 357.5] ; [ 7.5 19.5],0
a3,1,0.061318,3.501369,[357 137] ; [15 12],[352.72168906 141.27831094] ; [19.27831094  7.72168906],0
s7,1,0.074646,3.177775,[226 247] ; [ 7 17],[221.74849095 251.25150905] ; [11.25150905 12.74849095],0
n5,1,0.094151,2.801927,[379 113] ; [17 10],[375.39884393 116.60115607] ; [20.60115607  6.39884393],0
v3,1,0.097341,2.748577,[199 274] ; [ 7 20],[194.876 278.124] ; [11.124 15.876],0
d5,1,0.1007,2.69442,[409  85] ; [19  8],[405.81957774  88.18042226] ; [22.18042226  4.81957774],0
u3,1,0.104415,2.63678,[90 48] ; [5 7],[87.4 50.6] ; [7.6 4.4],0
