Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.002127,9.436735,[22 41] ; [8 1],[26.25 36.75] ; [3.75 5.25],0
p6,1,0.011612,6.369109,[13 47] ; [6 4],[16.28571429 43.71428571] ; [2.71428571 7.28571429],0
s5,1,0.017078,5.688376,[15 49] ; [6 4],[18.16216216 45.83783784] ; [2.83783784 7.16216216],0
s2,1,0.043502,4.075783,[26 39] ; [8 3],[29.07894737 35.92105263] ; [4.92105263 6.07894737],0
b4,1,0.049746,3.85,[39 27] ; [3 8],[36. 30.] ; [6. 5.],0
s3,1,0.092958,2.822396,[29 35] ; [8 3],[31.57333333 32.42666667] ; [5.42666667 5.57333333],0
n1,1,0.096759,2.758172,[ 9 14] ; [4 1],[10.67857143 12.32142857] ; [2.32142857 2.67857143],0
u1,1,0.164976,1.928013,[ 4 62] ; [2 9],[ 5.14285714 60.85714286] ; [ 0.85714286 10.14285714],0
a5,1,0.175734,1.833333,[44 22] ; [5 6],[42. 24.] ; [7. 4.],0
s8,1,0.211948,1.55807,[23 43] ; [6 5],[24.85714286 41.14285714] ; [4.14285714 6.85714286],0
p11,1,0.252279,1.310638,[42 24] ; [5 6],[40.28571429 25.71428571] ; [6.71428571 4.28571429],0
d4,1,0.261998,1.25817,[50 16] ; [10  1],[51.42857143 14.57142857] ; [8.57142857 2.42857143],0
p3,1,0.305204,1.051318,[24 39] ; [6 5],[25.54054054 37.45945946] ; [4.45945946 6.54054054],0
a7,1,0.345151,0.891204,[40 26] ; [5 6],[38.57142857 27.42857143] ; [6.42857143 4.57142857],0
n2,1,0.392742,0.730435,[18  5] ; [3 2],[17.25  5.75] ; [3.75 1.25],0
a2,1,0.398462,0.712963,[13 53] ; [ 1 10],[12. 54.] ; [2. 9.],0
p2,1,0.431109,0.619835,[48 16] ; [7 4],[46.93333333 17.06666667] ; [8.06666667 2.93333333],0
r4,1,0.464628,0.534722,[47 19] ; [9 2],[48. 18.] ; [8. 3.],0
a3,1,0.464628,0.534722,[49 17] ; [7 4],[48. 18.] ; [8. 3.],0
s1,1,0.489618,0.477366,[ 3 61] ; [1 9],[ 3.45945946 60.54054054] ; [0.54054054 9.45945946],0
n3,1,0.532528,0.389565,[17  6] ; [3 2],[16.42857143  6.57142857] ; [3.57142857 1.42857143],0
v3,1,0.572879,0.317889,[22 39] ; [3 8],[21.18055556 39.81944444] ; [3.81944444 7.18055556],0
a6,1,0.574018,0.316005,[36 30] ; [7 4],[36.85714286 29.14285714] ; [6.14285714 4.85714286],0
r3,1,0.590043,0.290278,[55 11] ; [9 1],[55.57894737 10.42105263] ; [8.42105263 1.57894737],0
r2,1,0.59403,0.284094,[57  8] ; [9 2],[56.44736842  8.55263158] ; [9.55263158 1.44736842],0
b5,1,0.633353,0.227541,[41 25] ; [6 5],[40.28571429 25.71428571] ; [6.71428571 4.28571429],0
p9,1,0.649438,0.20661,[48 17] ; [6 3],[47.43243243 17.56756757] ; [6.56756757 2.43243243],0
b1,1,0.705717,0.142593,[38 28] ; [7 4],[38.57142857 27.42857143] ; [6.42857143 4.57142857],0
p4,1,0.717095,0.131293,[27 37] ; [4 7],[26.45333333 37.54666667] ; [4.54666667 6.45333333],0
p5,1,0.727141,0.121753,[ 4 60] ; [ 1 10],[ 4.26666667 59.73333333] ; [ 0.73333333 10.26666667],0
p10,1,0.740673,0.109536,[39 25] ; [6 3],[39.45205479 24.54794521] ; [5.54794521 3.45205479],0
p1,1,0.772109,0.083878,[ 8 58] ; [ 1 10],[ 7.71428571 58.28571429] ; [1.28571429 9.71428571],0
b3,1,0.809401,0.058177,[15 24] ; [2 4],[14.73333333 24.26666667] ; [2.26666667 3.73333333],0
b2,1,0.809401,0.058177,[15 24] ; [2 4],[14.73333333 24.26666667] ; [2.26666667 3.73333333],0
s6,1,0.814817,0.054857,[37 29] ; [6 4],[37.34210526 28.65789474] ; [5.65789474 4.34210526],0
v2,1,0.827734,0.047353,[36 26] ; [6 5],[35.67123288 26.32876712] ; [6.32876712 4.67123288],0
v4,1,0.834401,0.043706,[57  8] ; [9 1],[57.2  7.8] ; [8.8 1.2],0
d2,1,0.848678,0.036407,[26 40] ; [4 7],[25.71428571 40.28571429] ; [4.28571429 6.71428571],0
d3,1,0.848678,0.036407,[40 26] ; [7 4],[40.28571429 25.71428571] ; [6.71428571 4.28571429],0
a4,1,0.848678,0.036407,[26 40] ; [4 7],[25.71428571 40.28571429] ; [4.28571429 6.71428571],0
n4,1,0.852258,0.034685,[34 32] ; [6 5],[34.28571429 31.71428571] ; [5.71428571 5.28571429],0
a8,1,0.861626,0.030382,[ 5 55] ; [1 9],[ 5.14285714 54.85714286] ; [0.85714286 9.14285714],0
p8,1,0.879506,0.022981,[24 40] ; [4 6],[24.21621622 39.78378378] ; [3.78378378 6.21621622],0
p7,1,0.888653,0.019603,[30 33] ; [5 5],[30.20547945 32.79452055] ; [4.79452055 5.20547945],0
r1,1,0.915503,0.011257,[49 17] ; [8 3],[48.85714286 17.14285714] ; [8.14285714 2.85714286],0
d1,1,0.925709,0.008695,[31 35] ; [5 6],[30.85714286 35.14285714] ; [5.14285714 5.85714286],0
n5,1,0.958715,0.00268,[29 36] ; [5 6],[29.07894737 35.92105263] ; [4.92105263 6.07894737],0
