Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.009911,6.650898,[ 7 29] ; [24 28],[12.68181818 23.31818182] ; [18.31818182 33.68181818],0
p4,1,0.015536,5.854628,[11 25] ; [30 23],[16.58426966 19.41573034] ; [24.41573034 28.58426966],0
p2,1,0.036721,4.363287,[22 14] ; [43 10],[26.29213483  9.70786517] ; [38.70786517 14.29213483],0
r4,1,0.043049,4.093465,[24 12] ; [45  8],[27.91011236  8.08988764] ; [41.08988764 11.91011236],0
s4,1,0.090974,2.857049,[ 6 30] ; [ 3 50],[ 3.64044944 32.35955056] ; [ 5.35955056 47.64044944],0
b4,1,0.097185,2.751144,[16 20] ; [33 20],[19.82022472 16.17977528] ; [29.17977528 23.82022472],0
n2,1,0.098543,2.728968,[9 5] ; [11  1],[10.76923077  3.23076923] ; [9.23076923 2.76923077],0
a3,1,0.098862,2.72381,[21 15] ; [39 13],[24.54545455 11.45454545] ; [35.45454545 16.54545455],0
p6,1,0.118672,2.434765,[ 6 29] ; [17 36],[ 9.14772727 25.85227273] ; [13.85227273 39.14772727],0
p3,1,0.12413,2.364426,[11 23] ; [26 27],[14.45977011 19.54022989] ; [22.54022989 30.45977011],0
v2,1,0.12542,2.348294,[13 22] ; [27 23],[16.47058824 18.52941176] ; [23.52941176 26.47058824],0
n6,1,0.13189,2.270118,[21 15] ; [39 14],[24.26966292 11.73033708] ; [35.73033708 17.26966292],0
p11,1,0.13189,2.270118,[21 15] ; [39 14],[24.26966292 11.73033708] ; [35.73033708 17.26966292],0
a7,1,0.134349,2.241518,[26 10] ; [30 23],[22.65168539 13.34831461] ; [33.34831461 19.65168539],0
n3,1,0.143687,2.138024,[7 5] ; [11  2],[8.64 3.36] ; [9.36 3.64],0
r2,1,0.144351,2.130954,[34  1] ; [46  6],[32.18390805  2.81609195] ; [47.81609195  4.18390805],0
p1,1,0.149671,2.075597,[ 3 33] ; [ 1 52],[ 1.61797753 34.38202247] ; [ 2.38202247 50.61797753],0
s7,1,0.162331,1.952381,[ 8 24] ; [20 30],[10.92682927 21.07317073] ; [17.07317073 32.92682927],0
r3,1,0.174758,1.841647,[29  7] ; [48  5],[31.14606742  4.85393258] ; [45.85393258  7.14606742],0
s8,1,0.187559,1.736685,[ 7 29] ; [17 36],[ 9.70786517 26.29213483] ; [14.29213483 38.70786517],0
u2,1,0.197631,1.659799,[ 5 10] ; [8 6],[6.72413793 8.27586207] ; [6.27586207 7.72413793],0
v3,1,0.212339,1.55541,[ 8 25] ; [19 32],[10.60714286 22.39285714] ; [16.39285714 34.60714286],0
a8,1,0.221751,1.493003,[ 2 33] ; [ 7 43],[ 3.70588235 31.29411765] ; [ 5.29411765 44.70588235],0
v4,1,0.27767,1.178458,[28  7] ; [46  6],[29.77011494  5.22988506] ; [44.22988506  7.77011494],0
b1,1,0.283297,1.151205,[17 19] ; [19 34],[14.56179775 21.43820225] ; [21.43820225 31.56179775],0
b5,1,0.300967,1.069903,[15 21] ; [28 25],[17.39325843 18.60674157] ; [25.60674157 27.39325843],0
d1,1,0.341439,0.905021,[20 16] ; [24 29],[17.79775281 18.20224719] ; [26.20224719 26.79775281],0
v1,1,0.409133,0.681317,[14 21] ; [25 26],[15.87209302 19.12790698] ; [23.12790698 27.87209302],0
a6,1,0.415221,0.6638,[20 16] ; [34 19],[21.84269663 14.15730337] ; [32.15730337 20.84269663],0
