Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,63.414973,[253  35] ; [11 23],[236.1242236  51.8757764] ; [27.8757764  6.1242236],1
r2,1,0.0,61.412325,[276  10] ; [18 13],[265.24921136  20.75078864] ; [28.75078864  2.24921136],1
p2,1,1e-06,23.614163,[210  77] ; [11 23],[197.59190031  89.40809969] ; [23.40809969 10.59190031],1
r3,1,1e-06,23.20429,[271  16] ; [24 10],[263.75389408  23.24610592] ; [31.24610592  2.75389408],1
r1,1,3.8e-05,16.959822,[227  60] ; [16 18],[217.26168224  69.73831776] ; [25.73831776  8.26168224],1
p9,1,5.4e-05,16.290336,[218  62] ; [15 18],[208.43450479  71.56549521] ; [24.56549521  8.43450479],1
s6,1,0.000234,13.538334,[164 119] ; [ 8 25],[154.03797468 128.96202532] ; [17.96202532 15.03797468],1
p10,1,0.000455,12.292268,[208  76] ; [15 19],[199.1572327  84.8427673] ; [23.8427673 10.1572327],1
n6,1,0.000815,11.207145,[224  63] ; [17 16],[216.146875  70.853125] ; [24.853125  8.146875],1
d3,1,0.003544,8.503645,[206  82] ; [16 18],[198.55900621  89.44099379] ; [23.44099379 10.55900621],0
p7,1,0.007685,7.10544,[131 144] ; [ 8 26],[123.70550162 151.29449838] ; [15.29449838 18.70550162],0
v2,1,0.010847,6.490184,[152 122] ; [11 23],[145.00649351 128.99350649] ; [17.99350649 16.00649351],0
a6,1,0.013429,6.111691,[196  91] ; [16 18],[189.54517134  97.45482866] ; [22.45482866 11.54517134],0
v1,1,0.014357,5.993669,[131 150] ; [ 8 25],[124.39171975 156.60828025] ; [14.60828025 18.39171975],0
a7,1,0.020106,5.402674,[208  80] ; [18 16],[202.13664596  85.86335404] ; [23.86335404 10.13664596],0
s2,1,0.021818,5.260274,[126 160] ; [ 8 26],[119.7625 166.2375] ; [14.2375 19.7625],0
b5,1,0.022197,5.230306,[185 103] ; [15 19],[178.88198758 109.11801242] ; [21.11801242 12.88198758],0
b1,1,0.027722,4.845277,[105 183] ; [19 15],[110.9068323 177.0931677] ; [13.0931677 20.9068323],0
v3,1,0.030281,4.69326,[101 177] ; [ 6 28],[ 95.33974359 182.66025641] ; [11.66025641 22.33974359],0
u3,1,0.039823,4.225428,[42 35] ; [2 8],[38.94252874 38.05747126] ; [5.05747126 4.94252874],0
a5,1,0.041494,4.155715,[202  86] ; [18 16],[196.77018634  91.22981366] ; [23.22981366 10.77018634],0
p8,1,0.044431,4.040116,[ 91 192] ; [ 5 28],[ 85.97468354 197.02531646] ; [10.02531646 22.97468354],0
s1,1,0.044671,4.031029,[  7 277] ; [ 3 31],[  8.93081761 275.06918239] ; [ 1.06918239 32.93081761],0
p11,1,0.046348,3.968908,[201  87] ; [18 16],[195.8757764  92.1242236] ; [23.1242236 10.8757764],0
a2,1,0.068729,3.31312,[ 64 224] ; [ 3 31],[ 59.92546584 228.07453416] ; [ 7.07453416 26.92546584],0
s8,1,0.069676,3.290637,[104 183] ; [ 7 27],[ 99.24299065 187.75700935] ; [11.75700935 22.24299065],0
n5,1,0.079342,3.078324,[179 107] ; [16 18],[174.28125 111.71875] ; [20.71875 13.28125],0
b4,1,0.094286,2.799636,[169 119] ; [25  9],[173.51552795 114.48447205] ; [20.48447205 13.51552795],0
p6,1,0.18419,1.763491,[ 50 230] ; [ 3 31],[ 47.2611465 232.7388535] ; [ 5.7388535 28.2611465],0
n2,1,0.189548,1.721127,[66 26] ; [7 6],[63.96190476 28.03809524] ; [9.03809524 3.96190476],0
a8,1,0.205113,1.605587,[ 34 234] ; [ 7 27],[ 36.38410596 231.61589404] ; [ 4.61589404 29.38410596],0
s4,1,0.245067,1.351208,[ 47 238] ; [ 3 31],[ 44.67084639 240.32915361] ; [ 5.32915361 28.67084639],0
d2,1,0.267359,1.230249,[136 151] ; [19 14],[139.015625 147.984375] ; [15.984375 17.015625],0
p1,1,0.279228,1.170842,[ 13 273] ; [ 3 31],[ 14.3 271.7] ; [ 1.7 32.3],0
u2,1,0.340194,0.909699,[42 33] ; [4 6],[40.58823529 34.41176471] ; [5.41176471 4.58823529],0
d1,1,0.357253,0.847525,[176 112] ; [18 16],[173.51552795 114.48447205] ; [20.48447205 13.51552795],0
a4,1,0.416883,0.659087,[126 162] ; [12 21],[123.81308411 164.18691589] ; [14.18691589 18.81308411],0
s5,1,0.425272,0.635699,[ 76 198] ; [ 7 26],[ 74.0781759 199.9218241] ; [ 8.9218241 24.0781759],0
u1,1,0.439785,0.596844,[ 39 249] ; [ 3 31],[ 37.56521739 250.43478261] ; [ 4.43478261 29.56521739],0
p3,1,0.447709,0.576445,[ 67 219] ; [ 6 28],[ 65.24375 220.75625] ; [ 7.75625 26.24375],0
s7,1,0.459516,0.547074,[109 170] ; [10 21],[107.1 171.9] ; [11.9 19.1],0
u4,1,0.488722,0.479339,[  4 284] ; [ 1 33],[  4.47204969 283.52795031] ; [ 0.52795031 33.47204969],0
n1,1,0.509758,0.434563,[33 57] ; [6 7],[34.0776699 55.9223301] ; [4.9223301 8.0776699],0
s3,1,0.530455,0.39352,[147 140] ; [15 18],[145.29375 141.70625] ; [16.70625 16.29375],0
d5,1,0.565543,0.330197,[240  48] ; [27  7],[238.80745342  49.19254658] ; [28.19254658  5.80745342],0
n3,1,0.639429,0.21949,[60 32] ; [7 5],[59.26923077 32.73076923] ; [7.73076923 4.26923077],0
a3,1,0.690706,0.158322,[211  75] ; [24 10],[210.03125  75.96875] ; [24.96875  9.03125],0
b2,1,0.728051,0.120909,[60 95] ; [11 15],[60.80110497 94.19889503] ; [10.19889503 15.80110497],0
b3,1,0.728051,0.120909,[60 95] ; [11 15],[60.80110497 94.19889503] ; [10.19889503 15.80110497],0
a1,1,0.79551,0.067165,[ 14 274] ; [ 2 32],[ 14.31055901 273.68944099] ; [ 1.68944099 32.31055901],0
n4,1,0.797565,0.065792,[192  95] ; [22 12],[191.33333333  95.66666667] ; [22.66666667 11.33333333],0
p5,1,0.866565,0.028232,[ 10 276] ; [ 1 33],[  9.83125 276.16875] ; [ 1.16875 32.83125],0
