Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,4e-06,21.453298,[46 25] ; [98  8],[57.76271186 13.23728814] ; [86.23728814 19.76271186],1
a6,1,4.5e-05,16.639846,[22 49] ; [66 40],[35.29943503 35.70056497] ; [52.70056497 53.29943503],1
r3,1,8.7e-05,15.398898,[56 15] ; [102   3],[63.73863636  7.26136364] ; [94.26136364 10.73863636],1
d4,1,0.000111,14.943756,[35 36] ; [82 24],[46.93220339 24.06779661] ; [70.06779661 35.93220339],1
d3,1,0.000396,12.549744,[27 44] ; [69 37],[38.50847458 32.49152542] ; [57.49152542 48.50847458],1
n6,1,0.00044,12.352816,[50 20] ; [97  9],[58.46590909 11.53409091] ; [88.53409091 17.46590909],1
d5,1,0.000589,11.809012,[35 36] ; [79 27],[45.72881356 25.27118644] ; [68.27118644 37.72881356],1
v4,1,0.000629,11.689543,[55 15] ; [101   5],[62.04545455  7.95454545] ; [93.95454545 12.04545455],1
p11,1,0.001491,10.089312,[43 28] ; [87 19],[52.14689266 18.85310734] ; [77.85310734 28.14689266],0
r2,1,0.001645,9.908191,[53 16] ; [98  7],[59.87931034  9.12068966] ; [91.12068966 13.87931034],0
n3,1,0.006084,7.525279,[12 12] ; [17  2],[16.18604651  7.81395349] ; [12.81395349  6.18604651],0
u3,1,0.016056,5.796769,[13 29] ; [28 22],[18.7173913 23.2826087] ; [22.2826087 27.7173913],0
b1,1,0.018628,5.536062,[36 35] ; [35 71],[28.48022599 42.51977401] ; [42.51977401 63.48022599],0
p10,1,0.023615,5.12268,[43 26] ; [82 23],[49.56896552 19.43103448] ; [75.43103448 29.56896552],0
r1,1,0.039035,4.259341,[40 31] ; [75 30],[46.39204545 24.60795455] ; [68.60795455 36.39204545],0
p3,1,0.039706,4.230385,[24 46] ; [53 53],[30.625 39.375] ; [46.375 59.625],0
d1,1,0.040644,4.190802,[17 54] ; [41 65],[23.26553672 47.73446328] ; [34.73446328 71.26553672],0
n2,1,0.044094,4.052949,[15  9] ; [17  2],[17.86046512  6.13953488] ; [14.13953488  4.86046512],0
