Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,49.806378,[72 61] ; [ 1 61],[49.78974359 83.21025641] ; [23.21025641 38.78974359],1
d5,1,0.0,31.953408,[101  32] ; [21 41],[83.21025641 49.78974359] ; [38.78974359 23.21025641],1
a5,1,3e-06,22.085086,[98 35] ; [24 38],[83.21025641 49.78974359] ; [38.78974359 23.21025641],1
a3,1,1.6e-05,18.614284,[101  31] ; [28 34],[87.77319588 44.22680412] ; [41.22680412 20.77319588],1
d3,1,0.000181,14.020798,[63 70] ; [12 50],[51.15384615 81.84615385] ; [23.84615385 38.15384615],1
a4,1,0.000524,12.027383,[62 70] ; [13 49],[51.03092784 80.96907216] ; [23.96907216 38.03092784],1
r1,1,0.00081,11.217593,[97 36] ; [30 32],[86.62051282 46.37948718] ; [40.37948718 21.62051282],1
v2,1,0.001715,9.831556,[65 64] ; [15 43],[55.18716578 73.81283422] ; [24.81283422 33.18716578],0
s5,1,0.002214,9.362984,[44 84] ; [ 8 53],[35.21693122 92.78306878] ; [16.78306878 44.21693122],0
d2,1,0.003858,8.349574,[67 64] ; [18 44],[57.69430052 73.30569948] ; [27.30569948 34.69430052],0
p9,1,0.008353,6.956148,[99 32] ; [34 26],[91.21989529 39.78010471] ; [41.78010471 18.21989529],0
r3,1,0.009387,6.747663,[115  18] ; [44 18],[108.44615385  24.55384615] ; [50.55384615 11.44615385],0
p10,1,0.010947,6.473842,[94 38] ; [32 29],[86.1761658 45.8238342] ; [39.8238342 21.1761658],0
v1,1,0.011622,6.367694,[68 62] ; [20 41],[59.89528796 70.10471204] ; [28.10471204 32.89528796],0
p3,1,0.019832,5.426591,[57 75] ; [16 46],[49.67010309 82.32989691] ; [23.32989691 38.67010309],0
b2,1,0.025371,4.998383,[39 48] ; [ 9 29],[33.408 53.592] ; [14.592 23.408],0
b3,1,0.025371,4.998383,[39 48] ; [ 9 29],[33.408 53.592] ; [14.592 23.408],0
s2,1,0.026103,4.949174,[59 73] ; [17 44],[51.97927461 80.02072539] ; [24.02072539 36.97927461],0
r4,1,0.035245,4.433251,[101  32] ; [38 24],[94.80512821 38.19487179] ; [44.19487179 17.80512821],0
v3,1,0.042042,4.13353,[47 80] ; [13 46],[40.96774194 86.03225806] ; [19.03225806 39.96774194],0
n6,1,0.046588,3.960194,[104  27] ; [41 21],[98.41968912 32.58031088] ; [46.58031088 15.41968912],0
s8,1,0.051786,3.782678,[51 82] ; [15 47],[45.01538462 87.98461538] ; [20.98461538 41.01538462],0
s7,1,0.065575,3.390457,[54 70] ; [18 43],[48.25945946 75.74054054] ; [23.74054054 37.25945946],0
p7,1,0.073277,3.208052,[64 66] ; [22 40],[58.22916667 71.77083333] ; [27.77083333 34.22916667],0
u2,1,0.113361,2.506725,[17 14] ; [12 22],[13.83076923 17.16923077] ; [15.16923077 18.83076923],0
p2,1,0.204182,1.612206,[91 41] ; [37 25],[87.09278351 44.90721649] ; [40.90721649 21.09278351],0
a8,1,0.225749,1.467448,[  9 119] ; [ 7 49],[ 11.13043478 116.86956522] ; [ 4.86956522 51.13043478],0
p4,1,0.239594,1.382981,[56 75] ; [21 41],[52.2642487 78.7357513] ; [24.7357513 37.2642487],0
r2,1,0.247961,1.334757,[111  19] ; [48 13],[108.21989529  21.78010471] ; [50.78010471 10.21989529],0
s3,1,0.293166,1.105025,[68 64] ; [26 34],[64.625 67.375] ; [29.375 30.625],0
s4,1,0.303731,1.057743,[ 20 113] ; [13 49],[ 22.50769231 110.49230769] ; [10.49230769 51.50769231],0
n3,1,0.331766,0.941991,[24 16] ; [20  8],[25.88235294 14.11764706] ; [18.11764706  9.88235294],0
p1,1,0.387298,0.747408,[ 11 122] ; [ 3 59],[  9.54871795 123.45128205] ; [ 4.45128205 57.54871795],0
a1,1,0.410898,0.6762,[  8 125] ; [ 2 60],[  6.82051282 126.17948718] ; [ 3.17948718 58.82051282],0
s1,1,0.430978,0.620185,[  7 126] ; [ 5 56],[  8.22680412 124.77319588] ; [ 3.77319588 57.22680412],0
a2,1,0.542406,0.371099,[ 12 121] ; [ 4 58],[ 10.91282051 122.08717949] ; [ 5.08717949 56.91282051],0
n4,1,0.54662,0.363407,[95 37] ; [42 20],[93.21649485 38.78350515] ; [43.78350515 18.21649485],0
s6,1,0.573065,0.317582,[68 63] ; [29 32],[66.18229167 64.81770833] ; [30.81770833 30.18229167],0
p5,1,0.627499,0.235468,[ 11 119] ; [ 4 58],[ 10.15625 119.84375] ; [ 4.84375 57.15625],0
u1,1,0.673434,0.177612,[  6 127] ; [ 2 60],[  5.45641026 127.54358974] ; [ 2.54358974 59.45641026],0
b1,1,0.699901,0.148575,[64 69] ; [28 34],[62.74871795 70.25128205] ; [29.25128205 32.74871795],0
p8,1,0.734648,0.114886,[44 89] ; [19 43],[42.96923077 90.03076923] ; [20.03076923 41.96923077],0
n5,1,0.736762,0.112993,[92 39] ; [45 17],[92.98963731 38.01036269] ; [44.01036269 17.98963731],0
n1,1,0.74449,0.106219,[15 25] ; [12 17],[15.65217391 24.34782609] ; [11.34782609 17.65217391],0
a6,1,0.752483,0.099456,[59 74] ; [29 33],[60.02051282 72.97948718] ; [27.97948718 34.02051282],0
n2,1,0.823558,0.049716,[27 13] ; [21  9],[27.42857143 12.57142857] ; [20.57142857  9.42857143],0
p11,1,0.840928,0.040283,[92 41] ; [42 20],[91.39487179 41.60512821] ; [42.60512821 19.39487179],0
u3,1,0.852302,0.034664,[12 20] ; [12 22],[11.63636364 20.36363636] ; [12.36363636 21.63636364],0
v4,1,0.877912,0.023598,[112  21] ; [50 10],[111.6373057  21.3626943] ; [50.3626943  9.6373057],0
p12,1,0.927845,0.008201,[  6 126] ; [ 3 59],[  6.12371134 125.87628866] ; [ 2.87628866 59.12371134],0
b5,1,0.9383,0.005992,[63 70] ; [29 33],[62.74871795 70.25128205] ; [29.25128205 32.74871795],0
b4,1,0.994942,4e-05,[73 60] ; [34 28],[72.97948718 60.02051282] ; [34.02051282 27.97948718],0
