Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,4e-06,21.085396,[34 44] ; [64 17],[48.0754717 29.9245283] ; [49.9245283 31.0754717],1
n6,1,0.000521,12.037866,[41 37] ; [63 17],[51.34177215 26.65822785] ; [52.65822785 27.34177215],1
s8,1,0.00321,8.684282,[12 65] ; [29 51],[20.10828025 56.89171975] ; [20.89171975 59.10828025],0
s2,1,0.003553,8.499374,[20 58] ; [38 41],[28.81528662 49.18471338] ; [29.18471338 49.81528662],0
s3,1,0.005728,7.634021,[26 50] ; [45 35],[34.58974359 41.41025641] ; [36.41025641 43.58974359],0
s6,1,0.008637,6.896413,[32 45] ; [50 30],[40.21656051 36.78343949] ; [41.78343949 38.21656051],0
a2,1,0.018163,5.580406,[11 67] ; [24 57],[17.16981132 60.83018868] ; [17.83018868 63.16981132],0
d2,1,0.026212,4.941964,[36 42] ; [51 29],[42.94936709 35.05063291] ; [44.05063291 35.94936709],0
r2,1,0.033906,4.499428,[63 13] ; [75  5],[67.23076923  8.76923077] ; [70.76923077  9.23076923],0
s7,1,0.034846,4.452729,[20 51] ; [35 43],[26.20805369 44.79194631] ; [28.79194631 49.20805369],0
v4,1,0.044546,4.035742,[60 18] ; [72  9],[64.75471698 13.24528302] ; [67.24528302 13.75471698],0
p4,1,0.04476,4.027645,[25 52] ; [39 42],[31.18987342 45.81012658] ; [32.81012658 48.18987342],0
u1,1,0.048567,3.890256,[ 9 69] ; [19 62],[13.73584906 64.26415094] ; [14.26415094 66.73584906],0
p6,1,0.0491,3.87193,[13 61] ; [25 55],[18.25974026 55.74025974] ; [19.74025974 60.25974026],0
n1,1,0.090969,2.857143,[ 8 20] ; [16 16],[11.2 16.8] ; [12.8 19.2],0
d1,1,0.098474,2.730082,[42 36] ; [54 27],[47.09433962 30.90566038] ; [48.90566038 32.09433962],0
u4,1,0.105689,2.617531,[ 1 77] ; [ 5 76],[ 2.94339623 75.05660377] ; [ 3.05660377 77.94339623],0
a4,1,0.107841,2.585573,[31 47] ; [42 38],[36.03797468 41.96202532] ; [36.96202532 43.03797468],0
d5,1,0.112647,2.516683,[61 17] ; [71 10],[64.75471698 13.24528302] ; [67.24528302 13.75471698],0
a5,1,0.130902,2.281775,[47 31] ; [58 23],[51.50943396 26.49056604] ; [53.49056604 27.50943396],0
p9,1,0.149116,2.081272,[24 52] ; [33 44],[28.31372549 47.68627451] ; [28.68627451 48.31372549],0
a1,1,0.213038,1.55066,[ 3 75] ; [ 7 74],[ 4.90566038 73.09433962] ; [ 5.09433962 75.90566038],0
p7,1,0.214359,1.541741,[27 51] ; [35 44],[30.80254777 47.19745223] ; [31.19745223 47.80254777],0
b2,1,0.243207,1.361909,[13 33] ; [22 34],[15.78431373 30.21568627] ; [19.21568627 36.78431373],0
b3,1,0.243207,1.361909,[13 33] ; [22 34],[15.78431373 30.21568627] ; [19.21568627 36.78431373],0
r1,1,0.248995,1.328934,[52 26] ; [60 20],[55.29113924 22.70886076] ; [56.70886076 23.29113924],0
a8,1,0.284373,1.14607,[ 5 66] ; [ 9 64],[ 6.90277778 64.09722222] ; [ 7.09722222 65.90277778],0
r4,1,0.295164,1.095915,[55 23] ; [63 18],[57.88679245 20.11320755] ; [60.11320755 20.88679245],0
u3,1,0.304621,1.053855,[14 14] ; [16  9],[15.8490566 12.1509434] ; [14.1509434 10.8490566],0
n3,1,0.31487,1.010137,[18 10] ; [17 16],[16.06557377 11.93442623] ; [18.93442623 14.06557377],0
p8,1,0.387409,0.74706,[22 55] ; [28 52],[24.52229299 52.47770701] ; [25.47770701 54.52229299],0
a7,1,0.398386,0.713191,[51 27] ; [58 23],[53.47169811 24.52830189] ; [55.52830189 25.47169811],0
b5,1,0.401021,0.705263,[46 32] ; [53 28],[48.56603774 29.43396226] ; [50.43396226 30.56603774],0
v2,1,0.429101,0.625255,[38 39] ; [34 45],[35.53846154 41.46153846] ; [36.46153846 42.53846154],0
b1,1,0.472454,0.51623,[36 42] ; [42 39],[38.26415094 39.73584906] ; [39.73584906 41.26415094],0
a6,1,0.49835,0.458447,[46 32] ; [52 29],[48.0754717 29.9245283] ; [49.9245283 31.0754717],0
d3,1,0.500204,0.454504,[52 26] ; [58 23],[53.96226415 24.03773585] ; [56.03773585 24.96226415],0
v1,1,0.556867,0.345158,[32 44] ; [30 50],[30.20512821 45.79487179] ; [31.79487179 48.20512821],0
a3,1,0.574335,0.315482,[50 27] ; [56 25],[51.65822785 25.34177215] ; [54.34177215 26.65822785],0
p3,1,0.576292,0.312268,[26 51] ; [24 57],[24.36708861 52.63291139] ; [25.63291139 55.36708861],0
p2,1,0.603903,0.26915,[45 33] ; [50 31],[46.60377358 31.39622642] ; [48.39622642 32.60377358],0
r3,1,0.697921,0.150644,[69  9] ; [70 11],[68.18867925  9.81132075] ; [70.81132075 10.18867925],0
s5,1,0.753394,0.098701,[15 60] ; [17 60],[15.78947368 59.21052632] ; [16.21052632 60.78947368],0
b4,1,0.768955,0.086284,[48 30] ; [48 33],[47.09433962 30.90566038] ; [48.90566038 32.09433962],0
p1,1,0.776158,0.080843,[ 4 73] ; [ 5 75],[ 4.41401274 72.58598726] ; [ 4.58598726 75.41401274],0
u2,1,0.7766,0.080515,[13 14] ; [12 11],[13.5 13.5] ; [11.5 11.5],0
p11,1,0.81075,0.057341,[38 40] ; [41 40],[38.75471698 39.24528302] ; [40.24528302 40.75471698],0
s4,1,0.821337,0.050997,[11 67] ; [12 66],[11.5 66.5] ; [11.5 66.5],0
n2,1,0.923589,0.009199,[17 10] ; [21 13],[16.81967213 10.18032787] ; [21.18032787 12.81967213],0
v3,1,0.954898,0.003199,[21 51] ; [23 57],[20.84210526 51.15789474] ; [23.15789474 56.84210526],0
s1,1,0.970686,0.00135,[ 4 74] ; [ 4 76],[ 3.94936709 74.05063291] ; [ 4.05063291 75.94936709],0
p12,1,0.971248,0.001299,[ 1 76] ; [ 1 80],[ 0.97468354 76.02531646] ; [ 1.02531646 79.97468354],0
