Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,2e-06,23.108925,[49 55] ; [20 97],[32.47058824 71.52941176] ; [36.52941176 80.47058824],1
v1,1,8e-06,20.039865,[59 45] ; [32 86],[42.63063063 61.36936937] ; [48.36936937 69.63063063],1
r3,1,0.000187,13.953438,[99  6] ; [90 28],[88.99103139 16.00896861] ; [100.00896861  17.99103139],1
p10,1,0.000298,13.079968,[76 30] ; [56 61],[62.74439462 43.25560538] ; [69.25560538 47.74439462],1
r1,1,0.001503,10.074377,[81 25] ; [67 52],[69.72444444 36.27555556] ; [78.27555556 40.72444444],0
d4,1,0.001561,10.004839,[91 14] ; [82 37],[81.09375 23.90625] ; [91.90625 27.09375],0
d5,1,0.002799,8.933981,[90 16] ; [80 38],[80.44642857 25.55357143] ; [89.55357143 28.44642857],0
p2,1,0.003094,8.751196,[79 27] ; [65 52],[68.44843049 37.55156951] ; [75.55156951 41.44843049],0
s2,1,0.003392,8.583445,[21 84] ; [  8 110],[13.65470852 91.34529148] ; [ 15.34529148 102.65470852],0
s6,1,0.00458,8.038115,[51 55] ; [35 83],[40.69642857 65.30357143] ; [45.30357143 72.69642857],0
v4,1,0.005786,7.615665,[97  9] ; [93 26],[89.51111111 16.48888889] ; [100.48888889  18.51111111],0
p9,1,0.006741,7.340805,[78 27] ; [66 50],[68.41628959 36.58371041] ; [75.58371041 40.41628959],0
d3,1,0.007515,7.145462,[73 33] ; [60 57],[63.21973094 42.78026906] ; [69.78026906 47.21973094],0
d1,1,0.010706,6.51349,[59 47] ; [46 73],[49.46666667 56.53333333] ; [55.53333333 63.46666667],0
r4,1,0.012537,6.233334,[86 20] ; [79 40],[77.73333333 28.26666667] ; [87.26666667 31.73333333],0
n6,1,0.01257,6.228595,[88 18] ; [81 37],[79.97321429 26.02678571] ; [89.02678571 28.97321429],0
b1,1,0.021195,5.310693,[39 67] ; [62 57],[47.58222222 58.41777778] ; [53.41777778 65.58222222],0
a7,1,0.021487,5.286842,[76 29] ; [68 50],[67.80269058 37.19730942] ; [76.19730942 41.80269058],0
p4,1,0.022954,5.171986,[46 60] ; [34 84],[37.85714286 68.14285714] ; [42.14285714 75.85714286],0
p7,1,0.023141,5.157891,[43 63] ; [31 87],[35.01785714 70.98214286] ; [38.98214286 79.01785714],0
u1,1,0.023489,5.131953,[21 85] ; [ 11 108],[15.07555556 90.92444444] ; [ 16.92444444 102.07555556],0
s8,1,0.038965,4.26239,[28 78] ; [ 18 100],[21.76785714 84.23214286] ; [24.23214286 93.76785714],0
p11,1,0.041245,4.165915,[72 34] ; [65 54],[64.54222222 41.45777778] ; [72.45777778 46.54222222],0
p3,1,0.046957,3.946913,[38 68] ; [28 90],[31.23214286 74.76785714] ; [34.76785714 83.23214286],0
n3,1,0.07331,3.207298,[23  8] ; [26 22],[19.2278481 11.7721519] ; [29.7721519 18.2278481],0
p5,1,0.083508,2.995274,[ 8 98] ; [  3 115],[  5.20535714 100.79464286] ; [  5.79464286 112.20535714],0
s7,1,0.105712,2.617186,[30 71] ; [23 91],[24.89767442 76.10232558] ; [28.10232558 85.89767442],0
s5,1,0.118724,2.434073,[25 79] ; [18 97],[20.42009132 83.57990868] ; [22.57990868 92.42009132],0
