Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.00154,10.030044,[40 12] ; [ 5 10],[34.92537313 17.07462687] ; [10.07462687  4.92537313],0
s2,1,0.002445,9.181516,[22 30] ; [13  2],[27.1641791 24.8358209] ; [7.8358209 7.1641791],0
n6,1,0.005325,7.765614,[45  7] ; [8 7],[41.13432836 10.86567164] ; [11.86567164  3.13432836],0
v3,1,0.006543,7.394433,[24 27] ; [ 1 13],[19.61538462 31.38461538] ; [5.38461538 8.61538462],0
n5,1,0.016918,5.704842,[40 11] ; [7 8],[36.31818182 14.68181818] ; [10.68181818  4.31818182],0
p11,1,0.022035,5.243047,[45  7] ; [9 6],[41.91044776 10.08955224] ; [12.08955224  2.91044776],0
s5,1,0.024009,5.094007,[15 33] ; [8 4],[18.4 29.6] ; [4.6 7.4],0
u3,1,0.039288,4.248366,[ 6 11] ; [7 2],[8.5 8.5] ; [4.5 4.5],0
r3,1,0.045874,3.986223,[48  4] ; [11  4],[45.79104478  6.20895522] ; [13.20895522  1.79104478],0
s1,1,0.063057,3.455089,[ 1 50] ; [ 2 13],[ 2.31818182 48.68181818] ; [ 0.68181818 14.31818182],0
a3,1,0.077428,3.118077,[34 18] ; [6 9],[31.04477612 20.95522388] ; [8.95522388 6.04477612],0
s7,1,0.084723,2.971894,[23 25] ; [11  4],[25.9047619 22.0952381] ; [8.0952381 6.9047619],0
p1,1,0.087988,2.910804,[ 5 47] ; [ 4 11],[ 6.98507463 45.01492537] ; [ 2.01492537 12.98507463],0
s3,1,0.12572,2.344571,[23 29] ; [10  5],[25.6119403 26.3880597] ; [7.3880597 7.6119403],0
d4,1,0.223844,1.479558,[37 15] ; [13  2],[38.80597015 13.19402985] ; [11.19402985  3.80597015],0
n1,1,0.303552,1.058523,[6 9] ; [5 3],[7.17391304 7.82608696] ; [3.82608696 4.17391304],0
v2,1,0.314398,1.01211,[29 21] ; [6 8],[27.34375 22.65625] ; [7.65625 6.34375],0
p2,1,0.315415,1.007863,[44  8] ; [11  4],[42.68656716  9.31343284] ; [12.31343284  2.68656716],0
u1,1,0.326044,0.964545,[ 3 49] ; [ 2 13],[ 3.88059701 48.11940299] ; [ 1.11940299 13.88059701],0
p4,1,0.329536,0.95072,[38 14] ; [9 6],[36.47761194 15.52238806] ; [10.52238806  4.47761194],0
b5,1,0.333151,0.936609,[31 21] ; [11  4],[32.59701493 19.40298507] ; [9.40298507 5.59701493],0
v1,1,0.346437,0.886465,[24 27] ; [ 5 10],[22.40909091 28.59090909] ; [6.59090909 8.40909091],0
b2,1,0.348977,0.877175,[13 21] ; [5 4],[14.23255814 19.76744186] ; [3.76744186 5.23255814],0
b3,1,0.348977,0.877175,[13 21] ; [5 4],[14.23255814 19.76744186] ; [3.76744186 5.23255814],0
p10,1,0.34998,0.873529,[40 11] ; [10  5],[38.63636364 12.36363636] ; [11.36363636  3.63636364],0
r4,1,0.411993,0.673041,[37 15] ; [9 6],[35.70149254 16.29850746] ; [10.29850746  4.70149254],0
s8,1,0.415804,0.662145,[25 27] ; [9 6],[26.3880597 25.6119403] ; [7.6119403 7.3880597],0
n3,1,0.525358,0.403361,[12  4] ; [5 3],[11.33333333  4.66666667] ; [5.66666667 2.33333333],0
a6,1,0.532447,0.38972,[30 22] ; [10  5],[31.04477612 20.95522388] ; [8.95522388 6.04477612],0
b1,1,0.533352,0.388001,[23 29] ; [8 7],[24.05970149 27.94029851] ; [6.94029851 8.05970149],0
n2,1,0.540291,0.375,[10  6] ; [6 2],[10.66666667  5.33333333] ; [5.33333333 2.66666667],0
p7,1,0.547075,0.362583,[37 14] ; [9 5],[36.09230769 14.90769231] ; [9.90769231 4.09230769],0
d5,1,0.55663,0.345572,[41 11] ; [10  4],[40.18181818 11.81818182] ; [10.81818182  3.18181818],0
v4,1,0.586829,0.295324,[46  6] ; [14  1],[46.56716418  5.43283582] ; [13.43283582  1.56716418],0
p9,1,0.599737,0.275392,[42 10] ; [13  2],[42.68656716  9.31343284] ; [12.31343284  2.68656716],0
p8,1,0.663864,0.188864,[31 21] ; [8 7],[30.26865672 21.73134328] ; [8.73134328 6.26865672],0
a4,1,0.701588,0.146825,[18 34] ; [6 9],[18.62686567 33.37313433] ; [5.37313433 9.62686567],0
d1,1,0.719791,0.128693,[25 27] ; [8 7],[25.6119403 26.3880597] ; [7.3880597 7.6119403],0
a2,1,0.724574,0.124152,[ 5 47] ; [ 1 14],[ 4.65671642 47.34328358] ; [ 1.34328358 13.65671642],0
p12,1,0.724574,0.124152,[ 5 47] ; [ 1 14],[ 4.65671642 47.34328358] ; [ 1.34328358 13.65671642],0
a5,1,0.764042,0.090107,[30 22] ; [8 7],[29.49253731 22.50746269] ; [8.50746269 6.49253731],0
p3,1,0.764042,0.090107,[30 22] ; [8 7],[29.49253731 22.50746269] ; [8.50746269 6.49253731],0
u2,1,0.778096,0.079412,[11  7] ; [6 3],[11.33333333  6.66666667] ; [5.66666667 3.33333333],0
r2,1,0.799241,0.064684,[45  6] ; [12  2],[44.72307692  6.27692308] ; [12.27692308  1.72307692],0
d3,1,0.811468,0.056898,[31 20] ; [9 5],[31.38461538 19.61538462] ; [8.61538462 5.38461538],0
s6,1,0.819202,0.052245,[31 18] ; [9 6],[30.625 18.375] ; [9.375 5.625],0
a7,1,0.850803,0.035379,[32 20] ; [9 5],[32.3030303 19.6969697] ; [8.6969697 5.3030303],0
d2,1,0.914219,0.011603,[20 32] ; [6 9],[20.17910448 31.82089552] ; [5.82089552 9.17910448],0
b4,1,0.914219,0.011603,[32 20] ; [9 6],[31.82089552 20.17910448] ; [9.17910448 5.82089552],0
