Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,50.706262,[101 169] ; [180  84],[142.07865169 127.92134831] ; [138.92134831 125.07865169],1
v3,1,0.0,31.269315,[ 71 205] ; [128 133],[102.27932961 173.72067039] ; [ 96.72067039 164.27932961],1
p3,1,2.4e-05,17.806931,[ 97 186] ; [141 130],[121.57761733 161.42238267] ; [116.42238267 154.57761733],1
n5,1,2.5e-05,17.737978,[180 101] ; [218  54],[202.23869801  78.76130199] ; [195.76130199  76.23869801],1
p9,1,0.000116,14.861449,[200  81] ; [229  41],[218.78221416  62.21778584] ; [210.21778584  59.78221416],1
p2,1,0.000126,14.699058,[207  76] ; [233  37],[225.17179024  57.82820976] ; [214.82820976  55.17179024],1
p4,1,0.000198,13.847443,[125 156] ; [164 108],[146.8517179 134.1482821] ; [142.1482821 129.8517179],1
s6,1,0.000902,11.018078,[133 148] ; [167 105],[152.44122966 128.55877034] ; [147.55877034 124.44122966],1
p10,1,0.001467,10.119077,[193  89] ; [216  53],[209.32486388  72.67513612] ; [199.67513612  69.32486388],0
r1,1,0.002075,9.482101,[210  74] ; [230  42],[224.74820144  59.25179856] ; [215.25179856  56.74820144],0
p6,1,0.002371,9.237716,[ 67 214] ; [ 95 171],[ 83.22120658 197.77879342] ; [ 78.77879342 187.22120658],0
n4,1,0.005802,7.610682,[196  87] ; [217  56],[210.21402878  72.78597122] ; [202.78597122  70.21402878],0
p11,1,0.006686,7.355479,[202  82] ; [221  52],[215.67684022  68.32315978] ; [207.32315978  65.67684022],0
a5,1,0.015611,5.846188,[181 103] ; [200  73],[194.26211849  89.73788151] ; [186.73788151  86.26211849],0
n6,1,0.01633,5.766996,[213  70] ; [228  45],[224.46582734  58.53417266] ; [216.53417266  56.46582734],0
p7,1,0.019448,5.46076,[149 131] ; [166  97],[162.43093923 117.56906077] ; [152.56906077 110.43093923],0
b5,1,0.019463,5.459422,[162 122] ; [182  91],[175.3967684 108.6032316] ; [168.6032316 104.3967684],0
s7,1,0.019604,5.446801,[ 94 180] ; [114 144],[107.12781955 166.87218045] ; [100.87218045 157.12781955],0
r4,1,0.02921,4.755214,[246  38] ; [252  21],[253.91741472  30.08258528] ; [244.08258528  28.91741472],0
p8,1,0.032219,4.586814,[120 162] ; [137 128],[132.49360146 149.50639854] ; [124.50639854 140.49360146],0
b2,1,0.037639,4.321271,[ 43 109] ; [ 69 107],[ 51.90243902 100.09756098] ; [ 60.09756098 115.90243902],0
b3,1,0.037639,4.321271,[ 43 109] ; [ 69 107],[ 51.90243902 100.09756098] ; [ 60.09756098 115.90243902],0
r3,1,0.043441,4.078174,[258  26] ; [259  13],[264.07913669  19.92086331] ; [252.92086331  19.07913669],0
u4,1,0.047925,3.912627,[  2 282] ; [  8 265],[  5.09874327 278.90125673] ; [  4.90125673 268.09874327],0
s8,1,0.059069,3.563321,[ 86 198] ; [103 169],[ 96.53956835 187.46043165] ; [ 92.46043165 179.53956835],0
v4,1,0.077411,3.118445,[263  20] ; [262  10],[267.7027027  15.2972973] ; [257.2972973  14.7027027],0
n3,1,0.123653,2.370427,[56 32] ; [36 11],[59.97037037 28.02962963] ; [32.02962963 14.97037037],0
n1,1,0.126714,2.332308,[28 61] ; [21 26],[32.06617647 56.93382353] ; [16.93382353 30.06617647],0
a8,1,0.161843,1.956922,[ 27 241] ; [ 34 207],[ 32.11787819 235.88212181] ; [ 28.88212181 212.11787819],0
p12,1,0.167662,1.903728,[  9 274] ; [ 15 254],[ 12.30434783 270.69565217] ; [ 11.69565217 257.30434783],0
