Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,50.706262,[101 169] ; [180  84],[142.07865169 127.92134831] ; [138.92134831 125.07865169],1
s4,1,0.233659,1.418447,[ 37 244] ; [ 27 245],[ 32.52079566 248.47920434] ; [ 31.47920434 240.52079566],0
a4,1,0.249351,1.326937,[109 174] ; [117 153],[115.65641953 167.34358047] ; [110.34358047 159.65641953],0
p5,1,0.27399,1.196662,[ 12 272] ; [ 17 253],[ 14.86642599 269.13357401] ; [ 14.13357401 255.86642599],0
n2,1,0.289245,1.123132,[57 33] ; [34 13],[59.7810219 30.2189781] ; [31.2189781 15.7810219],0
b4,1,0.290974,1.115109,[157 127] ; [163 110],[163.15978456 120.84021544] ; [156.84021544 116.15978456],0
u1,1,0.303881,1.057083,[ 38 246] ; [ 45 228],[ 42.31956912 241.68043088] ; [ 40.68043088 232.31956912],0
a2,1,0.333665,0.93462,[ 56 228] ; [ 63 210],[ 60.67504488 223.32495512] ; [ 58.32495512 214.67504488],0
b1,1,0.341271,0.90565,[112 172] ; [ 97 176],[106.56373429 177.43626571] ; [102.43626571 170.56373429],0
d5,1,0.352762,0.863498,[216  66] ; [218  55],[220.51891892  61.48108108] ; [213.48108108  59.51891892],0
a3,1,0.419879,0.650655,[189  95] ; [189  82],[193.42702703  90.57297297] ; [184.57297297  86.42702703],0
p1,1,0.424259,0.638489,[ 17 266] ; [ 21 251],[ 19.37657658 263.62342342] ; [ 18.62342342 253.37657658],0
a7,1,0.436544,0.605349,[204  79] ; [204  68],[208.04324324  74.95675676] ; [199.95675676  72.04324324],0
u2,1,0.504261,0.445957,[48 46] ; [46 36],[50.20454545 43.79545455] ; [43.79545455 38.20454545],0
u3,1,0.552084,0.353596,[49 44] ; [48 36],[50.96610169 42.03389831] ; [46.03389831 37.96610169],0
a1,1,0.587647,0.294034,[ 13 271] ; [ 10 263],[ 11.72710952 272.27289048] ; [ 11.27289048 261.72710952],0
d1,1,0.611929,0.257375,[151 133] ; [151 122],[153.98204668 130.01795332] ; [148.01795332 124.98204668],0
d3,1,0.624147,0.240082,[187  94] ; [187  86],[189.70036101  91.29963899] ; [184.29963899  88.70036101],0
s1,1,0.694128,0.154653,[ 10 271] ; [  8 262],[  9.17967332 271.82032668] ; [  8.82032668 261.17967332],0
a6,1,0.711546,0.136738,[196  87] ; [193  80],[197.99820144  85.00179856] ; [191.00179856  81.99820144],0
d4,1,0.75478,0.097558,[219  63] ; [215  58],[220.51891892  61.48108108] ; [213.48108108  59.51891892],0
d2,1,0.795401,0.067238,[125 157] ; [124 149],[126.51891892 155.48108108] ; [122.48108108 150.51891892],0
s3,1,0.807762,0.059202,[133 148] ; [125 145],[131.5753176 149.4246824] ; [126.4246824 143.5753176],0
s2,1,0.895647,0.017203,[107 176] ; [101 170],[106.25270758 176.74729242] ; [101.74729242 169.25270758],0
