Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,56.761417,[45 74] ; [208  61],[77.59536082 41.40463918] ; [175.40463918  93.59536082],1
a6,1,0.0,37.353628,[54 65] ; [207  62],[80.04896907 38.95103093] ; [180.95103093  88.04896907],1
a2,1,2.6e-05,17.700224,[  7 112] ; [ 64 205],[21.7757732 97.2242268] ; [ 49.2242268 219.7757732],1
r4,1,4.4e-05,16.693385,[90 29] ; [245  24],[102.74484536  16.25515464] ; [232.25515464  36.74484536],1
r3,1,7.4e-05,15.701973,[102  17] ; [259   9],[111.00516796   7.99483204] ; [249.99483204  18.00516796],1
d5,1,0.000333,12.876701,[78 41] ; [221  48],[91.70360825 27.29639175] ; [207.29639175  61.70360825],1
u1,1,0.000525,12.023258,[  5 114] ; [ 46 223],[ 15.64175258 103.35824742] ; [ 35.35824742 233.64175258],1
v2,1,0.001634,9.92127,[47 69] ; [151 109],[61.08510638 54.91489362] ; [136.91489362 123.08510638],0
u3,1,0.003237,8.668678,[15 34] ; [50 38],[23.24817518 25.75182482] ; [41.75182482 46.24817518],0
d4,1,0.003796,8.378978,[81 38] ; [219  50],[92.01030928 26.98969072] ; [207.98969072  61.01030928],0
v4,1,0.004671,8.002535,[105  14] ; [257  11],[111.3126615   7.6873385] ; [250.6873385  17.3126615],0
r1,1,0.004809,7.94979,[78 41] ; [211  56],[89.09585492 29.90414508] ; [199.90414508  67.09585492],0
d1,1,0.005328,7.76474,[49 70] ; [152 117],[61.64690722 57.35309278] ; [139.35309278 129.64690722],0
b5,1,0.007638,7.116466,[58 61] ; [170  99],[69.92783505 49.07216495] ; [158.07216495 110.92783505],0
r2,1,0.024242,5.077221,[101  15] ; [248  16],[106.53684211   9.46315789] ; [242.46315789  21.53684211],0
v1,1,0.030389,4.687177,[46 70] ; [136 127],[55.70448549 60.29551451] ; [126.29551451 136.70448549],0
b1,1,0.03209,4.5937,[51 68] ; [ 85 184],[41.71134021 77.28865979] ; [ 94.28865979 174.71134021],0
s5,1,0.033419,4.52416,[30 85] ; [ 44 220],[22.45382586 92.54617414] ; [ 51.54617414 212.45382586],0
u2,1,0.044545,4.035801,[17 31] ; [47 41],[22.58823529 25.41176471] ; [41.41176471 46.58823529],0
p2,1,0.048984,3.8759,[87 31] ; [221  47],[94.15544041 23.84455959] ; [213.84455959  54.15544041],0
p4,1,0.0493,3.86511,[53 64] ; [150 117],[61.8515625 55.1484375] ; [141.1484375 125.8515625],0
n5,1,0.059608,3.54827,[97 22] ; [193  73],[89.63636364 29.36363636] ; [200.36363636  65.63636364],0
a3,1,0.124933,2.354366,[70 48] ; [180  87],[76.62337662 41.37662338] ; [173.37662338  93.62337662],0
p10,1,0.137489,2.20584,[85 32] ; [210  54],[90.59055118 26.40944882] ; [204.40944882  59.59055118],0
p8,1,0.153329,2.038819,[53 64] ; [140 123],[59.42368421 57.57631579] ; [133.57631579 129.42368421],0
a5,1,0.161633,1.958882,[76 43] ; [191  78],[81.88917526 37.11082474] ; [185.11082474  83.88917526],0
p3,1,0.185841,1.750282,[48 70] ; [129 140],[53.96899225 64.03100775] ; [123.03100775 145.96899225],0
p11,1,0.192129,1.701217,[90 29] ; [219  50],[94.77061856 24.22938144] ; [214.22938144  54.77061856],0
n2,1,0.192501,1.698372,[22 14] ; [45 16],[24.86597938 11.13402062] ; [42.13402062 18.86597938],0
v3,1,0.196235,1.670178,[36 81] ; [ 99 164],[41.56578947 75.43421053] ; [ 93.43421053 169.56578947],0
