Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,148.900575,[354 125] ; [ 6 85],[302.52631579 176.47368421] ; [57.47368421 33.52631579],1
d3,1,0.0,107.470337,[410  69] ; [33 58],[372.2754386 106.7245614] ; [70.7245614 20.2754386],1
d5,1,0.0,79.145383,[426  53] ; [46 45],[396.64561404  82.35438596] ; [75.35438596 15.64561404],1
d2,1,0.0,39.340541,[266 212] ; [18 73],[238.57996485 239.42003515] ; [45.42003515 45.57996485],1
u1,1,0.0,27.658911,[133 346] ; [ 2 89],[113.44736842 365.55263158] ; [21.55263158 69.44736842],1
a4,1,1e-06,24.797833,[237 241] ; [19 71],[215.43661972 262.56338028] ; [40.56338028 49.43661972],1
a2,1,2e-06,22.889618,[162 317] ; [ 8 83],[142.85964912 336.14035088] ; [27.14035088 63.85964912],1
a6,1,0.000312,12.997761,[378 100] ; [56 35],[364.59050967 113.40949033] ; [69.40949033 21.59050967],1
a3,1,0.000514,12.065753,[356 121] ; [51 39],[342.3968254 134.6031746] ; [64.6031746 25.3968254],1
a5,1,0.002739,8.973501,[371 108] ; [57 34],[359.67017544 119.32982456] ; [68.32982456 22.67017544],0
b4,1,0.009544,6.718047,[301 178] ; [44 47],[289.92105263 189.07894737] ; [55.07894737 35.92105263],0
u2,1,0.01192,6.322656,[73 48] ; [15 25],[66.13664596 54.86335404] ; [21.86335404 18.13664596],0
b2,1,0.015382,5.872127,[112 171] ; [12 42],[104.1305638 178.8694362] ; [19.8694362 34.1305638],0
b3,1,0.015382,5.872127,[112 171] ; [12 42],[104.1305638 178.8694362] ; [19.8694362 34.1305638],0
s6,1,0.03333,4.52877,[334 135] ; [52 35],[325.60071942 143.39928058] ; [60.39928058 26.60071942],0
v4,1,0.039839,4.224738,[464  12] ; [84  6],[460.86219081  15.13780919] ; [87.13780919  2.86219081],0
n3,1,0.052984,3.744435,[73 28] ; [16  1],[76.1779661 24.8220339] ; [12.8220339  4.1779661],0
