Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.003495,8.529023,[ 2 16] ; [22 21],[ 7.08196721 10.91803279] ; [16.91803279 26.08196721],0
p8,1,0.004539,8.054616,[ 7 11] ; [33 10],[11.80327869  6.19672131] ; [28.19672131 14.80327869],0
s7,1,0.005926,7.572659,[10  8] ; [36  5],[14.03389831  3.96610169] ; [31.96610169  9.03389831],0
a6,1,0.008318,6.963773,[ 6 12] ; [30 13],[10.62295082  7.37704918] ; [25.37704918 17.62295082],0
p4,1,0.024627,5.049932,[ 8 10] ; [32 11],[11.80327869  6.19672131] ; [28.19672131 14.80327869],0
r3,1,0.039045,4.258925,[15  3] ; [42  1],[16.81967213  1.18032787] ; [40.18032787  2.81967213],0
p2,1,0.04432,4.044313,[12  6] ; [38  5],[14.75409836  3.24590164] ; [35.24590164  7.75409836],0
a7,1,0.05887,3.568943,[ 7 11] ; [28 15],[10.32786885  7.67213115] ; [24.67213115 18.32786885],0
n5,1,0.093364,2.815393,[11  7] ; [35  8],[13.57377049  4.42622951] ; [32.42622951 10.57377049],0
s3,1,0.097948,2.738644,[10  8] ; [33 10],[12.68852459  5.31147541] ; [30.31147541 12.68852459],0
p3,1,0.109205,2.565691,[ 6 12] ; [24 19],[8.85245902 9.14754098] ; [21.14754098 21.85245902],0
n4,1,0.114079,2.49678,[15  3] ; [27 16],[12.39344262  5.60655738] ; [29.60655738 13.39344262],0
s5,1,0.119737,2.420755,[ 3 13] ; [17 25],[ 5.51724138 10.48275862] ; [14.48275862 27.51724138],0
p5,1,0.13057,2.285714,[ 1 17] ; [ 9 33],[ 3. 15.] ; [ 7. 35.],0
n3,1,0.157299,2.0,[2 2] ; [7 1],[3. 1.] ; [6. 2.],0
r2,1,0.184844,1.758242,[14  4] ; [38  4],[15.6  2.4] ; [36.4  5.6],0
s2,1,0.27036,1.21492,[9 9] ; [28 15],[10.91803279  7.08196721] ; [26.08196721 16.91803279],0
p10,1,0.28728,1.132324,[14  4] ; [38  5],[15.3442623  2.6557377] ; [36.6557377  6.3442623],0
v2,1,0.339545,0.912149,[ 7 10] ; [22 18],[8.64912281 8.35087719] ; [20.35087719 19.64912281],0
a2,1,0.347957,0.880894,[ 1 17] ; [ 6 37],[ 2.06557377 15.93442623] ; [ 4.93442623 38.06557377],0
a5,1,0.354227,0.858256,[9 9] ; [27 16],[10.62295082  7.37704918] ; [25.37704918 17.62295082],0
a4,1,0.362949,0.827663,[ 2 16] ; [ 9 34],[ 3.24590164 14.75409836] ; [ 7.75409836 35.24590164],0
b4,1,0.381315,0.766458,[11  7] ; [21 22],[9.44262295 8.55737705] ; [22.55737705 20.44262295],0
p9,1,0.410483,0.677402,[15  3] ; [39  4],[15.93442623  2.06557377] ; [38.06557377  4.93442623],0
s6,1,0.414465,0.665956,[12  6] ; [33 10],[13.27868852  4.72131148] ; [31.72131148 11.27868852],0
p11,1,0.42627,0.632963,[14  4] ; [37  6],[15.04918033  2.95081967] ; [35.95081967  7.04918033],0
n1,1,0.428537,0.626786,[3 2] ; [3 5],[2.30769231 2.69230769] ; [3.69230769 4.30769231],0
s4,1,0.470907,0.519846,[ 2 16] ; [ 8 35],[ 2.95081967 15.04918033] ; [ 7.04918033 35.95081967],0
n2,1,0.505985,0.442361,[4 1] ; [5 3],[3.46153846 1.53846154] ; [5.53846154 2.46153846],0
u4,1,0.518221,0.417433,[ 1 17] ; [ 1 42],[ 0.59016393 17.40983607] ; [ 1.40983607 41.59016393],0
b5,1,0.559401,0.340743,[9 9] ; [25 18],[10.03278689  7.96721311] ; [23.96721311 19.03278689],0
v3,1,0.568777,0.324733,[ 7 10] ; [14 28],[ 6.05084746 10.94915254] ; [14.94915254 27.05084746],0
r4,1,0.594926,0.282717,[15  3] ; [38  5],[15.63934426  2.36065574] ; [37.36065574  5.63934426],0
n6,1,0.594926,0.282717,[15  3] ; [38  5],[15.63934426  2.36065574] ; [37.36065574  5.63934426],0
a3,1,0.597801,0.278325,[10  8] ; [27 16],[10.91803279  7.08196721] ; [26.08196721 16.91803279],0
d1,1,0.626588,0.236716,[ 1 17] ; [ 4 39],[ 1.47540984 16.52459016] ; [ 3.52459016 39.47540984],0
r1,1,0.645271,0.211915,[14  4] ; [31 12],[13.27868852  4.72131148] ; [31.72131148 11.27868852],0
p1,1,0.702425,0.145962,[ 3 15] ; [ 9 34],[ 3.54098361 14.45901639] ; [ 8.45901639 34.54098361],0
d3,1,0.702791,0.145585,[ 7 11] ; [19 24],[ 7.67213115 10.32786885] ; [18.32786885 24.67213115],0
v1,1,0.734749,0.114796,[9 9] ; [23 19],[9.6 8.4] ; [22.4 19.6],0
b2,1,0.738549,0.111406,[6 7] ; [15 14],[6.5 6.5] ; [14.5 14.5],0
b3,1,0.738549,0.111406,[6 7] ; [15 14],[6.5 6.5] ; [14.5 14.5],0
u3,1,0.772059,0.083916,[4 4] ; [9 7],[4.33333333 3.66666667] ; [8.66666667 7.33333333],0
p12,1,0.785226,0.074265,[ 3 15] ; [ 6 37],[ 2.6557377 15.3442623] ; [ 6.3442623 36.6557377],0
a8,1,0.851087,0.035243,[ 3 13] ; [ 7 35],[ 2.75862069 13.24137931] ; [ 7.24137931 34.75862069],0
s1,1,0.881572,0.022194,[ 1 17] ; [ 2 41],[ 0.8852459 17.1147541] ; [ 2.1147541 40.8852459],0
b1,1,0.882526,0.021835,[ 8 10] ; [20 23],[8.26229508 9.73770492] ; [19.73770492 23.26229508],0
v4,1,0.897151,0.016708,[17  1] ; [40  2],[17.1  0.9] ; [39.9  2.1],0
d4,1,0.93397,0.006864,[9 9] ; [22 21],[9.14754098 8.85245902] ; [21.85245902 21.14754098],0
d2,1,0.99181,0.000105,[ 5 13] ; [12 31],[ 5.01639344 12.98360656] ; [11.98360656 31.01639344],0
u2,1,1.0,0.0,[5 3] ; [10  6],[5. 3.] ; [10.  6.],0
