Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,65.298365,[209  50] ; [25 52],[180.375  78.625] ; [53.625 23.375],1
d3,1,0.0,31.142503,[211  49] ; [38 39],[192.10682493  67.89317507] ; [56.89317507 20.10682493],1
u1,1,3e-06,21.578206,[ 77 184] ; [ 3 74],[ 61.77514793 199.22485207] ; [18.22485207 58.77514793],1
a2,1,3.8e-05,16.971243,[ 86 175] ; [ 7 70],[ 71.81360947 189.18639053] ; [21.18639053 55.81360947],1
b5,1,0.000601,11.773472,[178  83] ; [36 41],[165.24852071  95.75147929] ; [48.75147929 28.24852071],1
r1,1,0.007816,7.075073,[228  32] ; [58 19],[220.65281899  39.34718101] ; [65.34718101 11.65281899],0
b1,1,0.010931,6.476429,[ 78 183] ; [35 42],[ 87.25739645 173.74260355] ; [25.74260355 51.25739645],0
v4,1,0.013788,6.065049,[250   9] ; [68  8],[245.85671642  13.14328358] ; [72.14328358  3.85671642],0
d1,1,0.038561,4.280105,[179  82] ; [43 34],[171.4260355  89.5739645] ; [50.5739645 26.4260355],0
u2,1,0.074224,3.187053,[41 22] ; [ 7 10],[37.8 25.2] ; [10.2  6.8],0
s8,1,0.097196,2.750961,[140 118] ; [50 27],[146.32835821 111.67164179] ; [43.67164179 33.32835821],0
s2,1,0.113896,2.499319,[166  92] ; [57 20],[171.74328358  86.25671642] ; [51.25671642 25.74328358],0
r4,1,0.148857,2.08392,[241  20] ; [67 10],[237.83431953  23.16568047] ; [70.16568047  6.83431953],0
p10,1,0.151654,2.055531,[225  34] ; [61 15],[221.11641791  37.88358209] ; [64.88358209 11.11641791],0
p2,1,0.164366,1.933588,[221  40] ; [60 17],[216.9852071  44.0147929] ; [64.0147929 12.9852071],0
p1,1,0.179366,1.802867,[ 22 238] ; [ 3 74],[ 19.28783383 240.71216617] ; [ 5.71216617 71.28783383],0
u4,1,0.187541,1.736831,[  6 255] ; [ 4 73],[  7.72189349 253.27810651] ; [ 2.27810651 74.72189349],0
p12,1,0.195528,1.675463,[ 35 226] ; [ 6 70],[ 31.7537092 229.2462908] ; [ 9.2462908 66.7537092],0
n4,1,0.250057,1.322983,[204  57] ; [64 12],[207.56083086  53.43916914] ; [60.43916914 15.56083086],0
p11,1,0.254489,1.29849,[209  52] ; [57 20],[205.40236686  55.59763314] ; [60.59763314 16.40236686],0
v3,1,0.280492,1.164706,[135 120] ; [45 30],[139.09090909 115.90909091] ; [40.90909091 34.09090909],0
a8,1,0.293179,1.104964,[ 39 186] ; [ 9 65],[ 36.12040134 188.87959866] ; [11.87959866 62.12040134],0
b4,1,0.334864,0.929995,[165  96] ; [44 33],[161.38757396  99.61242604] ; [47.61242604 29.38757396],0
v1,1,0.351769,0.867066,[169  86] ; [54 21],[172.31818182  82.68181818] ; [50.68181818 24.31818182],0
p4,1,0.358711,0.842401,[176  83] ; [48 29],[172.66666667  86.33333333] ; [51.33333333 25.66666667],0
a1,1,0.364646,0.821828,[ 16 245] ; [ 7 70],[ 17.76035503 243.23964497] ; [ 5.23964497 71.76035503],0
u3,1,0.376809,0.781086,[42 23] ; [9 8],[40.42682927 24.57317073] ; [10.57317073  6.42682927],0
n6,1,0.394642,0.724592,[226  31] ; [64 12],[223.81381381  33.18618619] ; [66.18618619  9.81381381],0
r2,1,0.395861,0.720862,[246  11] ; [70  5],[244.61445783  12.38554217] ; [71.38554217  3.61445783],0
p9,1,0.446605,0.579253,[232  26] ; [66 10],[230.19161677  27.80838323] ; [67.80838323  8.19161677],0
p3,1,0.461618,0.541969,[143 117] ; [46 31],[145.81602374 114.18397626] ; [43.18397626 33.81602374],0
s1,1,0.478843,0.501496,[  7 249] ; [ 1 75],[  6.1686747 249.8313253] ; [ 1.8313253 74.1686747],0
s7,1,0.479089,0.500936,[160  90] ; [52 24],[162.57668712  87.42331288] ; [49.42331288 26.57668712],0
a5,1,0.511112,0.431789,[209  52] ; [59 18],[206.94674556  54.05325444] ; [61.05325444 15.94674556],0
d4,1,0.530601,0.393241,[226  34] ; [69  8],[227.59643917  32.40356083] ; [67.40356083  9.59643917],0
b3,1,0.537481,0.380228,[ 53 104] ; [20 32],[ 54.83732057 102.16267943] ; [18.16267943 33.83732057],0
b2,1,0.537481,0.380228,[ 53 104] ; [20 32],[ 54.83732057 102.16267943] ; [18.16267943 33.83732057],0
s4,1,0.55312,0.351757,[ 48 211] ; [12 65],[ 46.25 212.75] ; [13.75 63.25],0
p5,1,0.575827,0.313029,[ 37 224] ; [ 9 68],[ 35.52071006 225.47928994] ; [10.47928994 66.52071006],0
s5,1,0.578126,0.309274,[112 141] ; [35 38],[114.08282209 138.91717791] ; [32.91717791 40.08282209],0
a3,1,0.647166,0.209492,[196  64] ; [60 17],[197.5074184  62.4925816] ; [58.4925816 18.5074184],0
n3,1,0.672038,0.179228,[39 13] ; [9 4],[38.4 13.6] ; [9.6 3.4],0
r3,1,0.719048,0.129407,[254   5] ; [75  2],[253.60416667   5.39583333] ; [75.39583333  1.60416667],0
n5,1,0.719452,0.129018,[206  53] ; [59 17],[204.88059701  54.11940299] ; [60.11940299 15.88059701],0
n2,1,0.749204,0.102201,[42 10] ; [11  2],[42.4  9.6] ; [10.6  2.4],0
n1,1,0.795327,0.067288,[18 34] ; [5 8],[18.4 33.6] ; [4.6 8.4],0
s3,1,0.805236,0.0608,[176  79] ; [52 25],[175.12048193  79.87951807] ; [52.87951807 24.12048193],0
p7,1,0.825467,0.048628,[172  81] ; [52 23],[172.7804878  80.2195122] ; [51.2195122 23.7804878],0
p8,1,0.878949,0.023196,[138 116] ; [40 35],[137.4224924 116.5775076] ; [40.5775076 34.4224924],0
a4,1,0.895906,0.017118,[117 143] ; [34 43],[116.49851632 143.50148368] ; [34.50148368 42.49851632],0
d5,1,0.914373,0.011562,[225  35] ; [67 10],[225.28189911  34.71810089] ; [66.71810089 10.28189911],0
p6,1,0.935737,0.006501,[111 146] ; [32 43],[110.69578313 146.30421687] ; [32.30421687 42.69578313],0
d2,1,0.948121,0.004234,[139 120] ; [41 36],[138.75 120.25] ; [41.25 35.75],0
