Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.2e-05,19.102387,[69 56] ; [70 13],[83.53365385 41.46634615] ; [55.46634615 27.53365385],1
s2,1,0.000125,14.713882,[47 78] ; [56 31],[60.73113208 64.26886792] ; [42.26886792 44.73113208],1
s4,1,0.000921,10.980998,[ 14 112] ; [25 61],[ 23.17924528 102.82075472] ; [15.82075472 70.17924528],1
p3,1,0.001419,10.181374,[51 75] ; [54 32],[62.40566038 63.59433962] ; [42.59433962 43.40566038],0
p6,1,0.001556,10.010872,[32 90] ; [40 44],[42.6407767 79.3592233] ; [29.3592233 54.6407767],0
d4,1,0.002,9.54926,[86 39] ; [75 11],[95.37914692 29.62085308] ; [65.62085308 20.37914692],0
b5,1,0.003523,8.514717,[66 60] ; [28 59],[55.6056338 70.3943662] ; [38.3943662 48.6056338],0
p7,1,0.005866,7.591111,[73 50] ; [66 19],[82.19711538 40.80288462] ; [56.80288462 28.19711538],0
d5,1,0.006038,7.538821,[86 40] ; [73 13],[94.5 31.5] ; [64.5 21.5],0
d1,1,0.011061,6.455469,[53 73] ; [52 35],[62.11267606 63.88732394] ; [42.88732394 44.11267606],0
p4,1,0.011889,6.327355,[56 68] ; [54 32],[64.95238095 59.04761905] ; [45.04761905 40.95238095],0
a1,1,0.013219,6.139613,[  3 123] ; [ 9 78],[  7.09859155 118.90140845] ; [ 4.90140845 82.09859155],0
s3,1,0.021508,5.285172,[65 60] ; [59 28],[73.11320755 51.88679245] ; [50.88679245 36.11320755],0
v1,1,0.02215,5.233965,[58 66] ; [54 32],[66.13333333 57.86666667] ; [45.86666667 40.13333333],0
s7,1,0.022404,5.214114,[54 66] ; [52 33],[62.04878049 57.95121951] ; [43.95121951 41.04878049],0
p10,1,0.024235,5.077716,[87 37] ; [72 14],[93.88571429 30.11428571] ; [65.11428571 20.88571429],0
p9,1,0.031808,4.608828,[94 31] ; [75 11],[100.11848341  24.88151659] ; [68.88151659 17.11848341],0
p5,1,0.038243,4.294168,[ 11 113] ; [16 70],[ 15.94285714 108.05714286] ; [11.05714286 74.94285714],0
b2,1,0.056582,3.634841,[32 52] ; [29 24],[37.40145985 46.59854015] ; [23.59854015 29.40145985],0
b3,1,0.056582,3.634841,[32 52] ; [29 24],[37.40145985 46.59854015] ; [23.59854015 29.40145985],0
p8,1,0.059359,3.55519,[56 67] ; [50 35],[62.68269231 60.31730769] ; [43.31730769 41.68269231],0
s8,1,0.068985,3.307002,[55 71] ; [49 38],[61.52112676 64.47887324] ; [42.47887324 44.52112676],0
a4,1,0.070978,3.26025,[49 76] ; [45 42],[55.4245283 69.5754717] ; [38.5754717 48.4245283],0
a5,1,0.079975,3.065415,[83 43] ; [67 20],[88.73239437 37.26760563] ; [61.26760563 25.73239437],0
b4,1,0.08184,3.027976,[63 63] ; [54 33],[69.21126761 56.78873239] ; [47.78873239 39.21126761],0
a2,1,0.113143,2.509763,[  8 118] ; [11 76],[ 11.23943662 114.76056338] ; [ 7.76056338 79.23943662],0
n6,1,0.115579,2.47623,[99 27] ; [74 11],[103.30805687  22.69194313] ; [69.69194313 15.30805687],0
a3,1,0.148344,2.089195,[84 42] ; [66 21],[88.73239437 37.26760563] ; [61.26760563 25.73239437],0
u3,1,0.153992,2.032258,[18 24] ; [13  8],[20.66666667 21.33333333] ; [10.33333333 10.66666667],0
n5,1,0.16184,1.956953,[91 34] ; [69 16],[95.23809524 29.76190476] ; [64.76190476 20.23809524],0
b1,1,0.179732,1.799836,[52 74] ; [44 43],[56.78873239 69.21126761] ; [39.21126761 47.78873239],0
p1,1,0.198263,1.655122,[  7 118] ; [ 9 78],[  9.43396226 115.56603774] ; [ 6.56603774 80.43396226],0
d3,1,0.220176,1.503223,[53 73] ; [44 43],[57.38028169 68.61971831] ; [39.61971831 47.38028169],0
d2,1,0.226097,1.465246,[56 70] ; [46 41],[60.33802817 65.66197183] ; [41.66197183 45.33802817],0
n4,1,0.245928,1.346286,[94 32] ; [70 16],[97.47169811 28.52830189] ; [66.52830189 19.47169811],0
p12,1,0.317939,0.997407,[  6 118] ; [ 7 78],[  7.71291866 116.28708134] ; [ 5.28708134 79.71291866],0
r2,1,0.341662,0.904184,[118   6] ; [85  2],[119.2985782   4.7014218] ; [83.7014218  3.2985782],0
n1,1,0.349128,0.876623,[13 20] ; [11 10],[14.66666667 18.33333333] ; [ 9.33333333 11.66666667],0
