Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,2.9e-05,17.450037,[23 17] ; [ 8 43],[13.62637363 26.37362637] ; [17.37362637 33.62637363],1
s8,1,0.000196,13.870769,[16 24] ; [ 4 48],[ 8.69565217 31.30434783] ; [11.30434783 40.69565217],1
p2,1,0.000262,13.327201,[31  8] ; [20 29],[22.60227273 16.39772727] ; [28.39772727 20.60227273],1
s3,1,0.000311,13.001075,[25 14] ; [13 37],[16.65168539 22.34831461] ; [21.34831461 28.65168539],1
r3,1,0.001765,9.779044,[31  8] ; [24 27],[23.83333333 15.16666667] ; [31.16666667 19.83333333],0
v2,1,0.003173,8.704952,[26 13] ; [18 33],[19.06666667 19.93333333] ; [24.93333333 26.06666667],0
p9,1,0.003324,8.620367,[31  9] ; [23 26],[24.26966292 15.73033708] ; [29.73033708 19.26966292],0
s7,1,0.004535,8.055995,[21 18] ; [11 35],[14.68235294 24.31764706] ; [17.31764706 28.68235294],0
s5,1,0.005054,7.860129,[14 24] ; [ 6 45],[ 8.53932584 29.46067416] ; [11.46067416 39.53932584],0
p11,1,0.006698,7.352175,[29 11] ; [23 29],[22.60869565 17.39130435] ; [29.39130435 22.60869565],0
p7,1,0.008449,6.935836,[19 18] ; [12 38],[13.18390805 23.81609195] ; [17.81609195 32.18390805],0
v1,1,0.008738,6.875523,[20 18] ; [13 38],[14.08988764 23.91011236] ; [18.91011236 32.08988764],0
p10,1,0.028654,4.788307,[26 12] ; [22 27],[20.96551724 17.03448276] ; [27.03448276 21.96551724],0
p4,1,0.083265,3.0,[20 20] ; [16 34],[16. 24.] ; [20. 30.],0
b5,1,0.105462,2.620932,[26 14] ; [25 27],[22.17391304 17.82608696] ; [28.82608696 23.17391304],0
a4,1,0.127401,2.323894,[14 26] ; [26 25],[17.58241758 22.41758242] ; [22.41758242 28.58241758],0
a2,1,0.151092,2.061192,[ 4 36] ; [11 41],[ 6.52173913 33.47826087] ; [ 8.47826087 43.52173913],0
u3,1,0.162241,1.953218,[9 6] ; [ 6 11],[7.03125 7.96875] ; [7.96875 9.03125],0
p1,1,0.163469,1.941841,[ 1 39] ; [ 5 46],[ 2.63736264 37.36263736] ; [ 3.36263736 47.63736264],0
p6,1,0.175146,1.838335,[12 27] ; [ 9 40],[ 9.30681818 29.69318182] ; [11.69318182 37.30681818],0
u1,1,0.175641,1.834126,[ 2 38] ; [ 7 45],[ 3.91304348 36.08695652] ; [ 5.08695652 46.91304348],0
b2,1,0.201425,1.632011,[ 6 21] ; [11 18],[ 8.19642857 18.80357143] ; [ 8.80357143 20.19642857],0
b3,1,0.201425,1.632011,[ 6 21] ; [11 18],[ 8.19642857 18.80357143] ; [ 8.80357143 20.19642857],0
d1,1,0.211505,1.561096,[21 19] ; [34 18],[23.91304348 16.08695652] ; [31.08695652 20.91304348],0
d3,1,0.213046,1.550606,[30 10] ; [32 19],[27.25274725 12.74725275] ; [34.74725275 16.25274725],0
n2,1,0.223994,1.478596,[12  6] ; [12 13],[10.04651163  7.95348837] ; [13.95348837 11.04651163],0
s1,1,0.276139,1.185995,[ 1 39] ; [ 4 48],[ 2.17391304 37.82608696] ; [ 2.82608696 49.17391304],0
d2,1,0.299575,1.076087,[18 22] ; [28 22],[20.44444444 19.55555556] ; [25.55555556 24.44444444],0
v4,1,0.366928,0.814042,[28 10] ; [33 18],[26.04494382 11.95505618] ; [34.95505618 16.04494382],0
n3,1,0.372456,0.795455,[10  8] ; [10 14],[8.57142857 9.42857143] ; [11.42857143 12.57142857],0
s4,1,0.400007,0.708305,[ 8 32] ; [ 7 45],[ 6.52173913 33.47826087] ; [ 8.47826087 43.52173913],0
r2,1,0.408992,0.681729,[21 14] ; [33 15],[22.77108434 12.22891566] ; [31.22891566 16.77108434],0
p12,1,0.420285,0.649517,[ 2 38] ; [ 1 50],[ 1.31868132 38.68131868] ; [ 1.68131868 49.31868132],0
a3,1,0.468775,0.524863,[24 16] ; [35 17],[25.65217391 14.34782609] ; [33.34782609 18.65217391],0
b1,1,0.54608,0.364386,[19 21] ; [28 24],[20.43478261 19.56521739] ; [26.56521739 25.43478261],0
p3,1,0.555874,0.346898,[14 25] ; [15 35],[12.70786517 26.29213483] ; [16.29213483 33.70786517],0
n5,1,0.592606,0.286293,[22 16] ; [33 19],[23.22222222 14.77777778] ; [31.77777778 20.22222222],0
n6,1,0.610703,0.259153,[25 14] ; [30 21],[23.83333333 15.16666667] ; [31.16666667 19.83333333],0
a5,1,0.639684,0.219156,[28 12] ; [34 18],[26.95652174 13.04347826] ; [35.04347826 16.95652174],0
r1,1,0.667829,0.184152,[14 26] ; [16 36],[13.04347826 26.95652174] ; [16.95652174 35.04347826],0
a6,1,0.733111,0.116274,[26 14] ; [32 20],[25.2173913 14.7826087] ; [32.7826087 19.2173913],0
n4,1,0.733111,0.116274,[26 14] ; [32 20],[25.2173913 14.7826087] ; [32.7826087 19.2173913],0
u2,1,0.754725,0.097603,[8 7] ; [10  7],[8.4375 6.5625] ; [9.5625 7.4375],0
