Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,227.822285,[ 42 235] ; [322 119],[140.42896936 136.57103064] ; [223.57103064 217.42896936],1
d5,1,0.0,188.918274,[159 118] ; [431  10],[227.6183844  49.3816156] ; [362.3816156  78.6183844],1
d4,1,0.0,182.900954,[167 109] ; [434   6],[231.67039106  44.32960894] ; [369.32960894  70.67039106],1
d3,1,0.0,180.965872,[118 158] ; [395  47],[197.19777159  78.80222841] ; [315.80222841 126.19777159],1
a2,1,0.0,91.359686,[ 18 259] ; [172 272],[ 72.99583911 204.00416089] ; [117.00416089 326.99583911],1
u1,1,0.0,82.31341,[  9 268] ; [139 305],[ 56.85991678 220.14008322] ; [ 91.14008322 352.85991678],1
a4,1,0.0,79.177576,[ 71 203] ; [266 177],[128.78382148 145.21617852] ; [208.21617852 234.78382148],1
a5,1,0.0,52.725636,[172 104] ; [381  63],[211.98333333  64.01666667] ; [341.01666667 102.98333333],1
a3,1,0.0,33.480328,[168 107] ; [357  85],[201.35983264  73.64016736] ; [323.64016736 118.35983264],1
p4,1,1.4e-05,18.852509,[138 133] ; [296 144],[165.42053446 105.57946554] ; [268.57946554 171.42053446],1
a6,1,5.5e-05,16.260165,[170 106] ; [334 107],[194.0083682  81.9916318] ; [309.9916318 131.0083682],1
s8,1,0.000148,14.398779,[103 171] ; [229 210],[127.58485273 146.41514727] ; [204.41514727 234.58485273],1
a7,1,0.000813,11.211925,[186  89] ; [350  94],[205.0069541  69.9930459] ; [330.9930459 113.0069541],1
s2,1,0.000902,11.019447,[121 151] ; [252 188],[142.49438202 129.50561798] ; [230.50561798 209.49438202],1
p9,1,0.002375,9.234479,[212  57] ; [382  55],[226.32577904  42.67422096] ; [367.67422096  69.32577904],0
n6,1,0.003233,8.670974,[218  57] ; [385  55],[231.92307692  43.07692308] ; [371.07692308  68.92307692],0
p10,1,0.004131,8.225292,[204  65] ; [371  68],[218.46751412  50.53248588] ; [356.53248588  82.46751412],0
s7,1,0.004343,8.13457,[114 146] ; [233 190],[132.09370425 127.90629575] ; [214.90629575 208.09370425],0
u4,1,0.005252,7.790427,[  1 276] ; [ 16 428],[  6.53120666 270.46879334] ; [ 10.46879334 433.53120666],0
n4,1,0.006211,7.487943,[203  73] ; [363  79],[217.57103064  58.42896936] ; [348.42896936  93.57103064],0
p3,1,0.013197,6.142517,[123 151] ; [240 201],[139.10769231 134.89230769] ; [223.89230769 217.10769231],0
p8,1,0.013795,6.064144,[130 138] ; [253 183],[145.80113636 122.19886364] ; [237.19886364 198.80113636],0
r2,1,0.019045,5.497382,[269   8] ; [438   3],[272.75626741   4.24373259] ; [434.24373259   6.75626741],0
p2,1,0.019098,5.492536,[217  56] ; [380  61],[228.26470588  44.73529412] ; [368.73529412  72.26470588],0
p6,1,0.022348,5.21849,[ 85 183] ; [176 261],[ 99.21702128 168.78297872] ; [161.78297872 275.21702128],0
p12,1,0.029176,4.75721,[ 15 255] ; [ 45 394],[ 22.84908322 247.15091678] ; [ 37.15091678 401.84908322],0
v4,1,0.044883,4.023034,[266  10] ; [437   6],[269.8581363   6.1418637] ; [433.1418637   9.8581363],0
s5,1,0.05813,3.589947,[ 82 183] ; [162 264],[ 93.57452967 171.42547033] ; [150.42547033 275.57452967],0
u2,1,0.067746,3.33681,[57 50] ; [57 29],[63.20207254 43.79792746] ; [50.79792746 35.20207254],0
n2,1,0.078125,3.103483,[50 11] ; [58 26],[45.43448276 15.56551724] ; [62.56551724 21.43448276],0
v2,1,0.098979,2.721918,[145 116] ; [265 163],[155.31204644 105.68795356] ; [254.68795356 173.31204644],0
n5,1,0.103717,2.647437,[197  76] ; [342  99],[206.08823529  66.91176471] ; [332.91176471 108.08823529],0
b5,1,0.103875,2.645013,[154 123] ; [274 170],[164.43273232 112.56726768] ; [263.56726768 180.43273232],0
p7,1,0.122648,2.38318,[165 101] ; [292 139],[174.40746055  91.59253945] ; [282.59253945 148.40746055],0
v1,1,0.122816,2.381043,[142 129] ; [252 180],[151.88335704 119.11664296] ; [242.11664296 189.88335704],0
s3,1,0.124136,2.364348,[146 124] ; [262 175],[155.81329562 114.18670438] ; [252.18670438 184.81329562],0
b2,1,0.133938,2.246262,[ 51 102] ; [115 168],[58.25229358 94.74770642] ; [107.74770642 175.25229358],0
b3,1,0.133938,2.246262,[ 51 102] ; [115 168],[58.25229358 94.74770642] ; [107.74770642 175.25229358],0
v3,1,0.206842,1.593394,[104 164] ; [183 236],[111.95924309 156.04075691] ; [175.04075691 243.95924309],0
a1,1,0.220877,1.498666,[  8 269] ; [ 21 423],[ 11.14147018 265.85852982] ; [ 17.85852982 426.14147018],0
s6,1,0.236973,1.398512,[181  88] ; [311 124],[187.99431818  81.00568182] ; [304.00568182 130.99431818],0
r3,1,0.249172,1.32794,[269   7] ; [436   6],[271.00278552   4.99721448] ; [433.99721448   8.00278552],0
b1,1,0.272658,1.203328,[113 164] ; [163 281],[106.03606103 170.96393897] ; [169.96393897 274.03606103],0
n3,1,0.291683,1.111838,[48 11] ; [62 22],[45.38461538 13.61538462] ; [64.61538462 19.38461538],0
b4,1,0.419504,0.651706,[155 122] ; [262 182],[160.20665742 116.79334258] ; [256.79334258 187.20665742],0
s1,1,0.432939,0.614925,[ 11 259] ; [ 13 424],[  9.16548798 260.83451202] ; [ 14.83451202 422.16548798],0
u3,1,0.450345,0.569784,[67 40] ; [59 28],[69.49484536 37.50515464] ; [56.50515464 30.49484536],0
p1,1,0.557742,0.34363,[ 25 247] ; [ 35 406],[ 22.88920056 249.11079944] ; [ 37.11079944 403.88920056],0
p11,1,0.631422,0.230137,[218  59] ; [356  88],[220.52427184  56.47572816] ; [353.47572816  90.52427184],0
s4,1,0.718363,0.130066,[ 43 230] ; [ 73 362],[ 44.72881356 228.27118644] ; [ 71.27118644 363.72881356],0
p5,1,0.810488,0.057502,[ 30 242] ; [ 51 388],[ 30.98734177 241.01265823] ; [ 50.01265823 388.98734177],0
n1,1,0.907988,0.013358,[23 37] ; [33 51],[23.33333333 36.66666667] ; [32.66666667 51.33333333],0
a8,1,0.943976,0.004938,[ 38 221] ; [ 58 332],[ 38.31124807 220.68875193] ; [ 57.68875193 332.31124807],0
