Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,42.10401,[ 20 139] ; [20 11],[ 33.47368421 125.52631579] ; [ 6.52631579 24.47368421],1
s2,1,1e-05,19.465012,[ 11 152] ; [11 22],[ 18.29591837 144.70408163] ; [ 3.70408163 29.29591837],1
p6,1,4.3e-05,16.727586,[ 13 152] ; [11 22],[ 20. 145.] ; [ 4. 29.],1
v3,1,5.1e-05,16.392916,[ 36 125] ; [18 13],[ 45.28125 115.71875] ; [ 8.71875 22.28125],1
s6,1,0.000501,12.112941,[ 48 117] ; [20 13],[ 56.66666667 108.33333333] ; [11.33333333 21.66666667],1
u1,1,0.001142,10.581185,[ 13 153] ; [ 9 24],[ 18.35175879 147.64824121] ; [ 3.64824121 29.35175879],0
u2,1,0.006463,7.416444,[29 42] ; [8 1],[32.8375 38.1625] ; [4.1625 4.8375],0
d2,1,0.011201,6.433192,[ 60 103] ; [20 13],[66.53061224 96.46938776] ; [13.46938776 19.53061224],0
u3,1,0.013256,6.134585,[32 39] ; [8 1],[35.5 35.5] ; [4.5 4.5],0
r1,1,0.018476,5.55047,[100  66] ; [27  6],[105.93969849  60.06030151] ; [21.06030151 11.93969849],0
p12,1,0.026091,4.95,[  3 162] ; [ 3 30],[  5. 160.] ; [ 1. 32.],0
p10,1,0.062912,3.458897,[90 73] ; [24  9],[94.80612245 68.19387755] ; [19.19387755 13.80612245],0
v4,1,0.065424,3.394262,[134  32] ; [31  2],[137.63819095  28.36180905] ; [27.36180905  5.63819095],0
s5,1,0.085198,2.962842,[ 23 140] ; [ 8 22],[ 26.18134715 136.81865285] ; [ 4.81865285 25.18134715],0
p9,1,0.088236,2.906268,[102  59] ; [26  7],[106.22680412  54.77319588] ; [21.77319588 11.22680412],0
n6,1,0.098734,2.725882,[117  48] ; [28  5],[120.83333333  44.16666667] ; [24.16666667  8.83333333],0
v2,1,0.103367,2.652813,[65 95] ; [18 14],[69.16666667 90.83333333] ; [13.83333333 18.16666667],0
a3,1,0.104684,2.632699,[95 70] ; [24  9],[99.16666667 65.83333333] ; [19.83333333 13.16666667],0
r4,1,0.114304,2.493681,[113  53] ; [27  6],[116.7839196  49.2160804] ; [23.2160804  9.7839196],0
a6,1,0.134553,2.239171,[113  53] ; [18 15],[109.27638191  56.72361809] ; [21.72361809 11.27638191],0
