Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,153.048345,[276  26] ; [34 73],[228.8997555  73.1002445] ; [81.1002445 25.8997555],1
b1,1,0.144483,2.129553,[126 179] ; [36 72],[119.63680387 185.36319613] ; [42.36319613 65.63680387],0
r1,1,0.166719,1.912197,[261  42] ; [87 21],[256.55474453  46.44525547] ; [91.44525547 16.55474453],0
d4,1,0.170846,1.875507,[260  42] ; [87 21],[255.59512195  46.40487805] ; [91.40487805 16.59512195],0
a6,1,0.183581,1.768397,[194 108] ; [77 31],[199.61463415 102.38536585] ; [71.38536585 36.61463415],0
p2,1,0.191526,1.705843,[261  43] ; [87 21],[256.77669903  47.22330097] ; [91.22330097 16.77669903],0
p12,1,0.203993,1.613555,[ 33 271] ; [ 7 99],[ 29.65853659 274.34146341] ; [10.34146341 95.65853659],0
n2,1,0.214766,1.539005,[51 10] ; [21  8],[48.8 12.2] ; [23.2  5.8],0
p10,1,0.24842,1.332169,[263  40] ; [88 19],[259.39756098  43.60243902] ; [91.60243902 15.39756098],0
u1,1,0.250443,1.320831,[ 79 226] ; [22 86],[ 74.58837772 230.41162228] ; [26.41162228 81.58837772],0
n3,1,0.278237,1.175681,[46 15] ; [18 10],[43.86516854 17.13483146] ; [20.13483146  7.86516854],0
a2,1,0.308541,1.036909,[ 92 213] ; [27 81],[ 87.88135593 217.11864407] ; [31.11864407 76.88135593],0
p4,1,0.341634,0.90429,[206  97] ; [68 40],[202. 101.] ; [72. 36.],0
u3,1,0.350831,0.870449,[38 15] ; [14  9],[36.26315789 16.73684211] ; [15.73684211  7.26315789],0
p1,1,0.353065,0.862409,[ 35 268] ; [ 9 99],[ 32.4379562 270.5620438] ; [11.5620438 96.4379562],0
n6,1,0.362471,0.829313,[269  32] ; [93 15],[266.41075795  34.58924205] ; [95.58924205 12.41075795],0
r3,1,0.410858,0.676316,[295   9] ; [103   5],[293.66990291  10.33009709] ; [104.33009709   3.66990291],0
a3,1,0.423671,0.640111,[252  52] ; [85 22],[249.26520681  54.73479319] ; [87.73479319 19.26520681],0
b4,1,0.434974,0.609506,[177 128] ; [58 50],[173.5472155 131.4527845] ; [61.4527845 46.5472155],0
p8,1,0.43705,0.604016,[171 128] ; [56 50],[167.58765432 131.41234568] ; [59.41234568 46.58765432],0
p7,1,0.440579,0.594775,[208  85] ; [71 35],[204.87969925  88.12030075] ; [74.12030075 31.87969925],0
a5,1,0.488674,0.479444,[244  61] ; [83 25],[241.48910412  63.51089588] ; [85.51089588 22.48910412],0
a8,1,0.517122,0.41963,[ 50 228] ; [14 79],[ 47.95687332 230.04312668] ; [16.04312668 76.95687332],0
d3,1,0.608926,0.261742,[221  82] ; [76 32],[218.95620438  84.04379562] ; [78.04379562 29.95620438],0
p3,1,0.732375,0.116942,[171 132] ; [63 45],[172.51094891 130.48905109] ; [61.48905109 46.51094891],0
v3,1,0.749191,0.102212,[136 156] ; [47 58],[134.59949622 157.40050378] ; [48.40050378 56.59949622],0
n1,1,0.756173,0.096417,[31 29] ; [16 13],[31.68539326 28.31460674] ; [15.31460674 13.68539326],0
a7,1,0.787771,0.072472,[216  89] ; [75 33],[214.9031477  90.0968523] ; [76.0968523 31.9031477],0
p11,1,0.836702,0.042483,[240  65] ; [86 22],[240.75060533  64.24939467] ; [85.24939467 22.75060533],0
b2,1,0.868152,0.027558,[ 88 120] ; [36 47],[ 88.63230241 119.36769759] ; [35.36769759 47.63230241],0
b3,1,0.868152,0.027558,[ 88 120] ; [36 47],[ 88.63230241 119.36769759] ; [35.36769759 47.63230241],0
p5,1,0.87183,0.026029,[ 48 252] ; [18 90],[ 48.52941176 251.47058824] ; [17.47058824 90.52941176],0
u2,1,0.883861,0.021338,[33 19] ; [15  8],[33.28 18.72] ; [14.72  8.28],0
