Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,27.450714,[71 65] ; [ 32 113],[49.85053381 86.14946619] ; [53.14946619 91.85053381],1
v1,1,4e-06,21.460538,[86 47] ; [53 91],[66.7400722 66.2599278] ; [72.2599278 71.7400722],1
r3,1,5.3e-05,16.32144,[132   3] ; [122  24],[122.02846975  12.97153025] ; [131.97153025  14.02846975],1
p7,1,0.000251,13.404563,[93 40] ; [70 75],[77.98201439 55.01798561] ; [85.01798561 59.98201439],1
p3,1,0.000395,12.557481,[77 56] ; [54 93],[62.225 70.775] ; [68.775 78.225],1
p6,1,0.000676,11.552875,[57 75] ; [ 35 111],[43.68345324 88.31654676] ; [48.31654676 97.68345324],1
r1,1,0.001008,10.812419,[110  26] ; [93 54],[97.55477032 38.44522968] ; [105.44522968  41.55477032],0
s8,1,0.001811,9.73179,[58 77] ; [ 37 109],[45.6405694 89.3594306] ; [49.3594306 96.6405694],0
p10,1,0.004704,7.99002,[107  25] ; [95 49],[96.60869565 35.39130435] ; [105.39130435  38.60869565],0
d3,1,0.016383,5.761295,[60 75] ; [ 45 102],[50.26595745 84.73404255] ; [54.73404255 92.26595745],0
n3,1,0.016635,5.734508,[25  3] ; [22 13],[20.88888889  7.11111111] ; [26.11111111  8.88888889],0
p9,1,0.019822,5.427469,[110  23] ; [102  42],[101.79061372  31.20938628] ; [110.20938628  33.79061372],0
s7,1,0.022234,5.227398,[66 58] ; [54 84],[56.79389313 67.20610687] ; [63.20610687 74.79389313],0
r4,1,0.02506,5.019738,[120  16] ; [115  32],[112.93286219  23.06713781] ; [122.06713781  24.93286219],0
p8,1,0.034793,4.455316,[70 63] ; [58 87],[61.23741007 71.76258993] ; [66.76258993 78.23741007],0
p11,1,0.047291,3.935013,[110  26] ; [104  43],[102.8409894  33.1590106] ; [111.1590106  35.8409894],0
n6,1,0.064045,3.429404,[116  18] ; [114  32],[110.07142857  23.92857143] ; [119.92857143  26.07142857],0
p4,1,0.077711,3.112133,[76 57] ; [68 78],[68.64516129 64.35483871] ; [75.35483871 70.64516129],0
d4,1,0.095316,2.782219,[84 51] ; [77 70],[77.07446809 57.92553191] ; [83.92553191 63.07446809],0
p2,1,0.101232,2.686025,[111  22] ; [111  36],[105.45  27.55] ; [116.55  30.45],0
a5,1,0.103621,2.648915,[89 46] ; [83 64],[82.34042553 52.65957447] ; [89.65957447 57.34042553],0
