Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,48.932487,[101  37] ; [23 66],[75.38325991 62.61674009] ; [48.61674009 40.38325991],1
n4,1,0.000311,13.001383,[117  21] ; [57 32],[105.77973568  32.22026432] ; [68.22026432 20.77973568],1
a3,1,0.000471,12.226561,[109  29] ; [51 38],[97.26872247 40.73127753] ; [62.73127753 26.26872247],1
s3,1,0.000475,12.209447,[125  13] ; [65 24],[115.50660793  22.49339207] ; [74.49339207 14.50660793],1
s6,1,0.002702,8.998601,[116  20] ; [61 28],[106.98666667  29.01333333] ; [70.01333333 18.98666667],0
n6,1,0.004469,8.082524,[119  18] ; [63 25],[110.81777778  26.18222222] ; [71.18222222 16.81777778],0
n5,1,0.005294,7.776245,[113  24] ; [59 30],[104.26548673  32.73451327] ; [67.73451327 21.26548673],0
r1,1,0.0077,7.102066,[119  19] ; [64 25],[111.25110132  26.74889868] ; [71.74889868 17.25110132],0
a5,1,0.008182,6.993111,[105  33] ; [53 36],[96.05286344 41.94713656] ; [61.94713656 27.05286344],0
v4,1,0.009452,6.735302,[134   3] ; [80  9],[129.72566372   7.27433628] ; [84.27433628  4.72566372],0
d2,1,0.009689,6.691216,[78 59] ; [35 54],[68.5 68.5] ; [44.5 44.5],0
p9,1,0.009727,6.684251,[120  17] ; [66 23],[112.75221239  24.24778761] ; [73.24778761 15.75221239],0
a4,1,0.023046,5.165007,[66 72] ; [29 60],[57.75330396 80.24669604] ; [37.24669604 51.75330396],0
r2,1,0.023593,5.124301,[132   5] ; [78 10],[127.86666667   9.13333333] ; [82.13333333  5.86666667],0
s1,1,0.037896,4.309668,[ 10 127] ; [ 1 86],[  6.72767857 130.27232143] ; [ 4.27232143 82.72767857],0
a1,1,0.048639,3.88776,[ 12 126] ; [ 2 87],[  8.51101322 129.48898678] ; [ 5.48898678 83.51101322],0
p1,1,0.056499,3.637271,[ 14 123] ; [ 3 86],[ 10.30530973 126.69469027] ; [ 6.69469027 82.30530973],0
u3,1,0.066714,3.362069,[21  8] ; [18 18],[17.4 11.6] ; [21.6 14.4],0
u4,1,0.078114,3.103713,[  8 130] ; [ 1 88],[  5.47136564 132.52863436] ; [ 3.52863436 85.47136564],0
d5,1,0.081339,3.037942,[113  24] ; [64 24],[107.77333333  29.22666667] ; [69.22666667 18.77333333],0
b2,1,0.08303,3.004567,[40 58] ; [11 32],[35.44680851 62.55319149] ; [15.55319149 27.44680851],0
b3,1,0.08303,3.004567,[40 58] ; [11 32],[35.44680851 62.55319149] ; [15.55319149 27.44680851],0
p5,1,0.090971,2.857111,[ 10 124] ; [ 2 87],[  7.21076233 126.78923767] ; [ 4.78923767 84.21076233],0
r4,1,0.09635,2.76495,[125  13] ; [74 15],[120.97797357  17.02202643] ; [78.02202643 10.97797357],0
d1,1,0.100598,2.696034,[88 50] ; [47 42],[82.07048458 55.92951542] ; [52.92951542 36.07048458],0
a2,1,0.103687,2.647891,[ 36 102] ; [15 74],[ 31.00440529 106.99559471] ; [19.99559471 69.00440529],0
u1,1,0.113342,2.506999,[ 32 106] ; [13 76],[ 27.35682819 110.64317181] ; [17.64317181 71.35682819],0
a7,1,0.127555,2.322015,[95 43] ; [68 19],[99.97333333 38.02666667] ; [63.02666667 23.97333333],0
p3,1,0.128406,2.311671,[68 69] ; [35 54],[62.4380531 74.5619469] ; [40.5619469 48.4380531],0
v2,1,0.157914,1.994085,[78 55] ; [40 42],[72.99534884 60.00465116] ; [45.00465116 36.99534884],0
p10,1,0.15841,1.989342,[115  22] ; [68 21],[110.93362832  26.06637168] ; [72.06637168 16.93362832],0
p8,1,0.160022,1.974016,[68 68] ; [36 53],[62.86222222 73.13777778] ; [41.13777778 47.86222222],0
a8,1,0.183813,1.766522,[ 26 103] ; [11 73],[ 22.4084507 106.5915493] ; [14.5915493 69.4084507],0
v3,1,0.187816,1.734669,[53 76] ; [27 57],[48.45070423 80.54929577] ; [31.54929577 52.45070423],0
v1,1,0.250537,1.320309,[68 64] ; [37 48],[63.87096774 68.12903226] ; [41.12903226 43.87096774],0
p4,1,0.302022,1.065243,[87 51] ; [50 39],[83.28634361 54.71365639] ; [53.71365639 35.28634361],0
p6,1,0.349201,0.876357,[50 86] ; [27 61],[46.75 89.25] ; [30.25 57.75],0
n1,1,0.365258,0.819734,[10 14] ; [ 7 17],[ 8.5 15.5] ; [ 8.5 15.5],0
p7,1,0.373712,0.791283,[88 46] ; [52 35],[84.88687783 49.11312217] ; [55.11312217 31.88687783],0
p2,1,0.389198,0.741447,[114  23] ; [70 19],[111.53982301  25.46017699] ; [72.46017699 16.53982301],0
n2,1,0.403615,0.697529,[16  9] ; [18  6],[17.34693878  7.65306122] ; [16.65306122  7.34693878],0
u2,1,0.407154,0.687097,[18 10] ; [20 17],[16.36923077 11.63076923] ; [21.63076923 15.36923077],0
p11,1,0.554512,0.349295,[110  28] ; [68 21],[108.21145374  29.78854626] ; [69.78854626 19.21145374],0
a6,1,0.62297,0.241716,[88 49] ; [60 29],[89.71681416 47.28318584] ; [58.28318584 30.71681416],0
d4,1,0.656245,0.198118,[114  23] ; [72 17],[112.75221239  24.24778761] ; [73.24778761 15.75221239],0
b1,1,0.661777,0.191372,[63 75] ; [38 51],[61.40088106 76.59911894] ; [39.59911894 49.40088106],0
s4,1,0.696108,0.152552,[ 25 113] ; [14 73],[ 23.92 114.08] ; [15.08 71.92],0
r3,1,0.751008,0.100686,[132   5] ; [85  4],[131.54424779   5.45575221] ; [85.45575221  3.54424779],0
