Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,5.9e-05,16.127646,[ 9 50] ; [23 21],[18.33009709 40.66990291] ; [13.66990291 30.33009709],1
p4,1,0.000198,13.853755,[17 42] ; [30 16],[26.40952381 32.59047619] ; [20.59047619 25.40952381],1
b1,1,0.001482,10.101059,[18 42] ; [28 18],[26.03773585 33.96226415] ; [19.96226415 26.03773585],0
p7,1,0.004299,8.15281,[25 35] ; [32 14],[32.26415094 27.73584906] ; [24.73584906 21.26415094],0
p8,1,0.045448,4.001938,[17 42] ; [22 24],[21.91428571 37.08571429] ; [17.08571429 28.91428571],0
a8,1,0.063737,3.437374,[ 9 45] ; [ 2 41],[ 6.12371134 47.87628866] ; [ 4.87628866 38.12371134],0
u3,1,0.076523,3.137255,[ 6 11] ; [10  5],[8.5 8.5] ; [7.5 7.5],0
n6,1,0.104965,2.628443,[43 17] ; [26 20],[39.05660377 20.94339623] ; [29.94339623 16.05660377],0
a5,1,0.115041,2.483563,[40 20] ; [37  9],[43.58490566 16.41509434] ; [33.41509434 12.58490566],0
a2,1,0.155786,2.014658,[ 9 51] ; [12 34],[11.88679245 48.11320755] ; [ 9.11320755 36.88679245],0
p2,1,0.188442,1.729759,[43 17] ; [38  8],[45.8490566 14.1509434] ; [35.1509434 10.8490566],0
s8,1,0.211367,1.562042,[19 41] ; [20 26],[22.0754717 37.9245283] ; [16.9245283 29.0754717],0
r3,1,0.236378,1.402068,[58  2] ; [42  4],[56.60377358  3.39622642] ; [43.39622642  2.60377358],0
p1,1,0.267621,1.228901,[ 3 56] ; [ 5 41],[ 4.4952381 54.5047619] ; [ 3.5047619 42.4952381],0
p10,1,0.298605,1.080412,[34 26] ; [30 15],[36.57142857 23.42857143] ; [27.42857143 17.57142857],0
v4,1,0.354795,0.856233,[52  7] ; [43  3],[53.38095238  5.61904762] ; [41.61904762  4.38095238],0
r2,1,0.377116,0.780084,[51  7] ; [41  3],[52.31372549  5.68627451] ; [39.68627451  4.31372549],0
r4,1,0.401982,0.70239,[53  7] ; [38  8],[51.50943396  8.49056604] ; [39.49056604  6.50943396],0
n1,1,0.404657,0.694444,[ 4 12] ; [1 8],[ 3.2 12.8] ; [1.8 7.2],0
s2,1,0.435827,0.607244,[20 39] ; [19 27],[21.91428571 37.08571429] ; [17.08571429 28.91428571],0
a1,1,0.449189,0.572698,[ 3 57] ; [ 1 45],[ 2.26415094 57.73584906] ; [ 1.73584906 44.26415094],0
s4,1,0.461984,0.541083,[11 49] ; [ 6 40],[ 9.62264151 50.37735849] ; [ 7.37735849 38.62264151],0
n2,1,0.509432,0.435233,[11  5] ; [5 4],[10.24  5.76] ; [5.76 3.24],0
s7,1,0.537845,0.379548,[23 34] ; [20 23],[24.51 32.49] ; [18.49 24.51],0
d1,1,0.539272,0.376891,[29 31] ; [25 21],[30.56603774 29.43396226] ; [23.43396226 22.56603774],0
a4,1,0.581778,0.303368,[28 32] ; [19 27],[26.60377358 33.39622642] ; [20.39622642 25.60377358],0
b5,1,0.582844,0.30166,[36 24] ; [30 16],[37.35849057 22.64150943] ; [28.64150943 17.35849057],0
s5,1,0.58361,0.300435,[11 46] ; [ 6 34],[ 9.98969072 47.01030928] ; [ 7.01030928 32.98969072],0
a3,1,0.634634,0.225829,[43 17] ; [31 15],[41.88679245 18.11320755] ; [32.11320755 13.88679245],0
d5,1,0.640875,0.217599,[46 14] ; [37  9],[46.98113208 13.01886792] ; [36.01886792  9.98113208],0
u1,1,0.701527,0.146889,[ 8 52] ; [ 5 41],[ 7.35849057 52.64150943] ; [ 5.64150943 40.35849057],0
p11,1,0.705868,0.142439,[45 15] ; [33 13],[44.1509434 15.8490566] ; [33.8490566 12.1509434],0
s1,1,0.736852,0.112913,[ 3 57] ; [ 3 43],[ 3.39622642 56.60377358] ; [ 2.60377358 43.39622642],0
v3,1,0.73787,0.112008,[16 41] ; [14 31],[16.76470588 40.23529412] ; [13.23529412 31.76470588],0
d2,1,0.743783,0.10683,[28 32] ; [20 26],[27.16981132 32.83018868] ; [20.83018868 25.16981132],0
s6,1,0.758668,0.09439,[29 30] ; [24 22],[29.78095238 29.21904762] ; [23.21904762 22.78095238],0
u2,1,0.783779,0.075294,[11  6] ; [9 6],[10.625  6.375] ; [9.375 5.625],0
p5,1,0.785883,0.073799,[ 2 58] ; [ 2 44],[ 2.26415094 57.73584906] ; [ 1.73584906 44.26415094],0
p12,1,0.799162,0.064736,[ 2 57] ; [ 2 44],[ 2.24761905 56.75238095] ; [ 1.75238095 44.24761905],0
d3,1,0.813642,0.055569,[43 17] ; [32 14],[42.45283019 17.54716981] ; [32.54716981 13.45283019],0
s3,1,0.813761,0.055497,[27 31] ; [22 23],[27.59223301 30.40776699] ; [21.40776699 23.59223301],0
a6,1,0.835086,0.04334,[39 21] ; [29 17],[38.49056604 21.50943396] ; [29.50943396 16.49056604],0
b4,1,0.835086,0.04334,[39 21] ; [29 17],[38.49056604 21.50943396] ; [29.50943396 16.49056604],0
d4,1,0.840284,0.040614,[50 10] ; [39  7],[50.37735849  9.62264151] ; [38.62264151  7.37735849],0
r1,1,0.845883,0.037781,[46 14] ; [36 10],[46.41509434 13.58490566] ; [35.58490566 10.41509434],0
p9,1,0.846418,0.037516,[40 19] ; [32 14],[40.45714286 18.54285714] ; [31.54285714 14.45714286],0
v2,1,0.927179,0.008353,[31 27] ; [25 21],[31.23076923 26.76923077] ; [24.76923077 21.23076923],0
a7,1,0.961456,0.002335,[42 18] ; [32 14],[41.88679245 18.11320755] ; [32.11320755 13.88679245],0
v1,1,0.971712,0.001257,[23 35] ; [18 27],[23.08737864 34.91262136] ; [17.91262136 27.08737864],0
