Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.002536,9.114583,[ 5 15] ; [7 1],[ 8.57142857 11.42857143] ; [3.42857143 4.57142857],0
p4,1,0.008761,6.870996,[ 4 18] ; [6 3],[ 7.09677419 14.90322581] ; [2.90322581 6.09677419],0
s8,1,0.008761,6.870996,[ 4 18] ; [6 3],[ 7.09677419 14.90322581] ; [2.90322581 6.09677419],0
v4,1,0.090969,2.857143,[16  5] ; [4 5],[14.  7.] ; [6. 3.],0
p11,1,0.124634,2.358101,[11 12] ; [7 2],[12.9375 10.0625] ; [5.0625 3.9375],0
p5,1,0.130778,2.283249,[ 1 21] ; [2 7],[ 2.12903226 19.87096774] ; [0.87096774 8.12903226],0
s6,1,0.150584,2.066327,[ 8 13] ; [6 3],[ 9.8 11.2] ; [4.2 4.8],0
n4,1,0.199,1.6497,[18  5] ; [5 4],[16.53125  6.46875] ; [6.46875 2.53125],0
p10,1,0.221719,1.493213,[11 11] ; [6 2],[12.46666667  9.53333333] ; [4.53333333 3.46666667],0
p8,1,0.226601,1.46207,[ 5 17] ; [4 5],[ 6.38709677 15.61290323] ; [2.61290323 6.38709677],0
a5,1,0.264122,1.247021,[13 10] ; [7 2],[14.375  8.625] ; [5.625 3.375],0
v1,1,0.283391,1.150758,[10 12] ; [6 3],[11.35483871 10.64516129] ; [4.64516129 4.35483871],0
s5,1,0.322203,0.979985,[ 2 20] ; [2 7],[ 2.83870968 19.16129032] ; [1.16129032 7.83870968],0
d2,1,0.32564,0.966157,[14  8] ; [4 5],[12.77419355  9.22580645] ; [5.22580645 3.77419355],0
a4,1,0.336929,0.92208,[12 11] ; [3 6],[10.78125 12.21875] ; [4.21875 4.78125],0
n2,1,0.394344,0.725505,[7 5] ; [4 1],[7.76470588 4.23529412] ; [3.23529412 1.76470588],0
p3,1,0.398025,0.714286,[ 6 15] ; [4 5],[ 7. 14.] ; [3. 6.],0
d1,1,0.399727,0.709148,[14  9] ; [4 5],[12.9375 10.0625] ; [5.0625 3.9375],0
b5,1,0.399727,0.709148,[14  9] ; [4 5],[12.9375 10.0625] ; [5.0625 3.9375],0
n6,1,0.444549,0.584512,[14  8] ; [7 2],[14.90322581  7.09677419] ; [6.09677419 2.90322581],0
p2,1,0.469313,0.523594,[11 10] ; [6 3],[11.9  9.1] ; [5.1 3.9],0
u1,1,0.477315,0.504992,[ 1 22] ; [1 8],[ 1.4375 21.5625] ; [0.5625 8.4375],0
p1,1,0.488593,0.479623,[ 5 18] ; [1 8],[ 4.3125 18.6875] ; [1.6875 7.3125],0
s2,1,0.500184,0.454545,[ 8 14] ; [4 4],[ 8.8 13.2] ; [3.2 4.8],0
b3,1,0.515305,0.42328,[5 5] ; [4 2],[5.625 4.375] ; [3.375 2.625],0
b2,1,0.515305,0.42328,[5 5] ; [4 2],[5.625 4.375] ; [3.375 2.625],0
a6,1,0.59933,0.276008,[13 10] ; [6 3],[13.65625  9.34375] ; [5.34375 3.65625],0
p9,1,0.610163,0.259938,[15  8] ; [6 2],[15.58064516  7.41935484] ; [5.41935484 2.58064516],0
p7,1,0.675014,0.175793,[ 8 14] ; [4 5],[ 8.51612903 13.48387097] ; [3.48387097 5.51612903],0
r1,1,0.675014,0.175793,[ 8 14] ; [4 5],[ 8.51612903 13.48387097] ; [3.48387097 5.51612903],0
v2,1,0.675014,0.175793,[14  8] ; [5 4],[13.48387097  8.51612903] ; [5.51612903 3.48387097],0
a2,1,0.681867,0.168032,[ 6 17] ; [3 6],[ 6.46875 16.53125] ; [2.53125 6.46875],0
u2,1,0.709388,0.138889,[2 1] ; [1 1],[1.8 1.2] ; [1.2 0.8],0
n5,1,0.735785,0.113866,[16  6] ; [6 3],[15.61290323  6.38709677] ; [6.38709677 2.61290323],0
r3,1,0.744954,0.10582,[13  8] ; [5 4],[12.6  8.4] ; [5.4 3.6],0
a3,1,0.752917,0.099096,[19  4] ; [7 2],[18.6875  4.3125] ; [7.3125 1.6875],0
d5,1,0.752917,0.099096,[19  4] ; [7 2],[18.6875  4.3125] ; [7.3125 1.6875],0
p6,1,0.770515,0.08509,[ 6 16] ; [2 7],[ 5.67741935 16.32258065] ; [2.32258065 6.67741935],0
b4,1,0.78317,0.07573,[14  9] ; [5 4],[13.65625  9.34375] ; [5.34375 3.65625],0
n1,1,0.793258,0.068687,[4 8] ; [2 3],[4.23529412 7.76470588] ; [1.76470588 3.23529412],0
s3,1,0.832894,0.044518,[ 7 14] ; [3 5],[ 7.24137931 13.75862069] ; [2.75862069 5.24137931],0
a7,1,0.856315,0.032785,[13  9] ; [5 4],[12.77419355  9.22580645] ; [5.22580645 3.77419355],0
d3,1,0.93814,0.006023,[15  8] ; [6 3],[15.09375  7.90625] ; [5.90625 3.09375],0
n3,1,0.949272,0.004048,[7 5] ; [3 2],[7.05882353 4.94117647] ; [2.94117647 2.05882353],0
b1,1,0.960492,0.002454,[10 13] ; [4 5],[10.0625 12.9375] ; [3.9375 5.0625],0
