Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,4.5e-05,16.66016,[28 39] ; [10 71],[17.2027027 49.7972973] ; [20.7972973 60.2027027],1
a5,1,0.001596,9.964399,[48 23] ; [35 48],[38.26623377 32.73376623] ; [44.73376623 38.26623377],0
r1,1,0.00161,9.948379,[55 15] ; [45 38],[45.75163399 24.24836601] ; [54.24836601 28.75163399],0
d5,1,0.002041,9.511856,[60 11] ; [51 31],[51.50980392 19.49019608] ; [59.49019608 22.50980392],0
r2,1,0.005091,7.846811,[67  3] ; [67 16],[61.30718954  8.69281046] ; [72.69281046 10.30718954],0
d1,1,0.005993,7.55235,[44 27] ; [33 50],[35.5 35.5] ; [41.5 41.5],0
r3,1,0.007362,7.182406,[69  2] ; [70 13],[64.08441558  6.91558442] ; [74.91558442  8.08441558],0
v1,1,0.010942,6.474702,[33 37] ; [22 59],[25.49668874 44.50331126] ; [29.50331126 51.49668874],0
a6,1,0.035731,4.409893,[47 24] ; [41 42],[40.57142857 30.42857143] ; [47.42857143 35.57142857],0
a3,1,0.043252,4.085513,[47 24] ; [41 41],[40.83660131 30.16339869] ; [47.16339869 34.83660131],0
b1,1,0.045774,3.989902,[19 52] ; [35 48],[24.8961039 46.1038961] ; [29.1038961 53.8961039],0
u1,1,0.046186,3.974784,[10 61] ; [ 4 79],[ 6.45454545 64.54545455] ; [ 7.54545455 75.45454545],0
p12,1,0.056844,3.627141,[ 5 64] ; [ 1 82],[ 2.72368421 66.27631579] ; [ 3.27631579 79.72368421],0
d4,1,0.058243,3.586713,[61 10] ; [61 22],[56.24675325 14.75324675] ; [65.75324675 17.24675325],0
d3,1,0.072158,3.233241,[53 18] ; [50 32],[47.79738562 23.20261438] ; [55.20261438 26.79738562],0
s6,1,0.074785,3.174748,[42 27] ; [38 44],[36.55629139 32.44370861] ; [43.44370861 38.55629139],0
r4,1,0.090141,2.871846,[58 13] ; [58 25],[53.48051948 17.51948052] ; [62.51948052 20.48051948],0
u3,1,0.143479,2.140244,[12 12] ; [28 13],[14.76923077  9.23076923] ; [25.23076923 15.76923077],0
a2,1,0.164569,1.931737,[10 61] ; [ 6 77],[ 7.37662338 63.62337662] ; [ 8.62337662 74.37662338],0
