Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,76.995439,[41 73] ; [241  57],[78.02912621 35.97087379] ; [203.97087379  94.02912621],1
d3,1,0.0,66.461513,[57 57] ; [262  37],[88.05326877 25.94673123] ; [230.94673123  68.05326877],1
a2,1,0.0,29.085027,[ 10 104] ; [106 193],[32.01937046 81.98062954] ; [ 83.98062954 215.01937046],1
u1,1,0.0,27.421995,[  6 108] ; [ 88 211],[25.94673123 88.05326877] ; [ 68.05326877 230.94673123],1
d1,1,0.000814,11.20803,[68 46] ; [228  71],[81.70460048 32.29539952] ; [214.29539952  84.70460048],1
p4,1,0.001408,10.194861,[60 52] ; [209  88],[73.66259169 38.33740831] ; [195.33740831 101.66259169],0
v4,1,0.004464,8.084695,[105   9] ; [291   6],[109.83941606   4.16058394] ; [286.16058394  10.83941606],0
b5,1,0.004866,7.928481,[60 54] ; [202  97],[72.31961259 41.68038741] ; [189.68038741 109.31961259],0
p2,1,0.007589,7.127983,[88 22] ; [268  30],[95.98039216 14.01960784] ; [260.01960784  37.98039216],0
r4,1,0.0089,6.842749,[97 17] ; [279  20],[103.78692494  10.21307506] ; [272.21307506  26.78692494],0
b1,1,0.009907,6.651609,[55 59] ; [103 196],[43.6125908 70.3874092] ; [114.3874092 184.6125908],0
d5,1,0.010616,6.528491,[94 20] ; [273  26],[101.30266344  12.69733656] ; [265.69733656  33.30266344],0
b3,1,0.016533,5.745279,[44 35] ; [ 73 111],[35.14448669 43.85551331] ; [ 81.85551331 102.14448669],0
b2,1,0.016533,5.745279,[44 35] ; [ 73 111],[35.14448669 43.85551331] ; [ 81.85551331 102.14448669],0
r2,1,0.020034,5.408947,[102  10] ; [287  10],[106.52322738   5.47677262] ; [282.47677262  14.52322738],0
b4,1,0.049504,3.858178,[60 54] ; [189 110],[68.73123487 45.26876513] ; [180.26876513 118.73123487],0
a1,1,0.05847,3.580273,[ 11 103] ; [ 14 285],[  6.90072639 107.09927361] ; [ 18.09927361 280.90072639],0
p8,1,0.064899,3.407542,[56 53] ; [181 113],[64.10173697 44.89826303] ; [172.89826303 121.10173697],0
p6,1,0.076231,3.143482,[39 68] ; [135 156],[46.77889447 60.22110553] ; [127.22110553 163.77889447],0
p12,1,0.09817,2.735022,[  7 102] ; [ 36 261],[11.54433498 97.45566502] ; [ 31.45566502 265.54433498],0
a5,1,0.106154,2.610562,[84 30] ; [242  57],[89.98547215 24.01452785] ; [236.01452785  62.98547215],0
a8,1,0.128661,2.308592,[12 99] ; [ 44 215],[16.8 94.2] ; [ 39.2 219.8],0
n6,1,0.14185,2.157779,[90 21] ; [258  39],[94.67647059 16.32352941] ; [253.32352941  43.67647059],0
r3,1,0.142508,2.150664,[107   7] ; [289   9],[109.57281553   4.42718447] ; [286.42718447  11.57281553],0
u2,1,0.147483,2.098088,[10 11] ; [45 24],[12.83333333  8.16666667] ; [42.16666667 26.83333333],0
r1,1,0.158998,1.983727,[91 23] ; [254  43],[95.69343066 18.30656934] ; [249.30656934  47.69343066],0
s2,1,0.188635,1.728245,[71 43] ; [162 132],[65.10294118 48.89705882] ; [167.89705882 126.10294118],0
s5,1,0.202386,1.625072,[52 58] ; [115 171],[46.38888889 63.61111111] ; [120.61111111 165.38888889],0
n1,1,0.209164,1.577206,[13 11] ; [21 33],[10.46153846 13.53846154] ; [23.53846154 30.46153846],0
p1,1,0.211548,1.560803,[  6 107] ; [ 27 271],[  9.0729927 103.9270073] ; [ 23.9270073 274.0729927],0
s3,1,0.251878,1.312855,[70 44] ; [161 131],[64.86206897 49.13793103] ; [166.13793103 125.86206897],0
s8,1,0.270517,1.214123,[63 50] ; [147 149],[58.0195599 54.9804401] ; [151.9804401 144.0195599],0
a3,1,0.290997,1.115001,[93 21] ; [228  69],[89.03649635 24.96350365] ; [231.96350365  65.03649635],0
v2,1,0.380184,0.770108,[73 36] ; [208  83],[76.5725 32.4275] ; [204.4275  86.5725],0
p3,1,0.388017,0.745146,[59 52] ; [172 125],[62.84558824 48.15441176] ; [168.15441176 128.84558824],0
s6,1,0.455177,0.557728,[77 33] ; [216  77],[79.9751861 30.0248139] ; [213.0248139  79.9751861],0
p7,1,0.556497,0.345806,[78 31] ; [198  91],[75.5879397 33.4120603] ; [200.4120603  88.5879397],0
p11,1,0.593253,0.285292,[90 24] ; [243  56],[91.91767554 22.08232446] ; [241.08232446  57.91767554],0
s4,1,0.61573,0.251915,[19 95] ; [ 43 250],[17.36609337 96.63390663] ; [ 44.63390663 248.36609337],0
n2,1,0.634501,0.226006,[17  7] ; [41 13],[17.84615385  6.15384615] ; [40.15384615 13.84615385],0
p9,1,0.697243,0.151356,[97 14] ; [261  33],[98.11851852 12.88148148] ; [259.88148148  34.11851852],0
u4,1,0.71069,0.137589,[  3 111] ; [ 10 289],[  3.58837772 110.41162228] ; [  9.41162228 289.58837772],0
s7,1,0.711435,0.136848,[61 49] ; [150 131],[59.36061381 50.63938619] ; [151.63938619 129.36061381],0
u3,1,0.716744,0.131634,[13  8] ; [47 24],[13.69565217  7.30434783] ; [46.30434783 24.69565217],0
n3,1,0.72109,0.127451,[15  9] ; [36 18],[15.69230769  8.30769231] ; [35.30769231 18.69230769],0
p10,1,0.78409,0.075072,[92 18] ; [250  45],[92.88888889 17.11111111] ; [249.11111111  45.88888889],0
a4,1,0.789087,0.071555,[58 56] ; [156 142],[59.21359223 54.78640777] ; [154.78640777 143.21359223],0
d2,1,0.828361,0.047004,[61 53] ; [163 135],[61.98058252 52.01941748] ; [162.01941748 135.98058252],0
n5,1,0.852694,0.034478,[90 22] ; [237  61],[89.32682927 22.67317073] ; [237.67317073  60.32682927],0
p5,1,0.945729,0.004634,[16 94] ; [ 44 253],[16.21621622 93.78378378] ; [ 43.78378378 253.21621622],0
n4,1,0.948317,0.004202,[90 23] ; [239  60],[90.23543689 22.76456311] ; [238.76456311  60.23543689],0
s1,1,0.970569,0.001361,[  3 110] ; [  8 286],[  3.05405405 109.94594595] ; [  7.94594595 286.05405405],0
v3,1,0.99459,4.6e-05,[56 54] ; [146 141],[55.9697733 54.0302267] ; [146.0302267 140.9697733],0
