Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,2e-06,22.222982,[25 23] ; [ 9 63],[13.6 34.4] ; [20.4 51.6],1
s7,1,1.4e-05,18.844974,[21 27] ; [ 6 61],[11.26956522 36.73043478] ; [15.73043478 51.26956522],1
s3,1,3.8e-05,16.948951,[32 15] ; [21 50],[21.11016949 25.88983051] ; [31.88983051 39.11016949],1
s5,1,0.000202,13.816116,[16 31] ; [ 5 65],[ 8.43589744 38.56410256] ; [12.56410256 57.43589744],1
s8,1,0.00058,11.838001,[15 34] ; [ 5 67],[ 8.09917355 40.90082645] ; [11.90082645 60.09917355],1
s4,1,0.000662,11.592404,[16 33] ; [ 6 66],[ 8.90909091 40.09090909] ; [13.09090909 58.90909091],1
u3,1,0.00156,10.00586,[18 10] ; [10 29],[11.70149254 16.29850746] ; [16.29850746 22.70149254],0
p3,1,0.004295,8.154762,[23 26] ; [16 56],[15.79338843 33.20661157] ; [23.20661157 48.79338843],0
p8,1,0.013655,6.082208,[18 31] ; [12 59],[12.25 36.75] ; [17.75 53.25],0
p4,1,0.013917,6.048647,[22 27] ; [17 55],[15.79338843 33.20661157] ; [23.20661157 48.79338843],0
d5,1,0.03316,4.5375,[28 21] ; [27 45],[22.27272727 26.72727273] ; [32.72727273 39.27272727],0
v4,1,0.037412,4.331568,[43  6] ; [51 20],[38.38333333 10.61666667] ; [55.61666667 15.38333333],0
b3,1,0.049155,3.870069,[ 5 25] ; [17 28],[ 8.8 21.2] ; [13.2 31.8],0
b2,1,0.049155,3.870069,[ 5 25] ; [17 28],[ 8.8 21.2] ; [13.2 31.8],0
n5,1,0.049783,3.848742,[31 18] ; [32 39],[25.725 23.275] ; [37.275 33.725],0
r3,1,0.051569,3.789695,[42  7] ; [50 21],[37.56666667 11.43333333] ; [54.43333333 16.56666667],0
d4,1,0.069877,3.285916,[30 19] ; [32 40],[25.10743802 23.89256198] ; [36.89256198 35.10743802],0
a7,1,0.08176,3.029561,[30 19] ; [32 39],[25.31666667 23.68333333] ; [36.68333333 34.31666667],0
