Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,33.373501,[40 46] ; [225  61],[61.26344086 24.73655914] ; [203.73655914  82.26344086],1
s6,1,7e-06,20.277563,[61 26] ; [254  29],[74.06756757 12.93243243] ; [240.93243243  42.06756757],1
a3,1,1.1e-05,19.314374,[55 33] ; [241  45],[69.64705882 18.35294118] ; [226.35294118  59.64705882],1
s3,1,3.7e-05,17.006009,[49 37] ; [225  59],[63.68648649 22.31351351] ; [210.31351351  73.68648649],1
n5,1,0.000204,13.794769,[57 30] ; [239  46],[69.22580645 17.77419355] ; [226.77419355  58.22580645],1
n6,1,0.000726,11.420318,[68 20] ; [258  26],[77.11827957 10.88172043] ; [248.88172043  35.11827957],1
p5,1,0.001498,10.080609,[ 4 84] ; [ 52 230],[13.31891892 74.68108108] ; [ 42.68108108 239.31891892],0
s5,1,0.001544,10.025629,[24 58] ; [134 139],[36.49577465 45.50422535] ; [121.50422535 151.49577465],0
u1,1,0.01512,5.902404,[12 76] ; [ 75 212],[20.416 67.584] ; [ 66.584 220.416],0
v3,1,0.028418,4.802513,[31 53] ; [139 136],[39.77715877 44.22284123] ; [130.22284123 144.77715877],0
v4,1,0.028517,4.796537,[82  6] ; [279   6],[85.1689008  2.8310992] ; [275.8310992   9.1689008],0
r2,1,0.030874,4.659965,[80  7] ; [275   8],[83.47297297  3.52702703] ; [271.52702703  11.47297297],0
n4,1,0.039931,4.220825,[66 22] ; [241  44],[72.42895442 15.57104558] ; [234.57104558  50.42895442],0
p9,1,0.046122,3.977137,[75 13] ; [264  22],[79.76470588  8.23529412] ; [259.23529412  26.76470588],0
u4,1,0.096747,2.758372,[ 1 87] ; [ 15 272],[ 3.75466667 84.24533333] ; [ 12.24533333 274.75466667],0
v2,1,0.111518,2.532578,[45 38] ; [177 100],[51.18333333 31.81666667] ; [170.81666667 106.18333333],0
a7,1,0.113359,2.506761,[66 21] ; [192  95],[60.01604278 26.98395722] ; [197.98395722  89.01604278],0
b4,1,0.124419,2.360796,[56 32] ; [156 131],[49.74933333 38.25066667] ; [162.25066667 124.74933333],0
v1,1,0.14405,2.134154,[47 37] ; [180  98],[52.67403315 31.32596685] ; [174.32596685 103.67403315],0
a2,1,0.148091,2.091801,[18 70] ; [ 81 206],[23.232 64.768] ; [ 75.768 211.232],0
p1,1,0.149112,2.081315,[ 5 83] ; [ 31 254],[ 8.49329759 79.50670241] ; [ 27.50670241 257.49329759],0
p10,1,0.154031,2.031866,[73 15] ; [252  32],[76.88172043 11.11827957] ; [248.11827957  35.88172043],0
n1,1,0.164305,1.934152,[ 5 11] ; [29 28],[7.45205479 8.54794521] ; [26.54794521 30.45205479],0
