Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000122,14.755233,[30  5] ; [10 16],[22.95081967 12.04918033] ; [17.04918033  8.95081967],1
s3,1,0.067448,3.344054,[19 16] ; [ 8 18],[15.49180328 19.50819672] ; [11.50819672 14.49180328],0
n1,1,0.08135,3.037718,[ 3 11] ; [7 6],[5.18518519 8.81481481] ; [4.81481481 8.18518519],0
b5,1,0.083542,2.994612,[22 13] ; [11 16],[18.62903226 16.37096774] ; [14.37096774 12.62903226],0
s1,1,0.083965,2.986425,[ 1 33] ; [ 4 22],[ 2.83333333 31.16666667] ; [ 2.16666667 23.83333333],0
v2,1,0.099501,2.713516,[12 22] ; [ 4 21],[ 9.22033898 24.77966102] ; [ 6.77966102 18.22033898],0
d5,1,0.108097,2.581831,[17 17] ; [ 8 19],[13.93442623 20.06557377] ; [11.06557377 15.93442623],0
a4,1,0.119561,2.423059,[ 4 31] ; [ 7 19],[ 6.31147541 28.68852459] ; [ 4.68852459 21.31147541],0
p3,1,0.129885,2.293877,[11 24] ; [ 4 23],[ 8.46774194 26.53225806] ; [ 6.53225806 20.46774194],0
s5,1,0.13627,2.219581,[ 7 26] ; [ 2 25],[ 4.95 28.05] ; [ 4.05 22.95],0
d2,1,0.14114,2.165491,[ 5 30] ; [ 8 19],[ 7.33870968 27.66129032] ; [ 5.66129032 21.33870968],0
n5,1,0.17122,1.872226,[22 12] ; [21  5],[24.36666667  9.63333333] ; [18.63333333  7.36666667],0
n3,1,0.188206,1.731602,[10  4] ; [5 6],[8.4 5.6] ; [6.6 4.4],0
n4,1,0.251366,1.315698,[20 14] ; [19  7],[22.1 11.9] ; [16.9  9.1],0
p8,1,0.254706,1.297306,[11 23] ; [ 5 21],[ 9.06666667 24.93333333] ; [ 6.93333333 19.06666667],0
d3,1,0.270912,1.212121,[13 20] ; [ 7 20],[11. 22.] ; [ 9. 18.],0
b4,1,0.324447,0.970934,[16 19] ; [ 9 18],[14.11290323 20.88709677] ; [10.88709677 16.11290323],0
u2,1,0.330995,0.945,[ 7 13] ; [ 3 12],[ 5.71428571 14.28571429] ; [ 4.28571429 10.71428571],0
a7,1,0.362142,0.83045,[21 13] ; [13 13],[19.26666667 14.73333333] ; [14.73333333 11.26666667],0
r2,1,0.377135,0.78002,[30  5] ; [20  6],[28.68852459  6.31147541] ; [21.31147541  4.68852459],0
a6,1,0.442235,0.590476,[19 16] ; [12 15],[17.5 17.5] ; [13.5 13.5],0
u3,1,0.485667,0.486111,[ 7 13] ; [7 8],[ 8. 12.] ; [6. 9.],0
a8,1,0.487998,0.480937,[ 6 26] ; [ 3 22],[ 5.05263158 26.94736842] ; [ 3.94736842 21.05263158],0
r1,1,0.553958,0.350275,[17 17] ; [11 15],[15.86666667 18.13333333] ; [12.13333333 13.86666667],0
n2,1,0.581206,0.304289,[9 5] ; [7 6],[8.2962963 5.7037037] ; [7.7037037 5.2962963],0
a3,1,0.693012,0.155844,[15 20] ; [12 13],[15.75 19.25] ; [11.25 13.75],0
p5,1,0.719886,0.128602,[ 2 32] ; [ 1 25],[ 1.7 32.3] ; [ 1.3 24.7],0
v1,1,0.75592,0.096623,[13 22] ; [ 9 18],[12.41935484 22.58064516] ; [ 9.58064516 17.41935484],0
d1,1,0.851614,0.034991,[ 1 34] ; [ 1 26],[ 1.12903226 33.87096774] ; [ 0.87096774 26.12903226],0
a2,1,0.867451,0.027855,[ 3 32] ; [ 2 25],[ 2.82258065 32.17741935] ; [ 2.17741935 24.82258065],0
v3,1,0.89611,0.01705,[ 9 25] ; [ 7 18],[ 9.22033898 24.77966102] ; [ 6.77966102 18.22033898],0
b1,1,0.900536,0.015621,[20 15] ; [15 12],[19.75806452 15.24193548] ; [15.24193548 11.75806452],0
a5,1,0.973621,0.001093,[17 18] ; [13 14],[16.93548387 18.06451613] ; [13.06451613 13.93548387],0
