Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000122,14.755233,[30  5] ; [10 16],[22.95081967 12.04918033] ; [17.04918033  8.95081967],1
p4,1,0.000481,12.188664,[22 13] ; [ 5 22],[15.24193548 19.75806452] ; [11.75806452 15.24193548],1
s7,1,0.003369,8.59585,[16 17] ; [ 3 22],[10.81034483 22.18965517] ; [ 8.18965517 16.81034483],0
s2,1,0.005359,7.75422,[17 18] ; [ 4 23],[11.85483871 23.14516129] ; [ 9.14516129 17.85483871],0
v4,1,0.006045,7.536728,[30  5] ; [14 12],[25.24590164  9.75409836] ; [18.75409836  7.24590164],0
p7,1,0.007347,7.186086,[21 13] ; [ 7 19],[15.86666667 18.13333333] ; [12.13333333 13.86666667],0
r4,1,0.007591,7.127491,[26  9] ; [11 16],[20.88709677 14.11290323] ; [16.11290323 10.88709677],0
p9,1,0.007675,7.107843,[22 12] ; [ 7 17],[17. 17.] ; [12. 12.],0
p10,1,0.007736,7.093619,[18 15] ; [ 5 20],[13.0862069 19.9137931] ; [ 9.9137931 15.0862069],0
s8,1,0.0202,5.394513,[13 22] ; [ 3 24],[ 9.03225806 25.96774194] ; [ 6.96774194 20.03225806],0
n6,1,0.024964,5.026399,[26  9] ; [12 14],[21.80327869 13.19672131] ; [16.19672131  9.80327869],0
b3,1,0.032439,4.575163,[ 2 15] ; [ 8 10],[ 4.85714286 12.14285714] ; [ 5.14285714 12.85714286],0
b2,1,0.032439,4.575163,[ 2 15] ; [ 8 10],[ 4.85714286 12.14285714] ; [ 5.14285714 12.85714286],0
s6,1,0.044129,4.051627,[17 16] ; [ 7 20],[13.2 19.8] ; [10.8 16.2],0
p1,1,0.054545,3.695944,[ 2 33] ; [ 6 21],[ 4.51612903 30.48387097] ; [ 3.48387097 23.51612903],0
p6,1,0.058896,3.568197,[11 23] ; [ 3 23],[ 7.93333333 26.06666667] ; [ 6.06666667 19.93333333],0
s4,1,0.061363,3.500171,[ 9 26] ; [ 2 25],[ 6.20967742 28.79032258] ; [ 4.79032258 22.20967742],0
