Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p5,1,0.022807,5.183152,[ 3 20] ; [5 5],[ 5.57575758 17.42424242] ; [2.42424242 7.57575758],0
b4,1,0.052821,3.749565,[10 13] ; [8 2],[12.54545455 10.45454545] ; [5.45454545 4.54545455],0
b1,1,0.06187,3.486522,[15  8] ; [3 7],[12.54545455 10.45454545] ; [5.45454545 4.54545455],0
p2,1,0.141815,2.158152,[15  8] ; [9 1],[16.72727273  6.27272727] ; [7.27272727 2.72727273],0
v2,1,0.161214,1.962804,[13 10] ; [3 7],[11.15151515 11.84848485] ; [4.84848485 5.15151515],0
n2,1,0.196706,1.666667,[4 2] ; [1 3],[3. 3.] ; [2. 2.],0
n3,1,0.196706,1.666667,[4 2] ; [1 3],[3. 3.] ; [2. 2.],0
p4,1,0.19757,1.660248,[13 10] ; [8 2],[14.63636364  8.36363636] ; [6.36363636 3.63636364],0
d4,1,0.208082,1.584717,[16  7] ; [9 1],[17.42424242  5.57575758] ; [7.57575758 2.42424242],0
s7,1,0.218089,1.516901,[ 7 15] ; [5 4],[ 8.51612903 13.48387097] ; [3.48387097 5.51612903],0
s3,1,0.239731,1.382174,[12 11] ; [3 7],[10.45454545 12.54545455] ; [4.54545455 5.45454545],0
b2,1,0.259177,1.273148,[ 2 14] ; [2 4],[ 2.90909091 13.09090909] ; [1.09090909 4.90909091],0
b3,1,0.259177,1.273148,[ 2 14] ; [2 4],[ 2.90909091 13.09090909] ; [1.09090909 4.90909091],0
p6,1,0.279044,1.171739,[ 5 18] ; [4 6],[ 6.27272727 16.72727273] ; [2.72727273 7.27272727],0
n5,1,0.282932,1.15295,[16  7] ; [5 5],[14.63636364  8.36363636] ; [6.36363636 3.63636364],0
b5,1,0.282932,1.15295,[16  7] ; [5 5],[14.63636364  8.36363636] ; [6.36363636 3.63636364],0
p3,1,0.282932,1.15295,[ 7 16] ; [5 5],[ 8.36363636 14.63636364] ; [3.63636364 6.36363636],0
d1,1,0.284005,1.147826,[ 9 14] ; [2 8],[ 7.66666667 15.33333333] ; [3.33333333 6.66666667],0
p9,1,0.284005,1.147826,[14  9] ; [8 2],[15.33333333  7.66666667] ; [6.66666667 3.33333333],0
p12,1,0.360505,0.836132,[ 2 21] ; [2 8],[ 2.78787879 20.21212121] ; [1.21212121 8.78787879],0
p10,1,0.395772,0.721134,[15  8] ; [8 2],[16.03030303  6.96969697] ; [6.96969697 3.03030303],0
r4,1,0.410966,0.676003,[ 8 15] ; [5 5],[ 9.06060606 13.93939394] ; [3.93939394 6.06060606],0
v1,1,0.410966,0.676003,[ 8 15] ; [5 5],[ 9.06060606 13.93939394] ; [3.93939394 6.06060606],0
r3,1,0.415504,0.662996,[19  4] ; [7 3],[18.12121212  4.87878788] ; [7.87878788 2.12121212],0
p11,1,0.421671,0.645652,[18  5] ; [9 1],[18.81818182  4.18181818] ; [8.18181818 1.81818182],0
a4,1,0.421671,0.645652,[ 5 18] ; [1 9],[ 4.18181818 18.81818182] ; [1.81818182 8.18181818],0
s2,1,0.520171,0.413555,[12 11] ; [4 6],[11.15151515 11.84848485] ; [4.84848485 5.15151515],0
a3,1,0.520171,0.413555,[12 11] ; [4 6],[11.15151515 11.84848485] ; [4.84848485 5.15151515],0
a7,1,0.520171,0.413555,[11 12] ; [6 4],[11.84848485 11.15151515] ; [5.15151515 4.84848485],0
a8,1,0.522007,0.409927,[ 4 17] ; [1 9],[ 3.38709677 17.61290323] ; [1.61290323 8.38709677],0
