Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,6e-06,20.377874,[26 11] ; [ 8 33],[16.12820513 20.87179487] ; [17.87179487 23.12820513],1
s6,1,0.000116,14.859591,[27 10] ; [12 29],[18.5 18.5] ; [20.5 20.5],1
s7,1,0.001025,10.781408,[21 15] ; [ 8 30],[14.10810811 21.89189189] ; [14.89189189 23.10810811],0
a6,1,0.001436,10.158429,[26 11] ; [14 27],[18.97435897 18.02564103] ; [21.02564103 19.97435897],0
s5,1,0.005604,7.673464,[11 23] ; [ 3 38],[ 6.34666667 27.65333333] ; [ 7.65333333 33.34666667],0
u2,1,0.012003,6.310367,[9 4] ; [ 5 15],[5.51515152 7.48484848] ; [ 8.48484848 11.51515152],0
p7,1,0.023726,5.114566,[21 15] ; [13 27],[16.10526316 19.89473684] ; [17.89473684 22.10526316],0
s8,1,0.038969,4.262221,[14 23] ; [ 7 34],[ 9.96153846 27.03846154] ; [11.03846154 29.96153846],0
d5,1,0.060786,3.515816,[29  8] ; [24 17],[25.14102564 11.85897436] ; [27.85897436 13.14102564],0
v1,1,0.096024,2.77037,[16 18] ; [11 28],[12.57534247 21.42465753] ; [14.42465753 24.57534247],0
r2,1,0.10265,2.663887,[23 11] ; [19 20],[19.56164384 14.43835616] ; [22.43835616 16.56164384],0
d4,1,0.111486,2.533023,[31  6] ; [28 13],[27.98717949  9.01282051] ; [31.01282051  9.98717949],0
a3,1,0.113553,2.504065,[24 12] ; [20 21],[20.57142857 15.42857143] ; [23.42857143 17.57142857],0
p3,1,0.122559,2.384314,[15 21] ; [10 30],[11.84210526 24.15789474] ; [13.15789474 26.84210526],0
p2,1,0.127569,2.321842,[28  8] ; [24 15],[24.96 11.04] ; [27.04 11.96],0
s4,1,0.163361,1.942838,[ 9 28] ; [ 5 36],[ 6.64102564 30.35897436] ; [ 7.35897436 33.64102564],0
p9,1,0.212356,1.555289,[28  9] ; [25 15],[25.46753247 11.53246753] ; [27.53246753 12.46753247],0
n6,1,0.226691,1.461504,[22 15] ; [29 11],[24.50649351 12.49350649] ; [26.49350649 13.50649351],0
n3,1,0.237584,1.394872,[7 7] ; [14  6],[8.64705882 5.35294118] ; [12.35294118  7.64705882],0
p11,1,0.261704,1.259723,[27 10] ; [25 16],[24.66666667 12.33333333] ; [27.33333333 13.66666667],0
p10,1,0.281498,1.159843,[24 11] ; [22 17],[21.75675676 13.24324324] ; [24.24324324 14.75675676],0
r1,1,0.287661,1.130535,[10 27] ; [ 7 34],[ 8.06410256 28.93589744] ; [ 8.93589744 32.06410256],0
d3,1,0.293323,1.104305,[22 15] ; [19 21],[19.7012987 17.2987013] ; [21.2987013 18.7012987],0
d1,1,0.392033,0.732627,[18 19] ; [16 25],[16.12820513 20.87179487] ; [17.87179487 23.12820513],0
b4,1,0.401332,0.704333,[20 17] ; [26 15],[21.82051282 15.17948718] ; [24.17948718 16.82051282],0
v2,1,0.404334,0.695398,[20 15] ; [19 21],[18.2 16.8] ; [20.8 19.2],0
u3,1,0.410966,0.676003,[5 8] ; [ 5 15],[3.93939394 9.06060606] ; [ 6.06060606 13.93939394],0
p6,1,0.419271,0.652357,[11 24] ; [ 9 30],[ 9.45945946 25.54054054] ; [10.54054054 28.45945946],0
v4,1,0.425125,0.636105,[26  9] ; [27 14],[24.40789474 10.59210526] ; [28.59210526 12.40789474],0
a5,1,0.496339,0.462755,[17 20] ; [22 19],[18.5 18.5] ; [20.5 20.5],0
p5,1,0.539259,0.376914,[ 3 33] ; [ 2 39],[ 2.33766234 33.66233766] ; [ 2.66233766 38.33766234],0
b2,1,0.544784,0.366745,[ 7 17] ; [ 4 15],[ 6.13953488 17.86046512] ; [ 4.86046512 14.13953488],0
b3,1,0.544784,0.366745,[ 7 17] ; [ 4 15],[ 6.13953488 17.86046512] ; [ 4.86046512 14.13953488],0
d2,1,0.559567,0.340454,[15 22] ; [14 27],[13.75641026 23.24358974] ; [15.24358974 25.75641026],0
a1,1,0.560854,0.338227,[ 3 34] ; [ 2 39],[ 2.37179487 34.62820513] ; [ 2.62820513 38.37179487],0
s1,1,0.560854,0.338227,[ 3 34] ; [ 2 39],[ 2.37179487 34.62820513] ; [ 2.62820513 38.37179487],0
p8,1,0.561189,0.33765,[14 22] ; [13 27],[12.78947368 23.21052632] ; [14.21052632 25.78947368],0
n1,1,0.589154,0.291667,[ 5 10] ; [ 5 15],[ 4.28571429 10.71428571] ; [ 5.71428571 14.28571429],0
p1,1,0.634636,0.225826,[ 1 35] ; [ 2 39],[ 1.4025974 34.5974026] ; [ 1.5974026 39.4025974],0
u1,1,0.730699,0.118471,[ 2 35] ; [ 3 38],[ 2.37179487 34.62820513] ; [ 2.62820513 38.37179487],0
a8,1,0.757097,0.095663,[ 2 33] ; [ 3 37],[ 2.33333333 32.66666667] ; [ 2.66666667 37.33333333],0
n5,1,0.760948,0.09256,[20 17] ; [23 17],[20.66233766 16.33766234] ; [22.33766234 17.66233766],0
v3,1,0.76995,0.085521,[ 8 28] ; [ 8 33],[ 7.48051948 28.51948052] ; [ 8.51948052 32.48051948],0
