Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.014936,5.923974,[ 91 181] ; [6 2],[ 94.22857143 177.77142857] ; [2.77142857 5.22857143],0
p7,1,0.036542,4.371631,[134 134] ; [7 1],[136.91304348 131.08695652] ; [4.08695652 3.91304348],0
p4,1,0.182459,1.777477,[139 133] ; [6 2],[140.85714286 131.14285714] ; [4.14285714 3.85714286],0
p11,1,0.376513,0.782056,[207  65] ; [5 3],[205.94285714  66.05714286] ; [6.05714286 1.94285714],0
p3,1,0.916433,0.01101,[107 165] ; [3 5],[106.85714286 165.14285714] ; [3.14285714 4.85714286],0
