Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,43.669501,[296  72] ; [26 37],[274.93271462  93.06728538] ; [47.06728538 15.93271462],1
n4,1,0.0,32.912573,[310  59] ; [33 30],[292.97916667  76.02083333] ; [50.02083333 12.97916667],1
p10,1,1e-06,23.655251,[317  49] ; [36 23],[303.99529412  62.00470588] ; [49.00470588  9.99529412],1
p11,1,1.5e-05,18.789798,[310  60] ; [38 25],[297.36720554  72.63279446] ; [50.63279446 12.36720554],1
p9,1,3.9e-05,16.943071,[322  42] ; [41 19],[311.63207547  52.36792453] ; [51.36792453  8.63207547],1
v4,1,0.000626,11.698049,[354  14] ; [54  9],[348.36194896  19.63805104] ; [59.63805104  3.36194896],1
r4,1,0.001058,10.723474,[342  28] ; [50 13],[334.96535797  35.03464203] ; [57.03464203  5.96535797],0
s8,1,0.002127,9.436657,[187 179] ; [19 44],[175.74825175 190.25174825] ; [30.25174825 32.74825175],0
p7,1,0.003607,8.471746,[249 111] ; [30 30],[239.14285714 120.85714286] ; [39.85714286 20.14285714],0
p2,1,0.003814,8.370415,[316  54] ; [43 18],[308.19025522  61.80974478] ; [50.80974478 10.19025522],0
r2,1,0.004678,8.000018,[349  15] ; [54  8],[344.34741784  19.65258216] ; [58.65258216  3.34741784],0
a4,1,0.005381,7.746825,[193 176] ; [21 42],[182.79166667 186.20833333] ; [31.20833333 31.79166667],0
p4,1,0.005686,7.647208,[236 130] ; [28 33],[226.28571429 139.71428571] ; [37.71428571 23.28571429],0
u1,1,0.006382,7.439231,[ 93 277] ; [ 6 57],[ 84.59584296 285.40415704] ; [14.40415704 48.59584296],0
u2,1,0.006953,7.285106,[36 38] ; [13  2],[40.74157303 33.25842697] ; [8.25842697 6.74157303],0
p8,1,0.009222,6.779371,[207 155] ; [23 36],[197.7672209 164.2327791] ; [32.2327791 26.7672209],0
a2,1,0.009995,6.635809,[111 259] ; [ 9 54],[102.5404157 267.4595843] ; [17.4595843 45.5404157],0
d2,1,0.014551,5.969982,[219 150] ; [27 36],[210.125 158.875] ; [35.875 27.125],0
s7,1,0.017524,5.643166,[197 157] ; [23 36],[188.57142857 165.42857143] ; [31.42857143 27.57142857],0
p6,1,0.019419,5.463352,[148 215] ; [14 43],[140.01428571 222.98571429] ; [21.98571429 35.01428571],0
p3,1,0.023935,5.099365,[206 164] ; [24 36],[197.90697674 172.09302326] ; [32.09302326 27.90697674],0
v3,1,0.04997,3.842456,[209 153] ; [26 33],[202.06650831 159.93349169] ; [32.93349169 26.06650831],0
s5,1,0.058184,3.588397,[135 218] ; [15 44],[128.51941748 224.48058252] ; [21.48058252 37.51941748],0
s6,1,0.097134,2.751978,[255 108] ; [37 25],[249.40235294 113.59764706] ; [42.59764706 19.40235294],0
v1,1,0.102126,2.672031,[243 119] ; [35 27],[237.3490566 124.6509434] ; [40.6509434 21.3490566],0
b1,1,0.111268,2.536115,[126 244] ; [28 35],[131.59353349 238.40646651] ; [22.40646651 40.59353349],0
a8,1,0.160281,1.971569,[ 53 274] ; [ 5 51],[ 49.51958225 277.48041775] ; [ 8.48041775 47.51958225],0
p5,1,0.173093,1.855945,[ 46 324] ; [ 4 58],[ 42.82407407 327.17592593] ; [ 7.17592593 54.82407407],0
s2,1,0.197828,1.658334,[200 165] ; [29 34],[195.29205607 169.70794393] ; [33.70794393 29.29205607],0
a6,1,0.229661,1.442962,[262 107] ; [40 23],[257.95833333 111.04166667] ; [44.04166667 18.95833333],0
a1,1,0.250422,1.320947,[ 26 344] ; [ 2 61],[ 23.926097 346.073903] ; [ 4.073903 58.926097],0
a5,1,0.255666,1.292074,[299  71] ; [47 16],[295.65819861  74.34180139] ; [50.34180139 12.65819861],0
d1,1,0.290818,1.115832,[276  94] ; [43 20],[272.58660508  97.41339492] ; [46.41339492 16.58660508],0
b2,1,0.336775,0.922669,[ 93 140] ; [11 24],[ 90.41791045 142.58208955] ; [13.58208955 21.41791045],0
b3,1,0.336775,0.922669,[ 93 140] ; [11 24],[ 90.41791045 142.58208955] ; [13.58208955 21.41791045],0
b4,1,0.340573,0.908272,[229 141] ; [35 28],[225.58891455 144.41108545] ; [38.41108545 24.58891455],0
p1,1,0.388319,0.7442,[ 29 341] ; [ 3 60],[ 27.34411085 342.65588915] ; [ 4.65588915 58.34411085],0
p12,1,0.408376,0.683523,[ 37 331] ; [ 4 56],[ 35.25233645 332.74766355] ; [ 5.74766355 54.25233645],0
u3,1,0.469068,0.524171,[43 33] ; [10  5],[44.26373626 31.73626374] ; [8.73626374 6.26373626],0
s3,1,0.513444,0.427043,[203 159] ; [32 30],[200.63679245 161.36320755] ; [34.36320755 27.63679245],0
a3,1,0.529104,0.396112,[294  75] ; [48 15],[292.125  76.875] ; [49.875 13.125],0
u4,1,0.535679,0.383608,[ 11 359] ; [ 1 62],[ 10.25404157 359.74595843] ; [ 1.74595843 61.25404157],0
r3,1,0.544604,0.367073,[358  11] ; [61  1],[358.7262181  10.2737819] ; [60.2737819  1.7262181],0
s4,1,0.580028,0.306189,[ 54 312] ; [11 52],[ 55.45454545 310.54545455] ; [ 9.54545455 53.45454545],0
n3,1,0.659611,0.193996,[50 18] ; [13  6],[49.24137931 18.75862069] ; [13.75862069  5.24137931],0
