Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,3e-06,21.844691,[21  7] ; [13 45],[11.06976744 16.93023256] ; [22.93023256 35.06976744],1
s8,1,0.000103,15.080894,[14 14] ; [ 7 52],[ 6.75862069 21.24137931] ; [14.24137931 44.75862069],1
s6,1,0.000173,14.108564,[20  8] ; [17 42],[11.90804598 16.09195402] ; [25.09195402 33.90804598],1
s7,1,0.000295,13.102103,[18 10] ; [13 42],[10.45783133 17.54216867] ; [20.54216867 34.45783133],1
s4,1,0.00318,8.701298,[11 17] ; [ 7 52],[ 5.79310345 22.20689655] ; [12.20689655 46.79310345],0
s5,1,0.007174,7.228831,[ 8 17] ; [ 5 53],[ 3.91566265 21.08433735] ; [ 9.08433735 48.91566265],0
p7,1,0.009284,6.767281,[17 10] ; [18 37],[11.52439024 15.47560976] ; [23.47560976 31.52439024],0
p4,1,0.02375,5.112782,[16 12] ; [18 39],[11.2 16.8] ; [22.8 34.2],0
r3,1,0.024766,5.040144,[22  6] ; [31 27],[17.25581395 10.74418605] ; [35.74418605 22.25581395],0
p6,1,0.032509,4.571429,[11 17] ; [10 46],[ 7. 21.] ; [14. 42.],0
u3,1,0.033486,4.520742,[8 3] ; [ 9 17],[5.05405405 5.94594595] ; [11.94594595 14.05405405],0
d1,1,0.057511,3.607759,[16 12] ; [21 38],[11.90804598 16.09195402] ; [25.09195402 33.90804598],0
p3,1,0.063427,3.445424,[12 16] ; [13 43],[ 8.33333333 19.66666667] ; [16.66666667 39.33333333],0
n2,1,0.068526,3.317972,[13  2] ; [18 12],[10.33333333  4.66666667] ; [20.66666667  9.33333333],0
p11,1,0.101228,2.686089,[19  9] ; [29 30],[15.44827586 12.55172414] ; [32.55172414 26.44827586],0
a6,1,0.141827,2.158028,[18 10] ; [28 31],[14.8045977 13.1954023] ; [31.1954023 27.8045977],0
d4,1,0.14883,2.084204,[23  5] ; [39 19],[20.18604651  7.81395349] ; [41.81395349 16.18604651],0
b4,1,0.149978,2.072474,[12 16] ; [35 24],[15.12643678 12.87356322] ; [31.87356322 27.12643678],0
b2,1,0.16423,1.934841,[ 3 13] ; [12 19],[ 5.10638298 10.89361702] ; [ 9.89361702 21.10638298],0
b3,1,0.16423,1.934841,[ 3 13] ; [12 19],[ 5.10638298 10.89361702] ; [ 9.89361702 21.10638298],0
d3,1,0.204364,1.610911,[19  9] ; [31 27],[16.27906977 11.72093023] ; [33.72093023 24.27906977],0
r1,1,0.211261,1.562766,[ 5 23] ; [18 41],[ 7.40229885 20.59770115] ; [15.59770115 43.40229885],0
v2,1,0.251583,1.31449,[14 13] ; [22 35],[11.57142857 15.42857143] ; [24.42857143 32.57142857],0
a5,1,0.254207,1.300035,[16 12] ; [26 33],[13.51724138 14.48275862] ; [28.48275862 30.51724138],0
n1,1,0.25493,1.296083,[ 3 12] ; [11 19],[ 4.66666667 10.33333333] ; [ 9.33333333 20.66666667],0
p10,1,0.271216,1.210588,[19  9] ; [31 25],[16.66666667 11.33333333] ; [33.33333333 22.66666667],0
p5,1,0.281734,1.158704,[ 1 27] ; [ 6 52],[ 2.27906977 25.72093023] ; [ 4.72093023 53.27906977],0
p9,1,0.363342,0.826308,[20  8] ; [35 22],[18.11764706  9.88235294] ; [36.88235294 20.11764706],0
p2,1,0.412836,0.670619,[22  6] ; [40 17],[20.42352941  7.57647059] ; [41.57647059 15.42352941],0
r2,1,0.430541,0.621364,[19  7] ; [36 20],[17.43902439  8.56097561] ; [37.56097561 18.43902439],0
d5,1,0.492887,0.470219,[21  7] ; [40 19],[19.63218391  8.36781609] ; [41.36781609 17.63218391],0
u2,1,0.49478,0.466115,[5 6] ; [15 11],[5.94594595 5.05405405] ; [14.05405405 11.94594595],0
a2,1,0.499304,0.456416,[ 2 26] ; [ 7 52],[ 2.89655172 25.10344828] ; [ 6.10344828 52.89655172],0
n6,1,0.516147,0.421585,[17 11] ; [40 19],[18.34482759  9.65517241] ; [38.65517241 20.34482759],0
a1,1,0.528473,0.397327,[ 3 25] ; [ 4 55],[ 2.25287356 25.74712644] ; [ 4.74712644 54.25287356],0
b1,1,0.603982,0.269032,[14 14] ; [33 26],[15.12643678 12.87356322] ; [31.87356322 27.12643678],0
n5,1,0.61461,0.253516,[18 10] ; [34 24],[16.93023256 11.06976744] ; [35.06976744 22.93023256],0
a3,1,0.626679,0.236592,[17 11] ; [32 26],[15.95348837 12.04651163] ; [33.04651163 24.95348837],0
a8,1,0.642174,0.215911,[ 1 27] ; [ 1 52],[ 0.69135802 27.30864198] ; [ 1.30864198 51.69135802],0
p8,1,0.663781,0.188963,[11 17] ; [20 38],[10.09302326 17.90697674] ; [20.90697674 37.09302326],0
n3,1,0.669501,0.182186,[8 7] ; [18 12],[8.66666667 6.33333333] ; [17.33333333 12.66666667],0
b5,1,0.673391,0.177661,[17 11] ; [33 26],[16.09195402 11.90804598] ; [33.90804598 25.09195402],0
u1,1,0.752864,0.099141,[ 1 27] ; [ 3 56],[ 1.28735632 26.71264368] ; [ 2.71264368 56.28735632],0
p1,1,0.752864,0.099141,[ 1 27] ; [ 3 56],[ 1.28735632 26.71264368] ; [ 2.71264368 56.28735632],0
v1,1,0.76666,0.088059,[10 16] ; [20 37],[ 9.39759036 16.60240964] ; [20.60240964 36.39759036],0
a4,1,0.877654,0.023699,[ 9 19] ; [18 41],[ 8.68965517 19.31034483] ; [18.31034483 40.68965517],0
v3,1,0.897004,0.016757,[ 7 21] ; [14 45],[ 6.75862069 21.24137931] ; [14.24137931 44.75862069],0
d2,1,0.903647,0.014654,[11 17] ; [22 36],[10.74418605 17.25581395] ; [22.25581395 35.74418605],0
n4,1,0.915294,0.011313,[16 12] ; [33 26],[15.77011494 12.22988506] ; [33.22988506 25.77011494],0
a7,1,0.991439,0.000115,[15 13] ; [31 27],[14.97674419 13.02325581] ; [31.02325581 26.97674419],0
