Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.003229,8.673208,[11 42] ; [9 6],[15.58823529 37.41176471] ; [ 4.41176471 10.58823529],0
p4,1,0.003229,8.673208,[11 42] ; [9 6],[15.58823529 37.41176471] ; [ 4.41176471 10.58823529],0
s8,1,0.010103,6.616712,[ 6 47] ; [6 9],[ 9.35294118 43.64705882] ; [ 2.64705882 12.35294118],0
p6,1,0.011321,6.414196,[ 6 46] ; [6 9],[ 9.31343284 42.68656716] ; [ 2.68656716 12.31343284],0
p3,1,0.013045,6.162992,[11 42] ; [8 7],[14.80882353 38.19117647] ; [ 4.19117647 10.80882353],0
n4,1,0.015214,5.891474,[39 14] ; [6 9],[35.07352941 17.92647059] ; [9.92647059 5.07352941],0
r4,1,0.02127,5.30457,[12 41] ; [8 7],[15.58823529 37.41176471] ; [ 4.41176471 10.58823529],0
r3,1,0.021561,5.280839,[28 24] ; [13  2],[31.82089552 20.17910448] ; [9.17910448 5.82089552],0
s6,1,0.021908,5.253061,[13 39] ; [8 6],[16.54545455 35.45454545] ; [4.45454545 9.54545455],0
p2,1,0.023078,5.162624,[18 35] ; [10  5],[21.82352941 31.17647059] ; [6.17647059 8.82352941],0
p9,1,0.044704,4.029786,[21 30] ; [10  4],[24.32307692 26.67692308] ; [6.67692308 7.32307692],0
p11,1,0.046342,3.969105,[20 33] ; [10  5],[23.38235294 29.61764706] ; [6.61764706 8.38235294],0
s1,1,0.083874,2.988192,[ 3 50] ; [ 3 12],[ 4.67647059 48.32352941] ; [ 1.32352941 13.67647059],0
r1,1,0.093369,2.81531,[19 34] ; [9 6],[21.82352941 31.17647059] ; [6.17647059 8.82352941],0
u2,1,0.095547,2.778345,[ 4 17] ; [4 4],[ 5.79310345 15.20689655] ; [2.20689655 5.79310345],0
v1,1,0.14645,2.108844,[14 38] ; [7 8],[16.29850746 35.70149254] ; [ 4.70149254 10.29850746],0
b1,1,0.160544,1.969096,[32 21] ; [6 9],[29.61764706 23.38235294] ; [8.38235294 6.61764706],0
p10,1,0.163977,1.937165,[19 33] ; [8 6],[21.27272727 30.72727273] ; [5.72727273 8.27272727],0
b4,1,0.172898,1.857636,[35 18] ; [7 8],[32.73529412 20.26470588] ; [9.26470588 5.73529412],0
n5,1,0.172898,1.857636,[35 18] ; [7 8],[32.73529412 20.26470588] ; [9.26470588 5.73529412],0
a4,1,0.184618,1.760049,[20 32] ; [ 3 12],[17.85074627 34.14925373] ; [5.14925373 9.85074627],0
d5,1,0.221771,1.492876,[34 19] ; [7 8],[31.95588235 21.04411765] ; [9.04411765 5.95588235],0
v3,1,0.248359,1.332512,[10 42] ; [ 5 10],[11.64179104 40.35820896] ; [ 3.35820896 11.64179104],0
u3,1,0.280038,1.166905,[ 2 19] ; [2 6],[ 2.89655172 18.10344828] ; [1.10344828 6.89655172],0
s3,1,0.292192,1.109493,[18 34] ; [7 7],[19.6969697 32.3030303] ; [5.3030303 8.6969697],0
d1,1,0.296328,1.090644,[22 31] ; [ 4 11],[20.26470588 32.73529412] ; [5.73529412 9.26470588],0
a3,1,0.303567,1.058458,[32 20] ; [7 8],[30.26865672 21.73134328] ; [8.73134328 6.26865672],0
p12,1,0.304022,1.056469,[ 1 52] ; [ 1 13],[ 1.58208955 51.41791045] ; [ 0.41791045 13.58208955],0
a6,1,0.314006,1.013752,[24 29] ; [9 6],[25.72058824 27.27941176] ; [7.27941176 7.72058824],0
a7,1,0.314006,1.013752,[24 29] ; [9 6],[25.72058824 27.27941176] ; [7.27941176 7.72058824],0
n3,1,0.315425,1.007824,[11 12] ; [3 1],[11.92592593 11.07407407] ; [2.07407407 1.92592593],0
s2,1,0.317424,0.999529,[12 41] ; [5 9],[13.44776119 39.55223881] ; [ 3.55223881 10.44776119],0
s7,1,0.325205,0.967899,[13 35] ; [ 2 12],[11.61290323 36.38709677] ; [ 3.38709677 10.61290323],0
n1,1,0.353309,0.861538,[12 12] ; [1 3],[11.14285714 12.85714286] ; [1.85714286 2.14285714],0
n2,1,0.353309,0.861538,[12 12] ; [3 1],[12.85714286 11.14285714] ; [2.14285714 1.85714286],0
v2,1,0.395212,0.722847,[18 34] ; [7 8],[19.40298507 32.59701493] ; [5.59701493 9.40298507],0
a2,1,0.487588,0.481845,[ 7 46] ; [ 1 14],[ 6.23529412 46.76470588] ; [ 1.76470588 13.23529412],0
p1,1,0.487588,0.481845,[ 7 46] ; [ 1 14],[ 6.23529412 46.76470588] ; [ 1.76470588 13.23529412],0
b2,1,0.491556,0.473119,[14 23] ; [2 6],[13.15555556 23.84444444] ; [2.84444444 5.15555556],0
b3,1,0.491556,0.473119,[14 23] ; [2 6],[13.15555556 23.84444444] ; [2.84444444 5.15555556],0
n6,1,0.494552,0.466607,[26 26] ; [9 6],[27.1641791 24.8358209] ; [7.8358209 7.1641791],0
s4,1,0.511973,0.430033,[ 7 46] ; [ 3 12],[ 7.79411765 45.20588235] ; [ 2.20588235 12.79411765],0
d3,1,0.581309,0.304123,[24 29] ; [8 7],[24.94117647 28.05882353] ; [7.05882353 7.94117647],0
a5,1,0.716004,0.132354,[29 24] ; [9 6],[29.61764706 23.38235294] ; [8.38235294 6.61764706],0
b5,1,0.769933,0.085535,[27 26] ; [7 8],[26.5 26.5] ; [7.5 7.5],0
d2,1,0.770785,0.084884,[23 29] ; [6 9],[22.50746269 29.49253731] ; [6.49253731 8.50746269],0
r2,1,0.783785,0.07529,[28 22] ; [9 6],[28.46153846 21.53846154] ; [8.53846154 6.46153846],0
d4,1,0.963746,0.002066,[35 18] ; [10  5],[35.07352941 17.92647059] ; [9.92647059 5.07352941],0
s5,1,0.968966,0.001514,[ 7 44] ; [ 2 13],[ 6.95454545 44.04545455] ; [ 2.04545455 12.95454545],0
a8,1,1.0,0.0,[ 8 44] ; [ 2 11],[ 8. 44.] ; [ 2. 11.],0
