Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a2,1,0.003121,8.735294,[ 3 48] ; [2 2],[ 4.63636364 46.36363636] ; [0.36363636 3.63636364],0
a1,1,0.017772,5.618526,[ 1 50] ; [1 3],[ 1.85454545 49.14545455] ; [0.14545455 3.85454545],0
a4,1,0.038907,4.264934,[13 37] ; [3 1],[14.81481481 35.18518519] ; [1.18518519 2.81481481],0
a8,1,0.06737,3.34596,[ 7 42] ; [2 2],[ 8.32075472 40.67924528] ; [0.67924528 3.32075472],0
s8,1,0.11549,2.477447,[18 33] ; [3 1],[19.47272727 31.52727273] ; [1.52727273 2.47272727],0
s2,1,0.189016,1.725273,[21 30] ; [3 1],[22.25454545 28.74545455] ; [1.74545455 2.25454545],0
s3,1,0.20122,1.6335,[21 29] ; [3 1],[22.22222222 27.77777778] ; [1.77777778 2.22222222],0
v1,1,0.217803,1.518791,[22 29] ; [3 1],[23.18181818 27.81818182] ; [1.81818182 2.18181818],0
v4,1,0.250399,1.321078,[47  4] ; [3 1],[46.36363636  4.63636364] ; [3.63636364 0.36363636],0
s7,1,0.357193,0.847739,[24 23] ; [3 1],[24.88235294 22.11764706] ; [2.11764706 1.88235294],0
b5,1,0.52482,0.404412,[30 21] ; [3 1],[30.6 20.4] ; [2.4 1.6],0
p7,1,0.53797,0.379315,[44  7] ; [3 1],[43.58181818  7.41818182] ; [3.41818182 0.58181818],0
v3,1,0.573076,0.317563,[20 31] ; [1 3],[19.47272727 31.52727273] ; [1.52727273 2.47272727],0
s6,1,0.668581,0.183266,[27 23] ; [2 1],[27.35849057 22.64150943] ; [1.64150943 1.35849057],0
p8,1,0.671598,0.179739,[31 20] ; [2 2],[30.6 20.4] ; [2.4 1.6],0
a6,1,0.676734,0.173826,[33 18] ; [3 1],[33.38181818 17.61818182] ; [2.61818182 1.38181818],0
b2,1,0.6936,0.155216,[14 17] ; [1 2],[13.67647059 17.32352941] ; [1.32352941 1.67647059],0
b3,1,0.6936,0.155216,[14 17] ; [1 2],[13.67647059 17.32352941] ; [1.32352941 1.67647059],0
p3,1,0.730464,0.118686,[30 21] ; [2 2],[29.67272727 21.32727273] ; [2.32727273 1.67272727],0
b4,1,0.730464,0.118686,[30 21] ; [2 2],[29.67272727 21.32727273] ; [2.32727273 1.67272727],0
r1,1,0.790564,0.070532,[35 16] ; [3 1],[35.23636364 15.76363636] ; [2.76363636 1.23636364],0
n5,1,0.811168,0.057082,[40 10] ; [3 1],[39.81481481 10.18518519] ; [3.18518519 0.81481481],0
p4,1,0.851602,0.034997,[36 15] ; [3 1],[36.16363636 14.83636364] ; [2.83636364 1.16363636],0
p5,1,0.872875,0.025602,[11 40] ; [1 3],[11.12727273 39.87272727] ; [0.87272727 3.12727273],0
v2,1,0.877307,0.023834,[27 23] ; [2 2],[26.85185185 23.14814815] ; [2.14814815 1.85185185],0
n1,1,0.919154,0.010302,[6 7] ; [1 1],[6.06666667 6.93333333] ; [0.93333333 1.06666667],0
s5,1,0.96165,0.002312,[17 32] ; [1 2],[16.96153846 32.03846154] ; [1.03846154 1.96153846],0
p10,1,0.964096,0.002026,[38 12] ; [3 1],[37.96296296 12.03703704] ; [3.03703704 0.96296296],0
b1,1,0.969872,0.001426,[26 25] ; [2 2],[25.96363636 25.03636364] ; [2.03636364 1.96363636],0
p1,1,0.982709,0.00047,[13 38] ; [1 3],[12.98181818 38.01818182] ; [1.01818182 2.98181818],0
p11,1,0.982709,0.00047,[38 13] ; [3 1],[38.01818182 12.98181818] ; [2.98181818 1.01818182],0
