Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,33.286052,[91  8] ; [3 8],[84.6 14.4] ; [9.4 1.6],1
r4,1,0.0,29.191919,[86 13] ; [2 9],[79.2 19.8] ; [8.8 2.2],1
r3,1,0.000107,15.007559,[92  7] ; [6 5],[88.2 10.8] ; [9.8 1.2],1
s1,1,0.000149,14.386071,[ 2 96] ; [3 8],[ 4.49541284 93.50458716] ; [ 0.50458716 10.49541284],1
n6,1,0.002534,9.116162,[83 16] ; [5 6],[79.2 19.8] ; [8.8 2.2],0
s7,1,0.013391,6.116758,[48 46] ; [1 9],[44.28846154 49.71153846] ; [4.71153846 5.28846154],0
p11,1,0.014807,5.939313,[78 21] ; [5 6],[74.7 24.3] ; [8.3 2.7],0
p9,1,0.03432,4.478674,[74 24] ; [5 6],[71.02752294 26.97247706] ; [7.97247706 3.02752294],0
a7,1,0.047472,3.928571,[66 33] ; [4 7],[63. 36.] ; [7. 4.],0
r1,1,0.073753,3.197454,[71 28] ; [5 6],[68.4 30.6] ; [7.6 3.4],0
v3,1,0.07504,3.169175,[35 63] ; [ 1 10],[32.36697248 65.63302752] ; [3.63302752 7.36697248],0
p2,1,0.07746,3.117409,[84 15] ; [7 4],[81.9 17.1] ; [9.1 1.9],0
p10,1,0.077873,3.108734,[70 28] ; [5 6],[67.43119266 30.56880734] ; [7.56880734 3.43119266],0
n4,1,0.091652,2.845118,[62 37] ; [4 7],[59.4 39.6] ; [6.6 4.4],0
s5,1,0.102947,2.659283,[32 65] ; [ 1 10],[29.63888889 67.36111111] ; [3.36111111 7.63888889],0
d2,1,0.129825,2.294593,[24 75] ; [5 6],[26.1 72.9] ; [2.9 8.1],0
s6,1,0.136397,2.218144,[58 39] ; [4 7],[55.68518519 41.31481481] ; [6.31481481 4.68518519],0
s8,1,0.143571,2.139259,[40 58] ; [2 9],[37.76146789 60.23853211] ; [4.23853211 6.76146789],0
a4,1,0.158525,1.988242,[18 80] ; [4 7],[19.77981651 78.22018349] ; [2.22018349 8.77981651],0
n5,1,0.162959,1.946551,[66 33] ; [5 6],[63.9 35.1] ; [7.1 3.9],0
v2,1,0.172114,1.864429,[47 49] ; [3 8],[44.85981308 51.14018692] ; [5.14018692 5.85981308],0
b1,1,0.279561,1.169223,[46 53] ; [7 4],[47.7 51.3] ; [5.3 5.7],0
b4,1,0.309061,1.034685,[52 47] ; [4 7],[50.4 48.6] ; [5.6 5.4],0
u2,1,0.352261,0.865294,[22 19] ; [2 4],[20.93617021 20.06382979] ; [3.06382979 2.93617021],0
p4,1,0.363747,0.824916,[58 41] ; [8 3],[59.4 39.6] ; [6.6 4.4],0
a6,1,0.367026,0.813708,[59 40] ; [5 6],[57.6 41.4] ; [6.4 4.6],0
u3,1,0.444613,0.584348,[21 21] ; [2 4],[20.125 21.875] ; [2.875 3.125],0
a3,1,0.459034,0.548249,[56 42] ; [5 6],[54.8440367 43.1559633] ; [6.1559633 4.8440367],0
p5,1,0.552615,0.352653,[17 81] ; [1 9],[16.33333333 81.66666667] ; [1.66666667 8.33333333],0
p3,1,0.610562,0.259358,[53 46] ; [5 6],[52.2 46.8] ; [5.8 5.2],0
n2,1,0.618757,0.247619,[15  6] ; [3 2],[14.53846154  6.46153846] ; [3.46153846 1.53846154],0
b5,1,0.652904,0.202259,[56 43] ; [7 4],[56.7 42.3] ; [6.3 4.7],0
d1,1,0.696095,0.152566,[ 6 93] ; [ 1 10],[ 6.3 92.7] ; [ 0.7 10.3],0
d3,1,0.699055,0.149457,[42 57] ; [4 7],[41.4 57.6] ; [4.6 6.4],0
s3,1,0.775334,0.081456,[58 40] ; [7 4],[58.44036697 39.55963303] ; [6.55963303 4.44036697],0
n1,1,0.778244,0.079303,[ 7 14] ; [2 3],[ 7.26923077 13.73076923] ; [1.73076923 3.26923077],0
s4,1,0.791955,0.069576,[15 84] ; [2 9],[15.3 83.7] ; [1.7 9.3],0
a5,1,0.799265,0.064668,[49 50] ; [5 6],[48.6 50.4] ; [5.4 5.6],0
d4,1,0.848668,0.036412,[51 48] ; [6 5],[51.3 47.7] ; [5.7 5.3],0
a8,1,0.864063,0.029311,[11 82] ; [1 9],[10.83495146 82.16504854] ; [1.16504854 8.83495146],0
p8,1,0.889177,0.019417,[61 37] ; [6 4],[60.7962963 37.2037037] ; [6.2037037 3.7962963],0
s2,1,0.949183,0.004062,[46 53] ; [5 6],[45.9 53.1] ; [5.1 5.9],0
p6,1,0.952889,0.00349,[45 52] ; [5 6],[44.90740741 52.09259259] ; [5.09259259 5.90740741],0
v1,1,0.952889,0.00349,[45 52] ; [5 6],[44.90740741 52.09259259] ; [5.09259259 5.90740741],0
n3,1,0.961268,0.002358,[17  4] ; [4 1],[16.96153846  4.03846154] ; [4.03846154 0.96153846],0
