Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.014236,6.008598,[10  1] ; [21 21],[6.43396226 4.56603774] ; [24.56603774 17.43396226],0
n5,1,0.040634,4.191195,[4 7] ; [30 13],[6.92592593 4.07407407] ; [27.07407407 15.92592593],0
p11,1,0.048822,3.881449,[8 3] ; [17 26],[5.09259259 5.90740741] ; [19.90740741 23.09259259],0
n6,1,0.056462,3.638383,[8 3] ; [17 25],[5.18867925 5.81132075] ; [19.81132075 22.18867925],0
n4,1,0.064936,3.406615,[5 6] ; [32 11],[7.53703704 3.46296296] ; [29.46296296 13.53703704],0
s6,1,0.107626,2.588733,[5 6] ; [ 9 33],[2.90566038 8.09433962] ; [11.09433962 30.90566038],0
s4,1,0.113333,2.507117,[3 8] ; [ 4 39],[1.42592593 9.57407407] ; [ 5.57407407 37.42592593],0
b4,1,0.114401,2.492353,[9 2] ; [24 19],[6.72222222 4.27777778] ; [26.27777778 16.72222222],0
v3,1,0.143804,2.136776,[3 7] ; [ 5 38],[1.50943396 8.49056604] ; [ 6.49056604 36.50943396],0
d5,1,0.146722,2.106007,[9 2] ; [25 18],[6.92592593 4.07407407] ; [27.07407407 15.92592593],0
a5,1,0.156191,2.01072,[8 3] ; [21 22],[5.90740741 5.09259259] ; [23.09259259 19.90740741],0
r3,1,0.177647,1.817202,[8 3] ; [21 21],[6.01886792 4.98113208] ; [22.98113208 19.01886792],0
s8,1,0.192442,1.698823,[3 8] ; [ 5 38],[1.62962963 9.37037037] ; [ 6.37037037 36.62962963],0
d4,1,0.232245,1.427061,[9 2] ; [27 16],[7.33333333 3.66666667] ; [28.66666667 14.33333333],0
d1,1,0.232609,1.424837,[6 5] ; [15 28],[4.27777778 6.72222222] ; [16.72222222 26.27777778],0
r4,1,0.263482,1.250369,[5 6] ; [12 31],[3.46296296 7.53703704] ; [13.53703704 29.46296296],0
p7,1,0.263482,1.250369,[5 6] ; [12 31],[3.46296296 7.53703704] ; [13.53703704 29.46296296],0
v1,1,0.279349,1.170253,[4 6] ; [10 33],[2.64150943 7.35849057] ; [11.35849057 31.64150943],0
v2,1,0.28556,1.140438,[5 6] ; [12 30],[3.52830189 7.47169811] ; [13.47169811 28.52830189],0
n2,1,0.293803,1.102114,[4 2] ; [ 8 11],[2.88 3.12] ; [9.12 9.88],0
n1,1,0.293803,1.102114,[4 2] ; [ 8 11],[2.88 3.12] ; [9.12 9.88],0
s5,1,0.307149,1.042896,[3 8] ; [ 6 36],[1.86792453 9.13207547] ; [ 7.13207547 34.86792453],0
a8,1,0.307149,1.042896,[3 8] ; [ 6 36],[1.86792453 9.13207547] ; [ 7.13207547 34.86792453],0
p10,1,0.324287,0.971576,[6 5] ; [16 26],[4.56603774 6.43396226] ; [17.43396226 24.56603774],0
d3,1,0.368961,0.80716,[6 5] ; [17 26],[4.68518519 6.31481481] ; [18.31481481 24.68518519],0
r2,1,0.423169,0.641498,[7 3] ; [23 18],[5.88235294 4.11764706] ; [24.11764706 16.88235294],0
b2,1,0.503445,0.447667,[5 5] ; [11 18],[4.1025641 5.8974359] ; [11.8974359 17.1025641],0
b3,1,0.503445,0.447667,[5 5] ; [11 18],[4.1025641 5.8974359] ; [11.8974359 17.1025641],0
p2,1,0.505219,0.443957,[3 8] ; [16 26],[3.94339623 7.05660377] ; [15.05660377 26.94339623],0
p3,1,0.524144,0.405732,[3 8] ; [ 8 35],[2.24074074 8.75925926] ; [ 8.75925926 34.24074074],0
u1,1,0.566211,0.329064,[ 1 10] ; [ 2 41],[ 0.61111111 10.38888889] ; [ 2.38888889 40.61111111],0
r1,1,0.616674,0.25057,[5 6] ; [16 27],[4.27777778 6.72222222] ; [16.72222222 26.27777778],0
p6,1,0.632438,0.228769,[ 1 10] ; [ 6 35],[1.48076923 9.51923077] ; [ 5.51923077 35.48076923],0
d2,1,0.682488,0.167339,[6 5] ; [20 22],[5.39622642 5.60377358] ; [20.60377358 21.39622642],0
p1,1,0.724638,0.124092,[2 9] ; [ 6 37],[1.62962963 9.37037037] ; [ 6.37037037 36.62962963],0
a7,1,0.735451,0.114165,[5 6] ; [22 21],[5.5 5.5] ; [21.5 21.5],0
s3,1,0.812154,0.056477,[3 8] ; [10 32],[2.69811321 8.30188679] ; [10.30188679 31.69811321],0
p8,1,0.813148,0.055869,[2 9] ; [ 9 33],[2.28301887 8.71698113] ; [ 8.71698113 33.28301887],0
b5,1,0.841196,0.040146,[5 6] ; [21 22],[5.2962963 5.7037037] ; [20.7037037 22.2962963],0
p9,1,0.892269,0.018342,[5 5] ; [20 22],[4.80769231 5.19230769] ; [20.19230769 21.80769231],0
b1,1,0.949971,0.003937,[6 5] ; [23 20],[5.90740741 5.09259259] ; [23.09259259 19.90740741],0
a6,1,0.949971,0.003937,[5 6] ; [20 23],[5.09259259 5.90740741] ; [19.90740741 23.09259259],0
p5,1,0.965123,0.001912,[ 1 10] ; [ 4 38],[1.03773585 9.96226415] ; [ 3.96226415 38.03773585],0
p4,1,0.966571,0.001756,[3 8] ; [12 31],[3.05555556 7.94444444] ; [11.94444444 31.05555556],0
a4,1,0.968111,0.001598,[4 7] ; [15 27],[3.94339623 7.05660377] ; [15.05660377 26.94339623],0
a2,1,0.982778,0.000466,[ 1 10] ; [ 4 39],[1.01851852 9.98148148] ; [ 3.98148148 39.01851852],0
