Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.000416,12.460125,[62 15] ; [26 25],[52.9375 24.0625] ; [35.0625 15.9375],1
r1,1,0.000847,11.135156,[59 18] ; [25 27],[50.13953488 26.86046512] ; [33.86046512 18.13953488],1
a6,1,0.001352,10.269485,[53 24] ; [21 31],[44.17054264 32.82945736] ; [29.82945736 22.17054264],0
d3,1,0.001515,10.060423,[50 27] ; [19 33],[41.18604651 35.81395349] ; [27.81395349 24.18604651],0
d5,1,0.00224,9.341854,[61 16] ; [28 24],[53.12403101 23.87596899] ; [35.87596899 16.12403101],0
a2,1,0.002645,9.03759,[18 59] ; [ 2 50],[11.9379845 65.0620155] ; [ 8.0620155 43.9379845],0
a3,1,0.003736,8.407718,[49 27] ; [20 32],[40.96875 35.03125] ; [28.03125 23.96875],0
r4,1,0.004494,8.072419,[56 21] ; [25 27],[48.34883721 28.65116279] ; [32.65116279 19.34883721],0
r3,1,0.006665,7.361163,[66 11] ; [34 18],[59.68992248 17.31007752] ; [40.31007752 11.68992248],0
b5,1,0.011816,6.338201,[47 30] ; [20 32],[39.99224806 37.00775194] ; [27.00775194 24.99224806],0
v4,1,0.015714,5.834604,[65 12] ; [33 17],[59.41732283 17.58267717] ; [38.58267717 11.41732283],0
d1,1,0.037198,4.341334,[41 36] ; [18 34],[35.21705426 41.78294574] ; [23.78294574 28.21705426],0
a5,1,0.042572,4.112305,[48 29] ; [23 29],[42.37984496 34.62015504] ; [28.62015504 23.37984496],0
p4,1,0.047006,3.945187,[34 43] ; [14 38],[28.65116279 48.34883721] ; [19.34883721 32.65116279],0
u1,1,0.060314,3.52872,[13 64] ; [ 3 49],[ 9.5503876 67.4496124] ; [ 6.4496124 45.5503876],0
p2,1,0.069432,3.296388,[48 29] ; [24 28],[42.97674419 34.02325581] ; [29.02325581 22.97674419],0
n3,1,0.123944,2.36676,[20 11] ; [10 13],[17.22222222 13.77777778] ; [12.77777778 10.22222222],0
u3,1,0.128127,2.315051,[16 12] ; [12 20],[13.06666667 14.93333333] ; [14.93333333 17.06666667],0
s5,1,0.130022,2.29224,[10 66] ; [12 39],[13.16535433 62.83464567] ; [ 8.83464567 42.16535433],0
