Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,2e-06,22.734273,[22 28] ; [91 21],[34.87654321 15.12345679] ; [78.12345679 33.87654321],1
s6,1,0.000521,12.040638,[15 34] ; [67 44],[25.1125 23.8875] ; [56.8875 54.1125],1
s7,1,0.000771,11.310886,[ 9 37] ; [52 55],[18.33986928 27.66013072] ; [42.66013072 64.33986928],1
a5,1,0.005793,7.613704,[22 29] ; [74 38],[30.03680982 20.96319018] ; [65.96319018 46.03680982],0
v3,1,0.009717,6.686046,[ 7 41] ; [37 69],[13.71428571 34.28571429] ; [30.28571429 75.71428571],0
d5,1,0.011138,6.443241,[26 25] ; [80 32],[33.16564417 17.83435583] ; [72.83435583 39.16564417],0
p2,1,0.014557,5.969359,[23 28] ; [72 38],[30.0931677 20.9068323] ; [64.9068323 45.0931677],0
p10,1,0.014621,5.961512,[22 28] ; [71 39],[29.0625 20.9375] ; [63.9375 46.0625],0
b3,1,0.024488,5.059762,[ 7 22] ; [39 42],[12.12727273 16.87272727] ; [33.87272727 47.12727273],0
b2,1,0.024488,5.059762,[ 7 22] ; [39 42],[12.12727273 16.87272727] ; [33.87272727 47.12727273],0
n6,1,0.029135,4.759623,[30 21] ; [84 27],[35.88888889 15.11111111] ; [78.11111111 32.88888889],0
d1,1,0.033633,4.513285,[13 38] ; [48 64],[19.08588957 31.91411043] ; [41.91411043 70.08588957],0
p3,1,0.03974,4.228944,[ 9 42] ; [37 74],[14.48148148 36.51851852] ; [31.51851852 79.48148148],0
u3,1,0.050365,3.82925,[12  9] ; [10 23],[ 8.55555556 12.44444444] ; [13.44444444 19.55555556],0
s8,1,0.057807,3.599222,[10 40] ; [39 73],[15.12345679 34.87654321] ; [33.87654321 78.12345679],0
n1,1,0.095789,2.774284,[ 7 20] ; [18 21],[10.22727273 16.77272727] ; [14.77272727 24.22727273],0
r1,1,0.171836,1.866856,[28 23] ; [74 38],[31.91411043 19.08588957] ; [70.08588957 41.91411043],0
p4,1,0.185854,1.750179,[13 37] ; [41 71],[16.66666667 33.33333333] ; [37.33333333 74.66666667],0
a3,1,0.186743,1.743125,[30 20] ; [79 33],[33.64197531 16.35802469] ; [75.35802469 36.64197531],0
p12,1,0.18682,1.742521,[ 1 49] ; [  8 104],[ 2.77777778 47.22222222] ; [  6.22222222 105.77777778],0
a1,1,0.228197,1.452064,[ 6 45] ; [  7 105],[ 4.06748466 46.93251534] ; [  8.93251534 103.06748466],0
u1,1,0.239868,1.38137,[ 1 50] ; [  7 105],[ 2.50306748 48.49693252] ; [  5.49693252 106.50306748],0
s2,1,0.268686,1.223441,[17 33] ; [48 63],[20.1863354 29.8136646] ; [44.8136646 66.1863354],0
p9,1,0.270719,1.213098,[29 20] ; [75 35],[32.05031447 16.94968553] ; [71.94968553 38.05031447],0
n2,1,0.286296,1.136957,[22  6] ; [26 13],[20.05970149  7.94029851] ; [27.94029851 11.05970149],0
p11,1,0.318628,0.994571,[31 20] ; [77 35],[33.79141104 17.20858896] ; [74.20858896 37.79141104],0
s4,1,0.318648,0.994488,[10 41] ; [15 96],[ 7.87037037 43.12962963] ; [17.12962963 93.87037037],0
d2,1,0.348986,0.877141,[21 30] ; [54 56],[23.75776398 27.24223602] ; [51.24223602 58.75776398],0
a6,1,0.376068,0.783515,[19 32] ; [50 62],[21.58895706 29.41104294] ; [47.41104294 64.58895706],0
p6,1,0.390064,0.738742,[ 7 44] ; [21 88],[ 8.925 42.075] ; [19.075 89.925],0
p7,1,0.419505,0.651701,[22 28] ; [41 69],[19.6875 30.3125] ; [43.3125 66.6875],0
d3,1,0.466529,0.530185,[17 34] ; [44 68],[19.08588957 31.91411043] ; [41.91411043 70.08588957],0
s3,1,0.492609,0.470823,[23 28] ; [56 54],[25.02484472 25.97515528] ; [53.97515528 56.02484472],0
b1,1,0.505758,0.442834,[27 24] ; [53 59],[25.03067485 25.96932515] ; [54.96932515 57.03067485],0
s1,1,0.569047,0.324279,[ 4 47] ; [  6 103],[ 3.1875 47.8125] ; [  6.8125 102.1875],0
r2,1,0.596826,0.27981,[42  9] ; [95 16],[43.12962963  7.87037037] ; [93.87037037 17.12962963],0
d4,1,0.630467,0.231429,[32 18] ; [76 36],[33.33333333 16.66666667] ; [74.66666667 37.33333333],0
n3,1,0.646755,0.210015,[17 10] ; [26 12],[17.86153846  9.13846154] ; [25.13846154 12.86153846],0
s5,1,0.669999,0.181604,[12 36] ; [30 76],[13.09090909 34.90909091] ; [28.90909091 77.09090909],0
b4,1,0.678985,0.171271,[30 21] ; [62 50],[28.78527607 22.21472393] ; [63.21472393 48.78527607],0
v4,1,0.688944,0.160231,[41  9] ; [88 23],[40.0621118  9.9378882] ; [88.9378882 22.0621118],0
u2,1,0.696532,0.152105,[ 9 12] ; [12 20],[ 8.32075472 12.67924528] ; [12.67924528 19.32075472],0
p1,1,0.766123,0.088477,[ 3 48] ; [  8 104],[ 3.44171779 47.55828221] ; [  7.55828221 104.44171779],0
b5,1,0.808297,0.058866,[27 24] ; [57 55],[26.28220859 24.71779141] ; [57.71779141 54.28220859],0
v2,1,0.814395,0.055112,[17 31] ; [40 67],[17.6516129 30.3483871] ; [39.3483871 67.6516129],0
a2,1,0.818623,0.052586,[ 4 47] ; [ 10 102],[ 4.3803681 46.6196319] ; [  9.6196319 102.3803681],0
