Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.000225,13.612625,[104  12] ; [20 12],[97.18918919 18.81081081] ; [26.81081081  5.18918919],1
v4,1,0.001105,10.643519,[113   2] ; [27  5],[109.52380952   5.47619048] ; [30.47619048  1.52380952],0
s1,1,0.0014,10.205649,[  1 113] ; [ 4 28],[  3.90410959 110.09589041] ; [ 1.09589041 30.90410959],0
p10,1,0.001468,10.118694,[97 17] ; [19 13],[90.57534247 23.42465753] ; [25.42465753  6.57534247],0
p4,1,0.003815,8.36968,[94 22] ; [18 14],[87.78378378 28.21621622] ; [24.21621622  7.78378378],0
p8,1,0.012086,6.298199,[82 34] ; [15 17],[76.02702703 39.97297297] ; [20.97297297 11.02702703],0
n6,1,0.018316,5.565679,[102  13] ; [23  9],[97.78911565 17.21088435] ; [27.21088435  4.78911565],0
p2,1,0.022802,5.183492,[107   9] ; [25  7],[103.45945946  12.54054054] ; [28.54054054  3.45945946],0
r4,1,0.037364,4.333749,[106  10] ; [25  7],[102.67567568  13.32432432] ; [28.32432432  3.67567568],0
v1,1,0.045441,4.002193,[62 52] ; [11 21],[57. 57.] ; [16. 16.],0
b4,1,0.05099,3.808594,[73 43] ; [14 18],[68.18918919 47.81081081] ; [18.81081081 13.18918919],0
d2,1,0.085104,2.96462,[49 67] ; [19 13],[53.2972973 62.7027027] ; [14.7027027 17.2972973],0
b1,1,0.093433,2.814206,[46 70] ; [18 14],[50.16216216 65.83783784] ; [13.83783784 18.16216216],0
p5,1,0.121777,2.394313,[20 96] ; [ 2 30],[17.24324324 98.75675676] ; [ 4.75675676 27.24324324],0
v3,1,0.143301,2.142148,[41 71] ; [ 7 24],[37.59440559 74.40559441] ; [10.40559441 20.59440559],0
b5,1,0.143589,2.139064,[63 53] ; [22 10],[66.62162162 49.37837838] ; [18.37837838 13.62162162],0
n3,1,0.155808,2.014444,[18  9] ; [9 1],[19.7027027  7.2972973] ; [7.2972973 2.7027027],0
s3,1,0.197323,1.662077,[46 68] ; [17 15],[49.19178082 64.80821918] ; [13.80821918 18.19178082],0
a8,1,0.204838,1.607543,[12 91] ; [ 1 27],[10.22137405 92.77862595] ; [ 2.77862595 25.22137405],0
d4,1,0.208664,1.580673,[92 24] ; [22 10],[89.35135135 26.64864865] ; [24.64864865  7.35135135],0
r3,1,0.247183,1.339157,[110   5] ; [28  3],[108.69863014   6.30136986] ; [29.30136986  1.69863014],0
s7,1,0.269766,1.217939,[39 72] ; [13 15],[41.52517986 69.47482014] ; [10.47482014 17.52517986],0
