Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,6.4e-05,15.981113,[7 2] ; [ 5 33],[2.29787234 6.70212766] ; [ 9.70212766 28.29787234],1
s5,1,0.000531,12.002268,[6 3] ; [ 5 34],[2.0625 6.9375] ; [ 8.9375 30.0625],1
s6,1,0.002451,9.176476,[7 3] ; [ 8 31],[3.06122449 6.93877551] ; [11.93877551 27.06122449],0
s1,1,0.002689,9.007195,[4 6] ; [ 2 37],[1.2244898 8.7755102] ; [ 4.7755102 34.2244898],0
s4,1,0.003784,8.384793,[5 5] ; [ 4 35],[1.83673469 8.16326531] ; [ 7.16326531 31.83673469],0
r4,1,0.003784,8.384793,[5 5] ; [ 4 35],[1.83673469 8.16326531] ; [ 7.16326531 31.83673469],0
p2,1,0.004759,7.968925,[7 3] ; [ 9 30],[3.26530612 6.73469388] ; [12.73469388 26.26530612],0
s8,1,0.009253,6.77334,[5 5] ; [ 5 34],[2.04081633 7.95918367] ; [ 7.95918367 31.04081633],0
b5,1,0.012367,6.257515,[8 2] ; [14 25],[4.48979592 5.51020408] ; [17.51020408 21.48979592],0
n6,1,0.039894,4.222376,[8 2] ; [17 22],[5.10204082 4.89795918] ; [19.89795918 19.10204082],0
u1,1,0.040189,4.209885,[2 8] ; [ 1 38],[0.6122449 9.3877551] ; [ 2.3877551 36.6122449],0
n3,1,0.044361,4.042781,[5 2] ; [ 6 15],[2.75 4.25] ; [ 8.25 12.75],0
p3,1,0.047675,3.921396,[4 6] ; [ 5 34],[1.83673469 8.16326531] ; [ 7.16326531 31.83673469],0
p9,1,0.055821,3.657393,[7 3] ; [13 23],[4.34782609 5.65217391] ; [15.65217391 20.34782609],0
v1,1,0.05953,3.550433,[5 5] ; [ 8 31],[2.65306122 7.34693878] ; [10.34693878 28.65306122],0
p1,1,0.084875,2.968994,[4 6] ; [ 6 33],[2.04081633 7.95918367] ; [ 7.95918367 31.04081633],0
p10,1,0.098577,2.728421,[6 4] ; [12 26],[3.75 6.25] ; [14.25 23.75],0
v4,1,0.101594,2.680342,[8 2] ; [20 19],[5.71428571 4.28571429] ; [22.28571429 16.71428571],0
a3,1,0.104,2.643103,[8 2] ; [19 18],[5.74468085 4.25531915] ; [21.25531915 15.74468085],0
n4,1,0.112906,2.513067,[9 1] ; [25 14],[6.93877551 3.06122449] ; [27.06122449 11.93877551],0
p5,1,0.125437,2.348091,[2 8] ; [ 2 37],[0.81632653 9.18367347] ; [ 3.18367347 35.81632653],0
p11,1,0.135963,2.223065,[4 6] ; [ 7 32],[2.24489796 7.75510204] ; [ 8.75510204 30.24489796],0
r2,1,0.173035,1.856453,[8 1] ; [25 13],[6.31914894 2.68085106] ; [26.68085106 11.31914894],0
p8,1,0.189755,1.71952,[3 7] ; [ 5 34],[1.63265306 8.36734694] ; [ 6.36734694 32.63265306],0
r1,1,0.219492,1.507692,[6 4] ; [15 24],[4.28571429 5.71428571] ; [16.71428571 22.28571429],0
a5,1,0.228947,1.447393,[7 3] ; [19 20],[5.30612245 4.69387755] ; [20.69387755 18.30612245],0
n5,1,0.23234,1.426478,[9 1] ; [28 11],[7.55102041 2.44897959] ; [29.44897959  9.55102041],0
p4,1,0.286943,1.13391,[3 7] ; [ 6 33],[1.83673469 8.16326531] ; [ 7.16326531 31.83673469],0
b2,1,0.31218,1.021429,[2 5] ; [13 13],[3.18181818 3.81818182] ; [11.81818182 14.18181818],0
b3,1,0.31218,1.021429,[2 5] ; [13 13],[3.18181818 3.81818182] ; [11.81818182 14.18181818],0
d2,1,0.312252,1.021126,[6 4] ; [16 22],[4.58333333 5.41666667] ; [17.41666667 20.58333333],0
n2,1,0.320742,0.98592,[5 2] ; [11 11],[3.86206897 3.13793103] ; [12.13793103  9.86206897],0
d1,1,0.329385,0.951314,[5 5] ; [13 26],[3.67346939 6.32653061] ; [14.32653061 24.67346939],0
u2,1,0.449102,0.572917,[1 1] ; [ 5 15],[0.54545455 1.45454545] ; [ 5.45454545 14.54545455],0
v3,1,0.549188,0.358774,[3 7] ; [ 8 30],[2.29166667 7.70833333] ; [ 8.70833333 29.29166667],0
a2,1,0.562705,0.335043,[2 8] ; [ 5 34],[1.42857143 8.57142857] ; [ 5.57142857 33.42857143],0
p12,1,0.566444,0.32867,[1 9] ; [ 2 37],[0.6122449 9.3877551] ; [ 2.3877551 36.6122449],0
v2,1,0.60922,0.261313,[2 8] ; [ 5 32],[1.4893617 8.5106383] ; [ 5.5106383 31.4893617],0
a7,1,0.716164,0.132198,[5 5] ; [17 22],[4.48979592 5.51020408] ; [17.51020408 21.48979592],0
d4,1,0.727054,0.121834,[6 4] ; [21 18],[5.51020408 4.48979592] ; [21.48979592 17.51020408],0
d3,1,0.727054,0.121834,[4 6] ; [18 21],[4.48979592 5.51020408] ; [17.51020408 21.48979592],0
n1,1,0.741854,0.108503,[3 4] ; [11 11],[3.37931034 3.62068966] ; [10.62068966 11.37931034],0
a6,1,0.827878,0.047273,[5 5] ; [21 18],[5.30612245 4.69387755] ; [20.69387755 18.30612245],0
d5,1,0.837848,0.04188,[6 4] ; [22 17],[5.71428571 4.28571429] ; [22.28571429 16.71428571],0
a4,1,0.900685,0.015574,[4 6] ; [14 23],[3.82978723 6.17021277] ; [14.17021277 22.82978723],0
b4,1,0.953054,0.003466,[6 4] ; [23 16],[5.91836735 4.08163265] ; [23.08163265 15.91836735],0
b1,1,0.953054,0.003466,[6 4] ; [23 16],[5.91836735 4.08163265] ; [23.08163265 15.91836735],0
