Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,63.968861,[414  18] ; [7 8],[406.87248322  25.12751678] ; [14.12751678  0.87248322],1
v4,1,0.0,37.596284,[422   7] ; [11  4],[418.37162162  10.62837838] ; [14.62837838  0.37162162],1
r3,1,1e-06,25.251719,[423   6] ; [12  3],[420.30405405   8.69594595] ; [14.69594595  0.30405405],1
r1,1,2e-06,22.751524,[380  49] ; [7 8],[373.92567568  55.07432432] ; [13.07432432  1.92567568],1
s3,1,0.002537,9.114032,[261 163] ; [ 3 11],[255.56164384 168.43835616] ; [8.43835616 5.56164384],0
a5,1,0.008326,6.961991,[368  64] ; [9 6],[364.34899329  67.65100671] ; [12.65100671  2.34899329],0
s7,1,0.010411,6.563197,[224 190] ; [ 2 10],[219.63380282 194.36619718] ; [6.36619718 5.63380282],0
p5,1,0.017257,5.670018,[ 53 378] ; [ 5 10],[ 56.04932735 374.95067265] ; [ 1.95067265 13.04932735],0
a3,1,0.03912,4.255647,[350  80] ; [9 6],[346.8988764  83.1011236] ; [12.1011236  2.8988764],0
p7,1,0.049837,3.846926,[297 125] ; [7 8],[293.56521739 128.43478261] ; [10.43478261  4.56521739],0
u1,1,0.068125,3.32762,[121 311] ; [ 1 14],[117.90604027 314.09395973] ; [ 4.09395973 10.90604027],0
a2,1,0.069653,3.29117,[156 276] ; [ 2 13],[152.69798658 279.30201342] ; [5.30201342 9.69798658],0
a7,1,0.086299,2.942088,[339  92] ; [9 6],[336.29596413  94.70403587] ; [11.70403587  3.29596413],0
u3,1,0.109934,2.555168,[54 28] ; [2 4],[52.18181818 29.81818182] ; [3.81818182 2.18181818],0
s5,1,0.120076,2.416333,[165 248] ; [ 3 12],[162.11214953 250.88785047] ; [5.88785047 9.11214953],0
u2,1,0.126322,2.337127,[53 29] ; [2 4],[51.25 30.75] ; [3.75 2.25],0
s8,1,0.158039,1.992889,[222 206] ; [ 5 10],[219.31376975 208.68623025] ; [7.68623025 7.31376975],0
a6,1,0.176193,1.82945,[325 106] ; [9 6],[322.76681614 108.23318386] ; [11.23318386  3.76681614],0
p6,1,0.200749,1.636914,[184 241] ; [ 4 11],[181.59090909 243.40909091] ; [6.40909091 8.59090909],0
b5,1,0.207166,1.591118,[271 161] ; [7 8],[268.67114094 163.32885906] ; [9.32885906 5.67114094],0
p9,1,0.211899,1.558402,[381  46] ; [11  3],[379.55555556  47.44444444] ; [12.44444444  1.55555556],0
d5,1,0.239028,1.386319,[422   9] ; [14  1],[421.33632287   9.66367713] ; [14.66367713  0.33632287],0
b2,1,0.249083,1.328441,[111 157] ; [2 7],[109.32851986 158.67148014] ; [3.67148014 5.32851986],0
b3,1,0.249083,1.328441,[111 157] ; [2 7],[109.32851986 158.67148014] ; [3.67148014 5.32851986],0
p8,1,0.256384,1.288179,[259 164] ; [7 8],[256.89041096 166.10958904] ; [9.10958904 5.89041096],0
s2,1,0.256759,1.286146,[248 179] ; [6 8],[245.93650794 181.06349206] ; [8.06349206 5.93650794],0
n5,1,0.284682,1.144603,[336  93] ; [10  5],[334.31081081  94.68918919] ; [11.68918919  3.31081081],0
v1,1,0.312119,1.021687,[252 170] ; [7 8],[250.10983982 171.89016018] ; [8.89016018 6.10983982],0
s6,1,0.320289,0.987767,[303 119] ; [9 6],[301.29061785 120.70938215] ; [10.70938215  4.29061785],0
s1,1,0.339259,0.91323,[ 11 415] ; [ 1 14],[ 11.59183673 414.40816327] ; [ 0.40816327 14.59183673],0
b1,1,0.371591,0.798336,[153 279] ; [7 8],[154.63087248 277.36912752] ; [5.36912752 9.63087248],0
n4,1,0.384752,0.755463,[354  77] ; [11  4],[352.72421525  78.27578475] ; [12.27578475  2.72421525],0
v2,1,0.39106,0.735643,[261 157] ; [11  4],[262.57736721 155.42263279] ; [9.42263279 5.57736721],0
p4,1,0.394757,0.724239,[300 130] ; [12  3],[301.48314607 128.51685393] ; [10.51685393  4.48314607],0
a4,1,0.402781,0.700009,[248 183] ; [7 8],[246.42376682 184.57623318] ; [8.57623318 6.42376682],0
p3,1,0.413195,0.669589,[247 184] ; [7 8],[245.4573991 185.5426009] ; [8.5426009 6.4573991],0
n3,1,0.490181,0.476129,[60 21] ; [3 2],[59.3372093 21.6627907] ; [3.6627907 1.3372093],0
a8,1,0.491572,0.473083,[ 55 325] ; [ 1 12],[ 54.1475827 325.8524173] ; [ 1.8524173 11.1475827],0
v3,1,0.496417,0.462588,[184 230] ; [8 7],[185.28671329 228.71328671] ; [6.71328671 8.28671329],0
p12,1,0.599636,0.275545,[ 40 390] ; [ 2 13],[ 40.58426966 389.41573034] ; [ 1.41573034 13.58426966],0
d2,1,0.615993,0.25154,[312 118] ; [10  5],[311.14606742 118.85393258] ; [10.85393258  4.14606742],0
d3,1,0.621161,0.244238,[386  46] ; [14  1],[386.57718121  45.42281879] ; [13.42281879  1.57718121],0
p1,1,0.622136,0.242877,[ 41 390] ; [ 2 13],[ 41.55381166 389.44618834] ; [ 1.44618834 13.55381166],0
b4,1,0.633235,0.227699,[257 175] ; [8 7],[256.10738255 175.89261745] ; [8.89261745 6.10738255],0
n2,1,0.673263,0.177809,[57 23] ; [4 1],[57.41176471 22.58823529] ; [3.58823529 1.41176471],0
p11,1,0.68465,0.164938,[357  75] ; [13  2],[357.58389262  74.41610738] ; [12.41610738  2.58389262],0
s4,1,0.732803,0.116554,[ 71 355] ; [ 2 13],[ 70.5170068 355.4829932] ; [ 2.4829932 12.5170068],0
n6,1,0.865249,0.028797,[378  51] ; [13  2],[377.79054054  51.20945946] ; [13.20945946  1.79054054],0
p10,1,0.931562,0.007375,[372  58] ; [12  2],[371.89189189  58.10810811] ; [12.10810811  1.89189189],0
