Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,49.490802,[119  11] ; [21 28],[101.67597765  28.32402235] ; [38.32402235 10.67597765],1
n6,1,0.0,40.568696,[122   7] ; [27 22],[107.98314607  21.01685393] ; [41.01685393  7.98314607],1
p10,1,0.000153,14.336186,[111  19] ; [29 20],[101.67597765  28.32402235] ; [38.32402235 10.67597765],1
u1,1,0.000912,10.997647,[ 30 100] ; [ 1 48],[ 22.51396648 107.48603352] ; [ 8.48603352 40.51396648],1
p9,1,0.00251,9.133006,[114  15] ; [34 15],[107.25842697  21.74157303] ; [40.74157303  8.25842697],0
a6,1,0.006494,7.407881,[92 38] ; [24 25],[84.24581006 45.75418994] ; [31.75418994 17.24581006],0
s3,1,0.006749,7.338506,[86 44] ; [21 27],[78.14606742 51.85393258] ; [28.85393258 19.14606742],0
p11,1,0.006771,7.332733,[105  25] ; [30 19],[98.04469274 31.95530726] ; [36.95530726 12.04469274],0
d5,1,0.007199,7.22254,[110  19] ; [33 16],[103.63483146  25.36516854] ; [39.36516854  9.63483146],0
p5,1,0.010545,6.540437,[29 99] ; [ 3 46],[ 23.14124294 104.85875706] ; [ 8.85875706 40.14124294],0
s7,1,0.01259,6.225854,[72 49] ; [17 28],[64.87349398 56.12650602] ; [24.12650602 20.87349398],0
p4,1,0.015074,5.907843,[109  21] ; [33 16],[103.12849162  26.87150838] ; [38.87150838 10.12849162],0
s8,1,0.017835,5.612265,[65 64] ; [15 34],[57.97752809 71.02247191] ; [22.02247191 26.97752809],0
r4,1,0.018455,5.552459,[118  12] ; [38 11],[113.29608939  16.70391061] ; [42.70391061  6.29608939],0
r3,1,0.019373,5.467563,[122   7] ; [41  8],[118.12921348  10.87078652] ; [44.87078652  4.12921348],0
r1,1,0.026585,4.917587,[101  29] ; [30 19],[95.1396648 34.8603352] ; [35.8603352 13.1396648],0
d1,1,0.044962,4.020078,[80 50] ; [22 27],[74.07821229 55.92178771] ; [27.92178771 21.07821229],0
a8,1,0.054659,3.692455,[ 14 105] ; [ 1 45],[ 10.81818182 108.18181818] ; [ 4.18181818 41.81818182],0
a2,1,0.065663,3.38825,[ 29 101] ; [ 5 44],[ 24.69273743 105.30726257] ; [ 9.30726257 39.69273743],0
s6,1,0.067853,3.334209,[91 33] ; [29 20],[86.01156069 37.98843931] ; [33.98843931 15.01156069],0
s2,1,0.075955,3.1494,[75 55] ; [21 28],[69.72067039 60.27932961] ; [26.27932961 22.72067039],0
a3,1,0.08983,2.877412,[91 38] ; [28 21],[86.24157303 42.75842697] ; [32.75842697 16.24157303],0
b2,1,0.090424,2.866811,[32 51] ; [ 7 25],[28.14782609 54.85217391] ; [10.85217391 21.14782609],0
b3,1,0.090424,2.866811,[32 51] ; [ 7 25],[28.14782609 54.85217391] ; [10.85217391 21.14782609],0
a1,1,0.098644,2.727325,[  5 125] ; [ 5 44],[  7.26256983 122.73743017] ; [ 2.73743017 46.26256983],0
a4,1,0.118379,2.438637,[62 68] ; [17 32],[57.37430168 72.62569832] ; [21.62569832 27.37430168],0
p12,1,0.123184,2.376362,[ 11 118] ; [ 1 48],[  8.69662921 120.30337079] ; [ 3.30337079 45.69662921],0
p6,1,0.146773,2.105476,[63 67] ; [17 30],[58.75706215 71.24293785] ; [21.24293785 25.75706215],0
r2,1,0.162771,1.948291,[122   8] ; [42  6],[119.7752809  10.2247191] ; [44.2247191  3.7752809],0
p8,1,0.167695,1.903433,[83 46] ; [26 23],[78.99438202 50.00561798] ; [30.00561798 18.99438202],0
d2,1,0.229013,1.446983,[63 66] ; [19 30],[59.42696629 69.57303371] ; [22.57303371 26.42696629],0
v1,1,0.241509,1.371762,[57 69] ; [17 31],[53.5862069 72.4137931] ; [20.4137931 27.5862069],0
b4,1,0.285212,1.142087,[68 62] ; [30 19],[71.17318436 58.82681564] ; [26.82681564 22.17318436],0
u3,1,0.339659,0.91172,[23 16] ; [15  6],[24.7 14.3] ; [13.3  7.7],0
n3,1,0.342782,0.9,[12  8] ; [12  4],[13.33333333  6.66666667] ; [10.66666667  5.33333333],0
n1,1,0.400394,0.707143,[ 9 11] ; [ 5 11],[ 7.77777778 12.22222222] ; [6.22222222 9.77777778],0
a5,1,0.479946,0.498985,[92 38] ; [32 17],[90.05586592 39.94413408] ; [33.94413408 15.05586592],0
v3,1,0.489592,0.477422,[30 97] ; [ 9 39],[28.30285714 98.69714286] ; [10.69714286 37.30285714],0
b5,1,0.515251,0.423389,[76 54] ; [26 23],[74.07821229 55.92178771] ; [27.92178771 21.07821229],0
s4,1,0.55181,0.354084,[31 97] ; [14 35],[32.54237288 95.45762712] ; [12.45762712 36.54237288],0
u2,1,0.623011,0.241659,[23 16] ; [11 10],[22.1 16.9] ; [11.9  9.1],0
v4,1,0.631717,0.22974,[122   8] ; [45  4],[121.2849162   8.7150838] ; [45.7150838  3.2849162],0
a7,1,0.645251,0.21194,[87 43] ; [31 18],[85.69832402 44.30167598] ; [32.30167598 16.69832402],0
s1,1,0.71456,0.133765,[  7 122] ; [ 2 47],[  6.52247191 122.47752809] ; [ 2.47752809 46.52247191],0
d3,1,0.717242,0.131151,[86 44] ; [31 18],[84.97206704 45.02793296] ; [32.02793296 16.97206704],0
d4,1,0.736208,0.113488,[103  26] ; [38 11],[102.18539326  26.81460674] ; [38.81460674 10.18539326],0
p2,1,0.775476,0.08135,[111  19] ; [41  8],[110.39106145  19.60893855] ; [41.60893855  7.39106145],0
p1,1,0.779216,0.078591,[ 18 112] ; [ 6 43],[ 17.4301676 112.5698324] ; [ 6.5698324 42.4301676],0
