Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.001249,10.416205,[26 59] ; [10  3],[31.2244898 53.7755102] ; [4.7755102 8.2244898],0
s2,1,0.002636,9.043644,[19 68] ; [8 5],[23.49 63.51] ; [3.51 9.49],0
s7,1,0.007556,7.135798,[15 66] ; [6 5],[18.48913043 62.51086957] ; [2.51086957 8.48913043],0
s6,1,0.010855,6.488849,[28 58] ; [9 4],[32.14141414 53.85858586] ; [4.85858586 8.14141414],0
s5,1,0.012983,6.171429,[11 73] ; [5 7],[14. 70.] ; [ 2. 10.],0
p3,1,0.020635,5.357335,[25 61] ; [8 5],[28.66666667 57.33333333] ; [4.33333333 8.66666667],0
p11,1,0.045012,4.018194,[46 41] ; [ 3 10],[42.63 44.37] ; [6.37 6.63],0
v2,1,0.064158,3.426493,[43 42] ; [ 3 10],[39.89795918 45.10204082] ; [6.10204082 6.89795918],0
n1,1,0.086871,2.931429,[ 6 24] ; [4 4],[ 7.89473684 22.10526316] ; [2.10526316 5.89473684],0
s1,1,0.12663,2.33334,[ 4 83] ; [ 2 11],[ 5.22 81.78] ; [ 0.78 12.22],0
p1,1,0.130614,2.285187,[ 4 82] ; [ 2 11],[ 5.21212121 80.78787879] ; [ 0.78787879 12.21212121],0
r3,1,0.135692,2.226148,[79  8] ; [10  3],[77.43  9.57] ; [11.57  1.43],0
b1,1,0.13708,2.210433,[41 46] ; [9 4],[43.5 43.5] ; [6.5 6.5],0
u3,1,0.138102,2.198986,[17 21] ; [4 1],[18.55813953 19.44186047] ; [2.44186047 2.55813953],0
v1,1,0.24111,1.374091,[34 51] ; [ 3 10],[32.09183673 52.90816327] ; [4.90816327 8.09183673],0
p2,1,0.274598,1.193634,[54 33] ; [6 7],[52.2 34.8] ; [7.8 5.2],0
a4,1,0.279537,1.16934,[27 60] ; [6 7],[28.71 58.29] ; [4.29 8.71],0
d5,1,0.333897,0.933726,[55 32] ; [10  3],[56.55 30.45] ; [8.45 4.55],0
r1,1,0.36602,0.817132,[58 29] ; [7 6],[56.55 30.45] ; [8.45 4.55],0
s8,1,0.373428,0.792225,[15 71] ; [ 1 12],[13.8989899 72.1010101] ; [ 2.1010101 10.8989899],0
r2,1,0.378717,0.774862,[70 16] ; [11  1],[71.08163265 14.91836735] ; [9.91836735 2.08163265],0
n4,1,0.421347,0.646554,[37 50] ; [4 9],[35.67 51.33] ; [5.33 7.67],0
a1,1,0.466395,0.530504,[ 3 84] ; [ 1 12],[ 3.48 83.52] ; [ 0.52 12.48],0
p7,1,0.466395,0.530504,[36 51] ; [4 9],[34.8 52.2] ; [5.2 7.8],0
d3,1,0.466395,0.530504,[51 36] ; [9 4],[52.2 34.8] ; [7.8 5.2],0
n2,1,0.497602,0.460046,[18 11] ; [6 2],[18.81081081 10.18918919] ; [5.18918919 2.81081081],0
b2,1,0.499228,0.456577,[13 37] ; [3 5],[13.79310345 36.20689655] ; [2.20689655 5.79310345],0
b3,1,0.499228,0.456577,[13 37] ; [3 5],[13.79310345 36.20689655] ; [2.20689655 5.79310345],0
v3,1,0.523152,0.407676,[20 61] ; [4 8],[20.90322581 60.09677419] ; [3.09677419 8.90322581],0
d4,1,0.537025,0.381081,[67 20] ; [11  2],[67.86 19.14] ; [10.14  2.86],0
a5,1,0.542826,0.370328,[48 39] ; [6 7],[46.98 40.02] ; [7.02 5.98],0
n3,1,0.587042,0.294987,[21  8] ; [5 3],[20.37837838  8.62162162] ; [5.62162162 2.37837838],0
p8,1,0.597242,0.279176,[26 60] ; [ 3 10],[25.19191919 60.80808081] ; [3.80808081 9.19191919],0
r4,1,0.613853,0.254602,[61 26] ; [10  3],[61.77 25.23] ; [9.23 3.77],0
b5,1,0.627271,0.23578,[53 34] ; [7 6],[52.2 34.8] ; [7.8 5.2],0
d2,1,0.627271,0.23578,[34 53] ; [6 7],[34.8 52.2] ; [5.2 7.8],0
p9,1,0.652494,0.20277,[27 59] ; [3 9],[26.32653061 59.67346939] ; [3.67346939 8.32653061],0
a2,1,0.6828,0.16699,[10 77] ; [ 1 12],[ 9.57 77.43] ; [ 1.43 11.57],0
a7,1,0.685429,0.164078,[52 35] ; [7 6],[51.33 35.67] ; [7.67 5.33],0
n6,1,0.707856,0.140428,[45 42] ; [6 7],[44.37 42.63] ; [6.63 6.37],0
d1,1,0.744931,0.105839,[36 51] ; [6 7],[36.54 50.46] ; [5.46 7.54],0
p6,1,0.749171,0.102229,[16 67] ; [ 3 10],[16.42708333 66.57291667] ; [ 2.57291667 10.42708333],0
a3,1,0.756429,0.096208,[49 37] ; [8 5],[49.51515152 36.48484848] ; [7.48484848 5.51515152],0
v4,1,0.766199,0.088417,[70 17] ; [10  3],[69.6 17.4] ; [10.4  2.6],0
b4,1,0.781678,0.076803,[50 37] ; [8 5],[50.46 36.54] ; [7.54 5.46],0
u1,1,0.859795,0.0312,[ 8 79] ; [ 1 12],[ 7.83 79.17] ; [ 1.17 11.83],0
p4,1,0.866025,0.028463,[31 55] ; [5 8],[31.27272727 54.72727273] ; [4.72727273 8.27272727],0
u2,1,0.890599,0.018919,[16 21] ; [2 3],[15.85714286 21.14285714] ; [2.14285714 2.85714286],0
a6,1,0.928562,0.008038,[48 39] ; [7 6],[47.85 39.15] ; [7.15 5.85],0
