Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.002923,8.854872,[8 4] ; [ 9 33],[3.77777778 8.22222222] ; [13.22222222 28.77777778],0
s8,1,0.002988,8.814829,[5 7] ; [ 3 39],[ 1.77777778 10.22222222] ; [ 6.22222222 35.77777778],0
p7,1,0.005675,7.650706,[10  2] ; [16 26],[5.77777778 6.22222222] ; [20.22222222 21.77777778],0
p11,1,0.006168,7.500609,[9 3] ; [13 29],[4.88888889 7.11111111] ; [17.11111111 24.88888889],0
r3,1,0.009579,6.711648,[11  1] ; [21 21],[7.11111111 4.88888889] ; [24.88888889 17.11111111],0
p2,1,0.01572,5.833929,[9 3] ; [15 27],[5.33333333 6.66666667] ; [18.66666667 23.33333333],0
p8,1,0.015752,5.830357,[7 5] ; [ 9 32],[3.62264151 8.37735849] ; [12.37735849 28.62264151],0
v4,1,0.027201,4.877981,[11  1] ; [24 18],[7.77777778 4.22222222] ; [27.22222222 14.77777778],0
s7,1,0.029638,4.730145,[5 6] ; [ 6 34],[2.37254902 8.62745098] ; [ 8.62745098 31.37254902],0
p4,1,0.117185,2.454545,[7 5] ; [14 28],[4.66666667 7.33333333] ; [16.33333333 25.66666667],0
a7,1,0.145452,2.119309,[8 4] ; [18 24],[5.77777778 6.22222222] ; [20.22222222 21.77777778],0
s5,1,0.154058,2.031602,[3 7] ; [ 5 37],[1.53846154 8.46153846] ; [ 6.46153846 35.53846154],0
n3,1,0.191785,1.703855,[4 1] ; [10 11],[2.69230769 2.30769231] ; [11.30769231  9.69230769],0
a5,1,0.208271,1.583401,[3 9] ; [19 23],[4.88888889 7.11111111] ; [17.11111111 24.88888889],0
p3,1,0.223225,1.483516,[5 7] ; [10 32],[3.33333333 8.66666667] ; [11.66666667 30.33333333],0
b1,1,0.24417,1.356358,[8 4] ; [20 22],[6.22222222 5.77777778] ; [21.77777778 20.22222222],0
u2,1,0.304807,1.053044,[4 3] ; [ 7 13],[2.85185185 4.14814815] ; [ 8.14814815 11.85185185],0
n1,1,0.315286,1.008403,[2 2] ; [ 5 15],[1.16666667 2.83333333] ; [ 5.83333333 14.16666667],0
p10,1,0.379775,0.771429,[3 9] ; [ 6 36],[ 2. 10.] ; [ 7. 35.],0
d1,1,0.402171,0.701826,[3 9] ; [16 26],[4.22222222 7.77777778] ; [14.77777778 27.22222222],0
s3,1,0.418343,0.654966,[5 7] ; [12 29],[3.8490566 8.1509434] ; [13.1509434 27.8490566],0
n5,1,0.423316,0.641091,[5 7] ; [23 19],[6.22222222 5.77777778] ; [21.77777778 20.22222222],0
u3,1,0.48338,0.491228,[3 4] ; [ 6 15],[2.25 4.75] ; [ 6.75 14.25],0
s4,1,0.496157,0.463147,[ 2 10] ; [11 31],[2.88888889 9.11111111] ; [10.11111111 31.88888889],0
b4,1,0.512691,0.428571,[5 7] ; [22 20],[6. 6.] ; [21. 21.],0
b5,1,0.512691,0.428571,[7 5] ; [20 22],[6. 6.] ; [21. 21.],0
d3,1,0.512691,0.428571,[5 7] ; [22 20],[6. 6.] ; [21. 21.],0
r2,1,0.550491,0.356438,[9 3] ; [27 14],[8.1509434 3.8490566] ; [27.8490566 13.1509434],0
d2,1,0.560421,0.338976,[5 7] ; [21 20],[5.88679245 6.11320755] ; [20.11320755 20.88679245],0
s6,1,0.593955,0.284211,[5 7] ; [14 28],[4.22222222 7.77777778] ; [14.77777778 27.22222222],0
a3,1,0.610385,0.259615,[5 7] ; [21 21],[5.77777778 6.22222222] ; [20.22222222 21.77777778],0
u1,1,0.633839,0.226891,[ 1 11] ; [ 2 40],[ 0.66666667 11.33333333] ; [ 2.33333333 39.66666667],0
b2,1,0.707677,0.140609,[2 6] ; [ 8 17],[2.42424242 5.57575758] ; [ 7.57575758 17.42424242],0
b3,1,0.707677,0.140609,[2 6] ; [ 8 17],[2.42424242 5.57575758] ; [ 7.57575758 17.42424242],0
v3,1,0.717941,0.130474,[ 2 10] ; [ 9 33],[2.44444444 9.55555556] ; [ 8.55555556 33.44444444],0
n2,1,0.758742,0.094331,[3 2] ; [11 10],[2.69230769 2.30769231] ; [11.30769231  9.69230769],0
a4,1,0.772816,0.083344,[3 9] ; [12 29],[3.39622642 8.60377358] ; [11.60377358 29.39622642],0
v1,1,0.792978,0.068878,[3 9] ; [ 9 33],[2.66666667 9.33333333] ; [ 9.33333333 32.66666667],0
d4,1,0.822902,0.050093,[7 5] ; [26 16],[7.33333333 4.66666667] ; [25.66666667 16.33333333],0
d5,1,0.822902,0.050093,[7 5] ; [26 16],[7.33333333 4.66666667] ; [25.66666667 16.33333333],0
s1,1,0.827634,0.047409,[ 1 10] ; [ 3 39],[ 0.83018868 10.16981132] ; [ 3.16981132 38.83018868],0
n4,1,0.884254,0.021193,[6 6] ; [22 20],[6.22222222 5.77777778] ; [21.77777778 20.22222222],0
a2,1,0.900149,0.015743,[ 1 11] ; [ 4 38],[ 1.11111111 10.88888889] ; [ 3.88888889 38.11111111],0
s2,1,0.933858,0.006888,[3 9] ; [11 31],[3.11111111 8.88888889] ; [10.88888889 31.11111111],0
a6,1,0.941368,0.00541,[7 5] ; [24 18],[6.88888889 5.11111111] ; [24.11111111 17.88888889],0
n6,1,0.989973,0.000158,[7 5] ; [24 17],[7.01886792 4.98113208] ; [23.98113208 17.01886792],0
v2,1,1.0,0.0,[4 8] ; [14 28],[4. 8.] ; [14. 28.],0
