Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,49.851628,[ 7 48] ; [42 10],[25.18691589 29.81308411] ; [23.81308411 28.18691589],1
p11,1,5.1e-05,16.419143,[18 38] ; [37 15],[28.51851852 27.48148148] ; [26.48148148 25.51851852],1
r3,1,0.000574,11.857783,[34 21] ; [47  5],[41.63551402 13.36448598] ; [39.36448598 12.63551402],1
p8,1,0.002229,9.350492,[ 8 48] ; [21 31],[15.03703704 40.96296296] ; [13.96296296 38.03703704],0
r4,1,0.005685,7.647649,[30 26] ; [41 11],[36.81481481 19.18518519] ; [34.18518519 17.81481481],0
b1,1,0.010766,6.503457,[32 24] ; [17 35],[25.40740741 30.59259259] ; [23.59259259 28.40740741],0
n2,1,0.018193,5.577457,[11 13] ; [14  3],[14.63414634  9.36585366] ; [10.36585366  6.63414634],0
p6,1,0.027891,4.834795,[ 5 50] ; [13 39],[ 9.25233645 45.74766355] ; [ 8.74766355 43.25233645],0
p3,1,0.028613,4.790768,[10 46] ; [19 33],[15.03703704 40.96296296] ; [13.96296296 38.03703704],0
v4,1,0.036568,4.370416,[37 18] ; [44  8],[41.63551402 13.36448598] ; [39.36448598 12.63551402],0
s8,1,0.039208,4.251851,[ 7 48] ; [15 37],[11.30841121 43.69158879] ; [10.69158879 41.30841121],0
v1,1,0.040412,4.200482,[10 46] ; [18 33],[14.65420561 41.34579439] ; [13.34579439 37.65420561],0
v2,1,0.043881,4.061153,[17 37] ; [25 24],[22.01941748 31.98058252] ; [19.98058252 29.01941748],0
n3,1,0.050858,3.81295,[10 12] ; [13  4],[12.97435897  9.02564103] ; [10.02564103  6.97435897],0
p4,1,0.0647,3.412602,[11 43] ; [19 33],[15.28301887 38.71698113] ; [14.71698113 37.28301887],0
v3,1,0.084255,2.980858,[15 39] ; [22 28],[19.21153846 34.78846154] ; [17.78846154 32.21153846],0
b5,1,0.111088,2.538668,[27 29] ; [33 19],[31.11111111 24.88888889] ; [28.88888889 23.11111111],0
p12,1,0.144393,2.130503,[ 1 55] ; [ 4 48],[ 2.59259259 53.40740741] ; [ 2.40740741 49.59259259],0
s4,1,0.182496,1.777183,[ 6 50] ; [10 40],[ 8.45283019 47.54716981] ; [ 7.54716981 42.45283019],0
u2,1,0.202465,1.6245,[ 9 16] ; [11  9],[11.11111111 13.88888889] ; [ 8.88888889 11.11111111],0
a5,1,0.203049,1.620308,[31 25] ; [35 17],[34.22222222 21.77777778] ; [31.77777778 20.22222222],0
d2,1,0.226877,1.460332,[28 27] ; [20 31],[24.90566038 30.09433962] ; [23.09433962 27.90566038],0
d3,1,0.241775,1.370215,[26 30] ; [30 22],[29.03703704 26.96296296] ; [26.96296296 25.03703704],0
