Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,1e-06,25.205341,[28 22] ; [102  11],[39.87730061 10.12269939] ; [90.12269939 22.87730061],1
p9,1,1e-06,24.920732,[20 27] ; [92 20],[33.10691824 13.89308176] ; [78.89308176 33.10691824],1
p10,1,5e-06,20.766567,[18 31] ; [82 28],[30.81761006 18.18238994] ; [69.18238994 40.81761006],1
r4,1,0.000111,14.933706,[25 25] ; [91 23],[35.36585366 14.63414634] ; [80.63414634 33.36585366],1
p2,1,0.000337,12.849956,[24 25] ; [86 25],[33.6875 15.3125] ; [76.3125 34.6875],1
v1,1,0.000896,11.03144,[ 9 40] ; [51 60],[18.375 30.625] ; [41.625 69.375],1
n3,1,0.001467,10.119865,[10 12] ; [26  4],[15.23076923  6.76923077] ; [20.76923077  9.23076923],0
p8,1,0.002605,9.065392,[11 38] ; [53 58],[19.6 29.4] ; [44.4 66.6],0
n6,1,0.004095,8.241238,[29 21] ; [90 23],[36.50306748 13.49693252] ; [82.49693252 30.50306748],0
r1,1,0.00938,6.748998,[24 26] ; [79 35],[31.40243902 18.59756098] ; [71.59756098 42.40243902],0
p4,1,0.011466,6.391611,[13 35] ; [54 57],[20.22641509 27.77358491] ; [46.77358491 64.22641509],0
a5,1,0.012333,6.262408,[22 28] ; [74 40],[29.26829268 20.73170732] ; [66.73170732 47.26829268],0
v4,1,0.012347,6.260279,[35 14] ; [99 14],[40.5308642  8.4691358] ; [93.4691358 19.5308642],0
p3,1,0.014959,5.921263,[11 38] ; [48 65],[17.84567901 31.15432099] ; [41.15432099 71.84567901],0
u2,1,0.023746,5.113077,[ 6 18] ; [24 21],[10.43478261 13.56521739] ; [19.56521739 25.43478261],0
s6,1,0.027948,4.831293,[12 37] ; [47 63],[18.18238994 30.81761006] ; [40.81761006 69.18238994],0
r2,1,0.032509,4.571429,[36 12] ; [99 13],[40.5  7.5] ; [94.5 17.5],0
s8,1,0.044408,4.040969,[ 5 44] ; [27 86],[ 9.67901235 39.32098765] ; [22.32098765 90.67901235],0
v2,1,0.049357,3.863176,[13 35] ; [48 62],[18.53164557 29.46835443] ; [42.46835443 67.53164557],0
a1,1,0.049851,3.846455,[ 4 46] ; [  2 112],[ 1.82926829 48.17073171] ; [  4.17073171 109.82926829],0
p7,1,0.072428,3.227115,[20 28] ; [64 48],[25.2 22.8] ; [58.8 53.2],0
d5,1,0.094646,2.793522,[26 24] ; [75 39],[30.79268293 19.20731707] ; [70.20731707 43.79268293],0
p5,1,0.103535,2.650228,[ 2 47] ; [14 99],[ 4.83950617 44.16049383] ; [ 11.16049383 101.83950617],0
