Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,1e-06,25.205341,[28 22] ; [102  11],[39.87730061 10.12269939] ; [90.12269939 22.87730061],1
b1,1,0.117746,2.447053,[29 21] ; [51 63],[24.3902439 25.6097561] ; [55.6097561 58.3902439],0
p1,1,0.126394,2.336242,[ 2 48] ; [ 13 100],[ 4.60122699 45.39877301] ; [ 10.39877301 102.60122699],0
d3,1,0.130611,2.285229,[14 36] ; [46 68],[18.29268293 31.70731707] ; [41.70731707 72.29268293],0
s5,1,0.215406,1.534716,[ 8 40] ; [28 81],[11.00636943 36.99363057] ; [24.99363057 84.00636943],0
u3,1,0.237112,1.397684,[ 6 18] ; [18 28],[ 8.22857143 15.77142857] ; [15.77142857 30.22857143],0
d1,1,0.26335,1.251061,[16 34] ; [47 67],[19.20731707 30.79268293] ; [43.79268293 70.20731707],0
a4,1,0.264807,1.243453,[15 34] ; [45 68],[18.14814815 30.85185185] ; [41.85185185 71.14814815],0
n2,1,0.289519,1.121859,[14 10] ; [23  9],[15.85714286  8.14285714] ; [21.14285714 10.85714286],0
n5,1,0.290471,1.117437,[33 17] ; [83 29],[35.80246914 14.19753086] ; [80.19753086 31.80246914],0
n4,1,0.332824,0.93788,[33 17] ; [83 30],[35.58282209 14.41717791] ; [80.41717791 32.58282209],0
s7,1,0.351949,0.866418,[ 9 37] ; [29 80],[11.27741935 34.72258065] ; [26.72258065 82.27741935],0
p12,1,0.432134,0.61708,[ 1 49] ; [  5 105],[ 1.875 48.125] ; [  4.125 105.875],0
a3,1,0.435065,0.609264,[26 23] ; [68 46],[28.25766871 20.74233129] ; [65.74233129 48.25766871],0
u1,1,0.467493,0.527896,[ 3 47] ; [  4 110],[ 2.13414634 47.86585366] ; [  4.86585366 109.13414634],0
b4,1,0.499922,0.455101,[27 23] ; [68 46],[28.96341463 21.03658537] ; [66.03658537 47.96341463],0
d4,1,0.504084,0.446327,[30 19] ; [76 38],[31.86503067 17.13496933] ; [74.13496933 39.86503067],0
a6,1,0.573021,0.317655,[20 30] ; [51 63],[21.64634146 28.35365854] ; [49.35365854 64.64634146],0
s3,1,0.668599,0.183245,[14 34] ; [29 83],[12.9 35.1] ; [30.1 81.9],0
p6,1,0.711186,0.137095,[11 37] ; [28 81],[11.92356688 36.07643312] ; [27.07643312 81.92356688],0
b5,1,0.734425,0.115088,[26 24] ; [56 58],[25. 25.] ; [57. 57.],0
s4,1,0.777142,0.080115,[ 7 43] ; [14 99],[ 6.44171779 43.55828221] ; [14.55828221 98.44171779],0
d2,1,0.814173,0.055247,[22 27] ; [53 60],[22.68518519 26.31481481] ; [52.31481481 60.68518519],0
v3,1,0.874627,0.024896,[13 33] ; [30 81],[12.59872611 33.40127389] ; [30.40127389 80.59872611],0
s1,1,0.893857,0.017802,[ 2 48] ; [  4 108],[ 1.85185185 48.14814815] ; [  4.14814815 107.85185185],0
n1,1,0.935064,0.006638,[ 8 16] ; [11 21],[ 8.14285714 15.85714286] ; [10.85714286 21.14285714],0
b2,1,0.955386,0.00313,[12 16] ; [30 39],[12.12371134 15.87628866] ; [29.87628866 39.12371134],0
b3,1,0.955386,0.00313,[12 16] ; [30 39],[12.12371134 15.87628866] ; [29.87628866 39.12371134],0
a8,1,0.970801,0.00134,[ 4 43] ; [ 9 99],[ 3.94193548 43.05806452] ; [ 9.05806452 98.94193548],0
a2,1,0.972415,0.001196,[ 3 47] ; [  7 107],[ 3.04878049 46.95121951] ; [  6.95121951 107.04878049],0
