Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.005346,7.758621,[ 9 49] ; [7 7],[12.88888889 45.11111111] ; [ 3.11111111 10.88888889],0
s2,1,0.006092,7.522867,[14 45] ; [10  7],[18.63157895 40.36842105] ; [ 5.36842105 11.63157895],0
s7,1,0.011778,6.343992,[ 8 47] ; [7 9],[11.61971831 43.38028169] ; [ 3.38028169 12.61971831],0
r4,1,0.015707,5.835375,[19 40] ; [11  6],[23.28947368 35.71052632] ; [ 6.71052632 10.28947368],0
d5,1,0.029198,4.755921,[30 29] ; [13  3],[33.82666667 25.17333333] ; [9.17333333 6.82666667],0
p6,1,0.031431,4.629252,[ 7 49] ; [ 6 11],[ 9.97260274 46.02739726] ; [ 3.02739726 13.97260274],0
d2,1,0.036686,4.364943,[21 37] ; [11  6],[24.74666667 33.25333333] ; [7.25333333 9.74666667],0
s6,1,0.045099,4.014951,[14 44] ; [8 8],[17.24324324 40.75675676] ; [ 4.75675676 11.24324324],0
a6,1,0.053995,3.712861,[33 26] ; [ 5 12],[29.5 29.5] ; [8.5 8.5],0
d4,1,0.078302,3.099792,[31 28] ; [13  4],[34.15789474 24.84210526] ; [9.84210526 7.15789474],0
u3,1,0.106864,2.6,[ 8 22] ; [5 4],[10. 20.] ; [3. 6.],0
u2,1,0.122325,2.387291,[ 8 21] ; [5 4],[ 9.92105263 19.07894737] ; [3.07894737 5.92105263],0
s8,1,0.151064,2.061476,[ 6 53] ; [ 4 13],[ 7.76315789 51.23684211] ; [ 2.23684211 14.76315789],0
d1,1,0.158316,1.990236,[17 42] ; [8 9],[19.40789474 39.59210526] ; [ 5.59210526 11.40789474],0
r3,1,0.158778,1.985822,[34 25] ; [13  4],[36.48684211 22.51315789] ; [10.51315789  6.48684211],0
v4,1,0.160748,1.967175,[38 21] ; [14  3],[40.36842105 18.63157895] ; [11.63157895  5.36842105],0
n5,1,0.184921,1.757629,[35 24] ; [ 7 10],[32.60526316 26.39473684] ; [9.39473684 7.60526316],0
r2,1,0.208746,1.580105,[41 17] ; [13  2],[42.90410959 15.09589041] ; [11.09589041  3.90410959],0
n4,1,0.230533,1.437569,[34 25] ; [ 7 10],[31.82894737 27.17105263] ; [9.17105263 7.82894737],0
b4,1,0.230533,1.437569,[25 34] ; [10  7],[27.17105263 31.82894737] ; [7.82894737 9.17105263],0
n1,1,0.233887,1.417064,[ 8 11] ; [2 8],[ 6.55172414 12.44827586] ; [3.44827586 6.55172414],0
b3,1,0.265978,1.237374,[13 19] ; [5 3],[14.4 17.6] ; [3.6 4.4],0
b2,1,0.265978,1.237374,[13 19] ; [5 3],[14.4 17.6] ; [3.6 4.4],0
p10,1,0.302189,1.06451,[19 38] ; [8 9],[20.7972973 36.2027027] ; [ 6.2027027 10.7972973],0
d3,1,0.313552,1.015653,[28 30] ; [10  6],[29.78378378 28.21621622] ; [8.21621622 7.78378378],0
u1,1,0.327653,0.958151,[ 3 56] ; [ 2 15],[ 3.88157895 55.11842105] ; [ 1.11842105 15.88157895],0
p2,1,0.342478,0.901133,[27 32] ; [10  7],[28.72368421 30.27631579] ; [8.27631579 8.72368421],0
a4,1,0.356355,0.850697,[17 41] ; [ 7 10],[18.56 39.44] ; [ 5.44 11.56],0
p3,1,0.356355,0.850697,[17 41] ; [ 7 10],[18.56 39.44] ; [ 5.44 11.56],0
s3,1,0.371744,0.797826,[20 37] ; [8 9],[21.56756757 35.43243243] ; [ 6.43243243 10.56756757],0
a2,1,0.388053,0.745035,[ 8 51] ; [ 1 16],[ 6.98684211 52.01315789] ; [ 2.01315789 14.98684211],0
v2,1,0.446255,0.580146,[15 43] ; [ 6 11],[16.24 41.76] ; [ 4.76 12.24],0
n6,1,0.518563,0.41675,[33 26] ; [11  6],[34.15789474 24.84210526] ; [9.84210526 7.15789474],0
p4,1,0.521304,0.411312,[19 39] ; [ 7 10],[20.10666667 37.89333333] ; [ 5.89333333 11.10666667],0
a7,1,0.532679,0.389278,[28 31] ; [9 7],[29.10666667 29.89333333] ; [7.89333333 8.10666667],0
a5,1,0.561701,0.336767,[29 30] ; [ 7 10],[27.94736842 31.05263158] ; [8.05263158 8.94736842],0
p5,1,0.652438,0.20284,[ 2 56] ; [ 1 16],[ 2.32 55.68] ; [ 0.68 16.32],0
p1,1,0.679365,0.170842,[ 5 54] ; [ 2 15],[ 5.43421053 53.56578947] ; [ 1.56578947 15.43421053],0
n2,1,0.704507,0.143826,[10  9] ; [6 4],[10.48275862  8.51724138] ; [5.51724138 4.48275862],0
p9,1,0.706622,0.141674,[28 27] ; [9 7],[28.66197183 26.33802817] ; [8.33802817 7.66197183],0
p8,1,0.759189,0.093971,[12 45] ; [ 3 14],[11.55405405 45.44594595] ; [ 3.44594595 13.55405405],0
v3,1,0.80155,0.063173,[13 46] ; [ 4 12],[13.37333333 45.62666667] ; [ 3.62666667 12.37333333],0
a3,1,0.83109,0.045498,[29 29] ; [8 9],[28.61333333 29.38666667] ; [8.38666667 8.61333333],0
a1,1,0.850224,0.035658,[ 6 53] ; [ 2 15],[ 6.21052632 52.78947368] ; [ 1.78947368 15.21052632],0
b5,1,0.870503,0.026575,[36 23] ; [10  7],[35.71052632 23.28947368] ; [10.28947368  6.71052632],0
n3,1,0.892772,0.01817,[ 9 10] ; [5 5],[9.17241379 9.82758621] ; [4.82758621 5.17241379],0
